cell,K,n,m,rep,method,time,geom,delta,F,Fref,ref_exact,hit,gap,agree_ref,acc0,ari0,R_tm
K2-cross-m8,2,200,8,188,bestB,0.0245843511074781,cross,9.0,200.7948540931243,200.5807467432154,True,False,0.001067437196168,0.985,0.885,0.5908583792002331,129.0
K2-cross-m8,2,200,8,188,bestB+pol,0.0247014439664781,cross,9.0,200.6274867779025,200.5807467432154,True,False,0.0002330235351399,0.995,0.885,0.5908583792002331,129.0
K2-cross-m8,2,200,8,188,local-vote+pol,0.0488991700112819,cross,9.0,200.6819196904804,200.5807467432154,True,False,0.0005044000927691,0.985,0.875,0.5602970928543248,129.0
K2-cross-m8,2,200,8,188,ms-vote+pol,0.0910474699921906,cross,9.0,200.6819196904804,200.5807467432154,True,False,0.0005044000927691,0.985,0.875,0.5602970928543248,129.0
K2-cross-m8,2,200,8,188,HA10,0.0013313160743564,cross,9.0,200.5807467432154,200.5807467432154,True,True,0.0,1.0,0.88,0.5754776913823784,129.0
K2-cross-m8,2,200,8,188,HA10-part,0.0007478040643036,cross,9.0,200.5807467432154,200.5807467432154,True,True,0.0,1.0,0.88,0.5754776913823784,129.0
K2-cross-m8,2,200,8,188,HA-tm,0.029431517003104,cross,9.0,200.5807467432154,200.5807467432154,True,True,0.0,1.0,0.88,0.5754776913823784,129.0
K2-cross-m8,2,200,8,188,emEM10,0.0042788300197571,cross,9.0,203.949379025304,200.5807467432154,True,False,0.0167943949595577,0.94,0.87,0.5452252025726422,129.0
K2-cross-n100,2,100,8,81,vote,0.0303073860704898,cross,9.0,96.14719502695876,96.1471950269588,True,True,-3.3306690738754696e-16,1.0,0.93,0.7369583604949977,146.0
K2-cross-n100,2,100,8,81,vote+pol,0.0304246949963271,cross,9.0,96.14719502695876,96.1471950269588,True,True,-3.3306690738754696e-16,1.0,0.93,0.7369583604949977,146.0
K2-cross-n100,2,100,8,81,param+pol,0.0314530811738222,cross,9.0,96.14719502695876,96.1471950269588,True,True,-3.3306690738754696e-16,1.0,0.93,0.7369583604949977,146.0
K2-cross-n100,2,100,8,81,bestB,0.0258198340889066,cross,9.0,96.14719502695876,96.1471950269588,True,True,-3.3306690738754696e-16,1.0,0.93,0.7369583604949977,146.0
K2-cross-n100,2,100,8,81,bestB+pol,0.0259318959433585,cross,9.0,96.14719502695876,96.1471950269588,True,True,-3.3306690738754696e-16,1.0,0.93,0.7369583604949977,146.0
K2-cross-n100,2,100,8,81,local-vote+pol,0.0553875470068305,cross,9.0,96.14719502695876,96.1471950269588,True,True,-3.3306690738754696e-16,1.0,0.93,0.7369583604949977,146.0
K2-cross-n100,2,100,8,81,ms-vote+pol,0.1005097969900816,cross,9.0,96.14719502695876,96.1471950269588,True,True,-3.3306690738754696e-16,1.0,0.93,0.7369583604949977,146.0
K2-cross-n100,2,100,8,81,HA10,0.0013377401046454,cross,9.0,96.14719502695876,96.1471950269588,True,True,-3.3306690738754696e-16,1.0,0.93,0.7369583604949977,146.0
K2-cross-n100,2,100,8,81,HA10-part,0.0004969479050487,cross,9.0,96.14719502695876,96.1471950269588,True,True,-3.3306690738754696e-16,1.0,0.93,0.7369583604949977,146.0
K2-cross-n100,2,100,8,81,HA-tm,0.0306208380497992,cross,9.0,96.14719502695876,96.1471950269588,True,True,-3.3306690738754696e-16,1.0,0.93,0.7369583604949977,146.0
K2-cross-n100,2,100,8,81,emEM10,0.0023212451487779,cross,9.0,96.93316935224756,96.1471950269588,True,False,0.0081746984409518,0.97,0.9,0.6362838347881163,146.0
K4-par,4,400,16,38,vote,2.95610716403462,par,3.0,468.25068036174974,260.1173525940372,False,False,0.8001516457556159,0.83,0.8025,0.6032650738742065,4074.0
K4-par,4,400,16,38,vote+pol,2.9564222409389918,par,3.0,260.12887908128573,260.1173525940372,False,False,4.431264248094813e-05,0.9975,0.9175,0.7942439520009823,4074.0
K4-par,4,400,16,38,param+pol,2.822827052790672,par,3.0,370.2704292443467,260.1173525940372,False,False,0.423474541593634,0.7925,0.7275,0.5453425674811854,4074.0
K4-par,4,400,16,38,bestB,2.1477381358854477,par,3.0,270.70578509035334,260.1173525940372,False,False,0.040706367301998,0.965,0.915,0.7889014790514366,4074.0
K4-par,4,400,16,38,bestB+pol,2.148003533948213,par,3.0,260.11892050531605,260.1173525940372,False,False,6.027707353251088e-06,0.9975,0.9175,0.7944472280784247,4074.0
K4-par,4,400,16,38,local-vote+pol,0.1756386819761246,par,3.0,453.058821450464,260.1173525940372,False,False,0.7417477801165724,0.625,0.6225,0.4167639336808806,4074.0
K4-par,4,400,16,38,ms-vote+pol,0.3609225719701499,par,3.0,260.11892050531605,260.1173525940372,False,False,6.027707353251088e-06,0.9975,0.9175,0.7944472280784247,4074.0
K4-par,4,400,16,38,HA10,0.0052089989185333,par,3.0,403.8909077223445,260.1173525940372,False,False,0.5527257358823483,0.64,0.645,0.4363823057806928,4074.0
K4-par,4,400,16,38,HA10-part,0.0032034050673246,par,3.0,260.11892050531605,260.1173525940372,False,False,6.027707353251088e-06,0.9975,0.9175,0.7944472280784247,4074.0
K4-par,4,400,16,38,HA-tm,2.9564425570424646,par,3.0,260.1173525940372,260.1173525940372,False,True,0.0,1.0,0.92,0.8001864139925415,4074.0
K4-par,4,400,16,38,emEM10,0.0432957701850682,par,3.0,276.62868295889973,260.1173525940372,False,False,0.0634764662957019,0.95,0.92,0.7995956538363981,4074.0
K2-cross-d6,2,200,8,157,vote,0.0319558910559862,cross,6.0,164.02305032322704,158.5503297412556,True,False,0.0345172450344479,0.94,0.885,0.5908825782615481,132.0
K2-cross-d6,2,200,8,157,vote+pol,0.0321024861186742,cross,6.0,158.79824469283153,158.5503297412556,True,False,0.0015636356731676,0.995,0.9,0.6381937870237121,132.0
K2-cross-d6,2,200,8,157,param+pol,0.0332387401722371,cross,6.0,158.79824469283153,158.5503297412556,True,False,0.0015636356731676,0.995,0.9,0.6381937870237121,132.0
K2-cross-d6,2,200,8,157,bestB,0.0279934860300272,cross,6.0,158.55032974125515,158.5503297412556,True,True,-2.886579864025407e-15,1.0,0.895,0.6222123908554148,132.0
K2-cross-d6,2,200,8,157,bestB+pol,0.0281296570319682,cross,6.0,158.55032974125515,158.5503297412556,True,True,-2.886579864025407e-15,1.0,0.895,0.6222123908554148,132.0
K2-cross-d6,2,200,8,157,local-vote+pol,0.0581740688066929,cross,6.0,158.83904019186895,158.5503297412556,True,False,0.001820938821663,0.985,0.89,0.6064320614206867,132.0
K2-cross-d6,2,200,8,157,ms-vote+pol,0.1065338947810232,cross,6.0,158.55032974125515,158.5503297412556,True,True,-2.886579864025407e-15,1.0,0.895,0.6222123908554148,132.0
K2-cross-d6,2,200,8,157,HA10,0.0015022058505564,cross,6.0,158.79824469283153,158.5503297412556,True,False,0.0015636356731676,0.995,0.9,0.6381937870237121,132.0
K2-cross-d6,2,200,8,157,HA10-part,0.0007048649713397,cross,6.0,158.55032974125515,158.5503297412556,True,True,-2.886579864025407e-15,1.0,0.895,0.6222123908554148,132.0
K2-cross-d6,2,200,8,157,HA-tm,0.0321673341095447,cross,6.0,158.55032974125515,158.5503297412556,True,True,-2.886579864025407e-15,1.0,0.895,0.6222123908554148,132.0
K2-cross-d6,2,200,8,157,emEM10,0.0046223979443311,cross,6.0,160.52850922275405,158.5503297412556,True,False,0.0124766658305075,0.955,0.89,0.6064559119812724,132.0
K2-cross-d12,2,200,8,93,vote,0.031374704092741,cross,12.0,153.94634467079663,153.63593317352593,True,False,0.0020204355248072,0.985,0.95,0.8090461442290381,137.0
K2-cross-d12,2,200,8,93,vote+pol,0.0315186032094061,cross,12.0,153.63593317352502,153.63593317352593,True,True,-5.8841820305133305e-15,1.0,0.945,0.791056015054112,137.0
K2-cross-d12,2,200,8,93,param+pol,0.0313775760587304,cross,12.0,153.76143997253484,153.63593317352593,True,False,0.000816910448073,0.99,0.945,0.791056015054112,137.0
K2-cross-d12,2,200,8,93,bestB,0.0261534070596098,cross,12.0,153.63593317352502,153.63593317352593,True,True,-5.8841820305133305e-15,1.0,0.945,0.791056015054112,137.0
K2-cross-d12,2,200,8,93,bestB+pol,0.0262858900241553,cross,12.0,153.63593317352502,153.63593317352593,True,True,-5.8841820305133305e-15,1.0,0.945,0.791056015054112,137.0
K2-cross-d12,2,200,8,93,local-vote+pol,0.0547929368913173,cross,12.0,153.63593317352502,153.63593317352593,True,True,-5.8841820305133305e-15,1.0,0.945,0.791056015054112,137.0
K2-cross-d12,2,200,8,93,ms-vote+pol,0.1034060791134834,cross,12.0,153.63593317352502,153.63593317352593,True,True,-5.8841820305133305e-15,1.0,0.945,0.791056015054112,137.0
K2-cross-d12,2,200,8,93,HA10,0.001483259955421,cross,12.0,153.63593317352502,153.63593317352593,True,True,-5.8841820305133305e-15,1.0,0.945,0.791056015054112,137.0
K2-cross-d12,2,200,8,93,HA10-part,0.0006487539503723,cross,12.0,153.63593317352502,153.63593317352593,True,True,-5.8841820305133305e-15,1.0,0.945,0.791056015054112,137.0
K2-cross-d12,2,200,8,93,HA-tm,0.0315544090699404,cross,12.0,153.63593317352502,153.63593317352593,True,True,-5.8841820305133305e-15,1.0,0.945,0.791056015054112,137.0
K2-cross-d12,2,200,8,93,emEM10,0.004149013897404,cross,12.0,153.7011858964472,153.63593317352593,True,False,0.0004247230551694,0.99,0.945,0.791055305928898,137.0
K4-cross,4,400,16,40,vote,3.154518554918468,cross,9.0,330.47779211422244,300.188662422143,False,False,0.1009003119827525,0.915,0.8825,0.7180692671101202,4790.0
K4-cross,4,400,16,40,vote+pol,3.1547930240631104,cross,9.0,300.188662422143,300.188662422143,False,True,0.0,1.0,0.8775,0.7060757618122934,4790.0
K4-cross,4,400,16,40,param+pol,4.26798424590379,cross,9.0,300.283716551309,300.188662422143,False,False,0.0003166479653129,0.995,0.88,0.7117819327840549,4790.0
K4-cross,4,400,16,40,bestB,2.9179118419997394,cross,9.0,314.5649058586549,300.188662422143,False,False,0.0478906942071488,0.935,0.8525,0.6532875320964815,4790.0
K4-cross,4,400,16,40,bestB+pol,2.9181953240185976,cross,9.0,300.188662422143,300.188662422143,False,True,0.0,1.0,0.8775,0.7060757618122934,4790.0
K4-cross,4,400,16,40,local-vote+pol,0.1801843550056219,cross,9.0,483.2855213233872,300.188662422143,False,False,0.6099392875929559,0.7,0.66,0.4455113068790263,4790.0
K4-cross,4,400,16,40,ms-vote+pol,0.4096936248242855,cross,9.0,518.981495454694,300.188662422143,False,False,0.7288510874033998,0.68,0.65,0.4006944937607195,4790.0
K4-cross,4,400,16,40,HA10,0.0053139571100473,cross,9.0,300.283716551309,300.188662422143,False,False,0.0003166479653129,0.995,0.88,0.7117819327840549,4790.0
K4-cross,4,400,16,40,HA10-part,0.0022844518534839,cross,9.0,300.22179228954894,300.188662422143,False,False,0.0001103634865442,0.995,0.8825,0.7169013598410067,4790.0
K4-cross,4,400,16,40,HA-tm,3.155500565189868,cross,9.0,300.188662422143,300.188662422143,False,True,0.0,1.0,0.8775,0.7060757618122934,4790.0
K4-cross,4,400,16,40,emEM10,0.014345747185871,cross,9.0,300.82113460984954,300.188662422143,False,False,0.0021069156396622,0.97,0.875,0.6988336799644765,4790.0
K2-par-m16,2,200,16,189,vote,0.0915981219150126,par,3.0,159.3071010387734,158.91625431359824,True,False,0.0024594509030138,0.995,0.93,0.7382851101997383,339.0
K2-par-m16,2,200,16,189,vote+pol,0.0917285848408937,par,3.0,158.95521589590484,158.91625431359824,True,False,0.0002451705300687,0.995,0.94,0.7732608327997732,339.0
K2-par-m16,2,200,16,189,param+pol,0.096503386972472,par,3.0,158.9162543135984,158.91625431359824,True,True,8.881784197001252e-16,1.0,0.935,0.7556723456200275,339.0
K2-par-m16,2,200,16,189,bestB,0.0813570721074938,par,3.0,158.9162543135984,158.91625431359824,True,True,8.881784197001252e-16,1.0,0.935,0.7556723456200275,339.0
K2-par-m16,2,200,16,189,bestB+pol,0.0814889180473983,par,3.0,158.9162543135984,158.91625431359824,True,True,8.881784197001252e-16,1.0,0.935,0.7556723456200275,339.0
K2-par-m16,2,200,16,189,local-vote+pol,0.0472389950882643,par,3.0,158.99502738174704,158.91625431359824,True,False,0.0004956891822616,0.99,0.935,0.755672829338222,339.0
K2-par-m16,2,200,16,189,ms-vote+pol,0.0942513379268348,par,3.0,158.97752329949398,158.91625431359824,True,False,0.0003855426001599,0.995,0.93,0.7382851101997383,339.0
K2-par-m16,2,200,16,189,HA10,0.0016254121437668,par,3.0,158.9162543135984,158.91625431359824,True,True,8.881784197001252e-16,1.0,0.935,0.7556723456200275,339.0
K2-par-m16,2,200,16,189,HA10-part,0.0008734301663935,par,3.0,158.97752329949398,158.91625431359824,True,False,0.0003855426001599,0.995,0.93,0.7382851101997383,339.0
K2-par-m16,2,200,16,189,HA-tm,0.0917773579712957,par,3.0,158.9162543135984,158.91625431359824,True,True,8.881784197001252e-16,1.0,0.935,0.7556723456200275,339.0
K2-par-m16,2,200,16,189,emEM10,0.0128865749575197,par,3.0,220.19762987283897,158.91625431359824,True,False,0.3856205636354277,0.8,0.795,0.3453263550247304,339.0
K2-cross-m8,2,200,8,46,vote,0.02984657487832,cross,9.0,141.4624544748964,141.05708915745095,True,False,0.002873767776343,0.985,0.9,0.6381864779014209,130.0
K2-cross-m8,2,200,8,46,vote+pol,0.0299709909595549,cross,9.0,141.05708915745026,141.05708915745095,True,True,-4.884981308350689e-15,1.0,0.915,0.6873339989788049,130.0
K2-cross-m8,2,200,8,46,param+pol,0.0307340200524777,cross,9.0,141.05708915745026,141.05708915745095,True,True,-4.884981308350689e-15,1.0,0.915,0.6873339989788049,130.0
K2-cross-m8,2,200,8,46,bestB,0.0257154151331633,cross,9.0,141.43841468096912,141.05708915745095,True,False,0.0027033417873278,0.98,0.925,0.7211045416690446,130.0
K2-cross-m8,2,200,8,46,bestB+pol,0.0258340849541127,cross,9.0,141.05708915745026,141.05708915745095,True,True,-4.884981308350689e-15,1.0,0.915,0.6873339989788049,130.0
K2-cross-m8,2,200,8,46,local-vote+pol,0.0504623849410563,cross,9.0,141.05708915745026,141.05708915745095,True,True,-4.884981308350689e-15,1.0,0.915,0.6873339989788049,130.0
K2-cross-m8,2,200,8,46,ms-vote+pol,0.0887024430558085,cross,9.0,141.05708915745026,141.05708915745095,True,True,-4.884981308350689e-15,1.0,0.915,0.6873339989788049,130.0
K2-cross-m8,2,200,8,46,HA10,0.0014722871128469,cross,9.0,141.05708915745026,141.05708915745095,True,True,-4.884981308350689e-15,1.0,0.915,0.6873339989788049,130.0
K2-cross-m8,2,200,8,46,HA10-part,0.0007213919889181,cross,9.0,141.05708915745026,141.05708915745095,True,True,-4.884981308350689e-15,1.0,0.915,0.6873339989788049,130.0
K2-cross-m8,2,200,8,46,HA-tm,0.0301922350190579,cross,9.0,141.05708915745026,141.05708915745095,True,True,-4.884981308350689e-15,1.0,0.915,0.6873339989788049,130.0
K2-cross-m8,2,200,8,46,emEM10,0.0039697799365967,cross,9.0,142.41430957299622,141.05708915745095,True,False,0.0096217809657925,0.975,0.91,0.670753685703312,130.0
K2-cross-n100,2,100,8,87,vote,0.0279329230543226,cross,9.0,79.44434515183985,79.44434515183957,True,True,3.552713678800501e-15,1.0,0.89,0.6044118965160036,144.0
K2-cross-n100,2,100,8,87,vote+pol,0.028040878009051,cross,9.0,79.44434515183985,79.44434515183957,True,True,3.552713678800501e-15,1.0,0.89,0.6044118965160036,144.0
K2-cross-n100,2,100,8,87,param+pol,0.0300764858257025,cross,9.0,79.44434515183985,79.44434515183957,True,True,3.552713678800501e-15,1.0,0.89,0.6044118965160036,144.0
K2-cross-n100,2,100,8,87,bestB,0.0236030200030654,cross,9.0,79.44434515183985,79.44434515183957,True,True,3.552713678800501e-15,1.0,0.89,0.6044118965160036,144.0
K2-cross-n100,2,100,8,87,bestB+pol,0.023704752093181,cross,9.0,79.44434515183985,79.44434515183957,True,True,3.552713678800501e-15,1.0,0.89,0.6044118965160036,144.0
K2-cross-n100,2,100,8,87,local-vote+pol,0.0535242159385234,cross,9.0,79.44434515183985,79.44434515183957,True,True,3.552713678800501e-15,1.0,0.89,0.6044118965160036,144.0
K2-cross-n100,2,100,8,87,ms-vote+pol,0.094213399104774,cross,9.0,79.44434515183985,79.44434515183957,True,True,3.552713678800501e-15,1.0,0.89,0.6044118965160036,144.0
K2-cross-n100,2,100,8,87,HA10,0.001140819163993,cross,9.0,79.44434515183985,79.44434515183957,True,True,3.552713678800501e-15,1.0,0.89,0.6044118965160036,144.0
K2-cross-n100,2,100,8,87,HA10-part,0.0004165230784565,cross,9.0,79.44434515183985,79.44434515183957,True,True,3.552713678800501e-15,1.0,0.89,0.6044118965160036,144.0
K2-cross-n100,2,100,8,87,HA-tm,0.0282378830015659,cross,9.0,79.44434515183985,79.44434515183957,True,True,3.552713678800501e-15,1.0,0.89,0.6044118965160036,144.0
K2-cross-n100,2,100,8,87,emEM10,0.0022347010672092,cross,9.0,79.55651246871429,79.44434515183957,True,False,0.0014118980609676,0.99,0.9,0.6363408394869687,144.0
K2-cross-m8,2,200,8,92,vote,0.0301857588347047,cross,9.0,191.8473434215324,188.5793873593633,True,False,0.017329338629898,0.945,0.915,0.6873377887606266,129.0
K2-cross-m8,2,200,8,92,vote+pol,0.0303107667714357,cross,9.0,188.5856398664538,188.5793873593633,True,False,3.3155835205800344e-05,0.995,0.945,0.791056015054112,129.0
K2-cross-m8,2,200,8,92,param+pol,0.0293964040465652,cross,9.0,188.6030343832396,188.5793873593633,True,False,0.0001253955917843,0.99,0.94,0.7732667805329261,129.0
K2-cross-m8,2,200,8,92,bestB,0.0258319610729813,cross,9.0,189.1026919836721,188.5793873593633,True,False,0.0027749831603365,0.975,0.945,0.7910567241745129,129.0
K2-cross-m8,2,200,8,92,bestB+pol,0.0259556449018418,cross,9.0,188.6030343832396,188.5793873593633,True,False,0.0001253955917843,0.99,0.94,0.7732667805329261,129.0
K2-cross-m8,2,200,8,92,local-vote+pol,0.0499813279602676,cross,9.0,188.6030343832396,188.5793873593633,True,False,0.0001253955917843,0.99,0.94,0.7732667805329261,129.0
K2-cross-m8,2,200,8,92,ms-vote+pol,0.092430722201243,cross,9.0,188.5856398664538,188.5793873593633,True,False,3.3155835205800344e-05,0.995,0.945,0.791056015054112,129.0
K2-cross-m8,2,200,8,92,HA10,0.0013963491655886,cross,9.0,188.5793873593651,188.5793873593633,True,True,9.547918011776346e-15,1.0,0.94,0.7732667805329261,129.0
K2-cross-m8,2,200,8,92,HA10-part,0.0006346921436488,cross,9.0,188.5856398664538,188.5793873593633,True,False,3.3155835205800344e-05,0.995,0.945,0.791056015054112,129.0
K2-cross-m8,2,200,8,92,HA-tm,0.0303558809682726,cross,9.0,188.5793873593651,188.5793873593633,True,True,9.547918011776346e-15,1.0,0.94,0.7732667805329261,129.0
K2-cross-m8,2,200,8,92,emEM10,0.003897933056578,cross,9.0,188.8453124760822,188.5793873593633,True,False,0.0014101494359621,0.99,0.93,0.738290939168446,129.0
K2-cross-n500,2,500,8,17,vote,0.0335011798888444,cross,9.0,400.4285011107363,398.7656320414444,True,False,0.0041700410859857,0.974,0.902,0.6457071871725413,105.0
K2-cross-n500,2,500,8,17,vote+pol,0.0336765847168862,cross,9.0,398.7685142708276,398.7656320414444,True,False,7.227878110915853e-06,0.996,0.908,0.665185305645594,105.0
K2-cross-n500,2,500,8,17,param+pol,0.0349012261722236,cross,9.0,398.7685142708276,398.7656320414444,True,False,7.227878110915853e-06,0.996,0.908,0.665185305645594,105.0
K2-cross-n500,2,500,8,17,bestB,0.0289815040305256,cross,9.0,398.9218001390311,398.7656320414444,True,False,0.000391628779008,0.994,0.91,0.6717424660839344,105.0
K2-cross-n500,2,500,8,17,bestB+pol,0.0291535351425409,cross,9.0,398.76563204144486,398.7656320414444,True,True,1.1102230246251563e-15,1.0,0.908,0.665185305645594,105.0
K2-cross-n500,2,500,8,17,local-vote+pol,0.0537655199877917,cross,9.0,398.76563204144486,398.7656320414444,True,True,1.1102230246251563e-15,1.0,0.908,0.665185305645594,105.0
K2-cross-n500,2,500,8,17,ms-vote+pol,0.1064420607872307,cross,9.0,398.7685142708276,398.7656320414444,True,False,7.227878110915853e-06,0.996,0.908,0.665185305645594,105.0
K2-cross-n500,2,500,8,17,HA10,0.0019070790149271,cross,9.0,398.76563204144486,398.7656320414444,True,True,1.1102230246251563e-15,1.0,0.908,0.665185305645594,105.0
K2-cross-n500,2,500,8,17,HA10-part,0.0012438399717211,cross,9.0,398.76563204144486,398.7656320414444,True,True,1.1102230246251563e-15,1.0,0.908,0.665185305645594,105.0
K2-cross-n500,2,500,8,17,HA-tm,0.0337872800882905,cross,9.0,398.76563204144486,398.7656320414444,True,True,1.1102230246251563e-15,1.0,0.908,0.665185305645594,105.0
K2-cross-n500,2,500,8,17,emEM10,0.0089117679744958,cross,9.0,400.4537261886389,398.7656320414444,True,False,0.0042332989895657,0.968,0.9,0.639278520028153,105.0
K2-par-m16,2,200,16,68,vote,0.0829422550741583,par,3.0,136.97740526096078,136.95724639935094,True,False,0.0001471909091328,0.995,0.925,0.7211031331295994,336.0
K2-par-m16,2,200,16,68,vote+pol,0.0830658411141485,par,3.0,136.97740526096078,136.95724639935094,True,False,0.0001471909091328,0.995,0.925,0.7211031331295994,336.0
K2-par-m16,2,200,16,68,param+pol,0.0790654011070728,par,3.0,136.95724639935108,136.95724639935094,True,True,1.1102230246251563e-15,1.0,0.92,0.7041175396629191,336.0
K2-par-m16,2,200,16,68,bestB,0.06756601203233,par,3.0,136.98386728357,136.95724639935094,True,False,0.0001943736817067,0.98,0.92,0.7041205282999238,336.0
K2-par-m16,2,200,16,68,bestB+pol,0.0676844690460711,par,3.0,136.98386728357,136.95724639935094,True,False,0.0001943736817067,0.98,0.92,0.7041205282999238,336.0
K2-par-m16,2,200,16,68,local-vote+pol,0.0458574779331684,par,3.0,136.95724639935108,136.95724639935094,True,True,1.1102230246251563e-15,1.0,0.92,0.7041175396629191,336.0
K2-par-m16,2,200,16,68,ms-vote+pol,0.0797018869780004,par,3.0,136.95724639935108,136.95724639935094,True,True,1.1102230246251563e-15,1.0,0.92,0.7041175396629191,336.0
K2-par-m16,2,200,16,68,HA10,0.0014786790125072,par,3.0,136.95724639935108,136.95724639935094,True,True,1.1102230246251563e-15,1.0,0.92,0.7041175396629191,336.0
K2-par-m16,2,200,16,68,HA10-part,0.0008363102097064,par,3.0,136.95724639935108,136.95724639935094,True,True,1.1102230246251563e-15,1.0,0.92,0.7041175396629191,336.0
K2-par-m16,2,200,16,68,HA-tm,0.0832581780850887,par,3.0,136.95724639935108,136.95724639935094,True,True,1.1102230246251563e-15,1.0,0.92,0.7041175396629191,336.0
K2-par-m16,2,200,16,68,emEM10,0.0059138350188732,par,3.0,140.59039519574543,136.95724639935094,True,False,0.026527612754426,0.96,0.93,0.7382961493329454,336.0
K2-par-m16,2,200,16,11,vote,0.0827538180164992,par,3.0,190.09647301280583,189.59015985937032,True,False,0.0026705666254571,0.99,0.91,0.6707521858340997,319.0
K2-par-m16,2,200,16,11,vote+pol,0.0828886830713599,par,3.0,189.59015985937083,189.59015985937032,True,True,2.664535259100376e-15,1.0,0.92,0.7041171481469989,319.0
K2-par-m16,2,200,16,11,param+pol,0.0893348758108913,par,3.0,189.59015985937083,189.59015985937032,True,True,2.664535259100376e-15,1.0,0.92,0.7041171481469989,319.0
K2-par-m16,2,200,16,11,bestB,0.0795171081554144,par,3.0,189.59015985937083,189.59015985937032,True,True,2.664535259100376e-15,1.0,0.92,0.7041171481469989,319.0
K2-par-m16,2,200,16,11,bestB+pol,0.0796449589543044,par,3.0,189.59015985937083,189.59015985937032,True,True,2.664535259100376e-15,1.0,0.92,0.7041171481469989,319.0
K2-par-m16,2,200,16,11,local-vote+pol,0.0474151459056884,par,3.0,189.59015985937083,189.59015985937032,True,True,2.664535259100376e-15,1.0,0.92,0.7041171481469989,319.0
K2-par-m16,2,200,16,11,ms-vote+pol,0.0879069650545716,par,3.0,189.59015985937083,189.59015985937032,True,True,2.664535259100376e-15,1.0,0.92,0.7041171481469989,319.0
K2-par-m16,2,200,16,11,HA10,0.0034748590551316,par,3.0,189.59015985937083,189.59015985937032,True,True,2.664535259100376e-15,1.0,0.92,0.7041171481469989,319.0
K2-par-m16,2,200,16,11,HA10-part,0.0007748310454189,par,3.0,189.59015985937083,189.59015985937032,True,True,2.664535259100376e-15,1.0,0.92,0.7041171481469989,319.0
K2-par-m16,2,200,16,11,HA-tm,0.0831084968522191,par,3.0,189.59015985937083,189.59015985937032,True,True,2.664535259100376e-15,1.0,0.92,0.7041171481469989,319.0
K2-par-m16,2,200,16,11,emEM10,0.0116719980724155,par,3.0,254.9687052083847,189.59015985937032,True,False,0.3448414485092967,0.81,0.8,0.3571623141736745,319.0
K2-par-p2,2,200,14,74,vote,0.1087112610694021,par,3.0,173.5465903007833,165.1428496769874,False,False,0.0508877050398079,0.95,0.925,0.7211031331295994,331.0
K2-par-p2,2,200,14,74,vote+pol,0.1088777179829776,par,3.0,165.27270957078332,165.1428496769874,False,False,0.0007863488734143,0.99,0.915,0.6873330515189944,331.0
K2-par-p2,2,200,14,74,param+pol,0.1108967969194054,par,3.0,165.1428496769874,165.1428496769874,False,True,0.0,1.0,0.905,0.654367495359907,331.0
K2-par-p2,2,200,14,74,bestB,0.1042186180129647,par,3.0,165.45940295800392,165.1428496769874,False,False,0.0019168452139204,0.99,0.905,0.6543678444788884,331.0
K2-par-p2,2,200,14,74,bestB+pol,0.1043765670619905,par,3.0,165.1428496769874,165.1428496769874,False,True,0.0,1.0,0.905,0.654367495359907,331.0
K2-par-p2,2,200,14,74,local-vote+pol,0.0546575661282986,par,3.0,165.1428496769874,165.1428496769874,False,True,0.0,1.0,0.905,0.654367495359907,331.0
K2-par-p2,2,200,14,74,ms-vote+pol,0.096567926928401,par,3.0,165.27270957078332,165.1428496769874,False,False,0.0007863488734143,0.99,0.915,0.6873330515189944,331.0
K2-par-p2,2,200,14,74,HA10,0.0021850350312888,par,3.0,165.1428496769874,165.1428496769874,False,True,0.0,1.0,0.905,0.654367495359907,331.0
K2-par-p2,2,200,14,74,HA10-part,0.0013884420040994,par,3.0,165.1428496769874,165.1428496769874,False,True,0.0,1.0,0.905,0.654367495359907,331.0
K2-par-p2,2,200,14,74,HA-tm,0.1089070618618279,par,3.0,165.1428496769874,165.1428496769874,False,True,0.0,1.0,0.905,0.654367495359907,331.0
K2-par-p2,2,200,14,74,emEM10,0.0139313489198684,par,3.0,529.517136438282,165.1428496769874,False,False,2.206418791210129,0.515,0.54,0.002965743058187,331.0
K2-cross-m16,2,200,16,49,vote,0.0781237641349434,cross,9.0,156.8706631496613,156.84935484715635,True,False,0.000135852025185,0.99,0.895,0.6222110018530242,337.0
K2-cross-m16,2,200,16,49,vote+pol,0.0782469422556459,cross,9.0,156.84935484715663,156.84935484715635,True,True,1.7763568394002505e-15,1.0,0.905,0.6543706374053493,337.0
K2-cross-m16,2,200,16,49,param+pol,0.0732426701579243,cross,9.0,156.84935484715663,156.84935484715635,True,True,1.7763568394002505e-15,1.0,0.905,0.6543706374053493,337.0
K2-cross-m16,2,200,16,49,bestB,0.0615788060240447,cross,9.0,156.84935484715663,156.84935484715635,True,True,1.7763568394002505e-15,1.0,0.905,0.6543706374053493,337.0
K2-cross-m16,2,200,16,49,bestB+pol,0.0617008770350366,cross,9.0,156.84935484715663,156.84935484715635,True,True,1.7763568394002505e-15,1.0,0.905,0.6543706374053493,337.0
K2-cross-m16,2,200,16,49,local-vote+pol,0.0423255870118737,cross,9.0,156.84935484715663,156.84935484715635,True,True,1.7763568394002505e-15,1.0,0.905,0.6543706374053493,337.0
