seed,method,agree_own_clean,agree_zhat_clean,ref_agree_zhat
31,adapt,1.0,0.8814814814814815,0.8666666666666667
31,TA-rw(0.25),1.0,0.8814814814814815,0.8666666666666667
31,TA50(a=0.05),0.5037037037037037,0.562962962962963,0.9266666666666666
31,TA50(a=0.10),0.8666666666666667,0.9629629629629629,0.8733333333333333
31,TA50(a=0.25),0.9629629629629629,0.9185185185185185,0.8666666666666667
31,bestB-trim(a=0.10),0.8962962962962963,0.9925925925925926,0.8733333333333333
32,HA50,0.6,0.6,1.0
32,emEM10,0.9629629629629629,0.7407407407407407,0.7933333333333333
32,vote,0.8666666666666667,0.8148148148148148,0.9133333333333333
32,median,0.7851851851851852,0.7777777777777778,0.94
32,adapt,1.0,0.8518518518518519,0.8666666666666667
32,TA-rw(0.25),1.0,0.8518518518518519,0.8666666666666667
32,TA50(a=0.05),0.5185185185185185,0.6,0.9266666666666666
32,TA50(a=0.10),0.8814814814814815,0.9777777777777777,0.8733333333333333
32,TA50(a=0.25),0.9851851851851852,0.8518518518518519,0.8666666666666667
32,bestB-trim(a=0.10),0.8814814814814815,0.9777777777777777,0.8733333333333333
33,HA50,0.6370370370370371,0.6370370370370371,1.0
33,emEM10,0.9481481481481482,0.762962962962963,0.7933333333333333
33,vote,0.9481481481481482,0.8740740740740741,0.9133333333333333
33,median,0.8814814814814815,0.8740740740740741,0.94
33,adapt,1.0,0.8518518518518519,0.8666666666666667
33,TA-rw(0.25),1.0,0.8518518518518519,0.8666666666666667
33,TA50(a=0.05),0.5555555555555556,0.6370370370370371,0.9266666666666666
33,TA50(a=0.10),0.8592592592592593,1.0,0.8733333333333333
33,TA50(a=0.25),0.9925925925925926,0.8592592592592593,0.8666666666666667
33,bestB-trim(a=0.10),0.8592592592592593,1.0,0.8733333333333333
34,HA50,0.5333333333333333,0.5333333333333333,1.0
34,emEM10,0.9481481481481482,0.7333333333333333,0.7933333333333333
34,vote,0.9555555555555556,0.9629629629629629,0.9133333333333333
34,median,0.9629629629629629,0.9851851851851852,0.94
34,adapt,1.0,0.8814814814814815,0.8666666666666667
34,TA-rw(0.25),1.0,0.8814814814814815,0.8666666666666667
34,TA50(a=0.05),0.5333333333333333,0.6,0.9266666666666666
34,TA50(a=0.10),0.8888888888888888,1.0,0.8733333333333333
34,TA50(a=0.25),0.9925925925925926,0.8814814814814815,0.8666666666666667
34,bestB-trim(a=0.10),0.9037037037037037,0.9555555555555556,0.8733333333333333
35,HA50,0.6296296296296297,0.6296296296296297,1.0
35,emEM10,0.9481481481481482,0.7481481481481481,0.7933333333333333
35,vote,0.9037037037037037,0.8592592592592593,0.9133333333333333
35,median,0.8888888888888888,0.9037037037037037,0.94
35,adapt,1.0,0.8592592592592593,0.8666666666666667
35,TA-rw(0.25),1.0,0.8592592592592593,0.8666666666666667
35,TA50(a=0.05),0.5555555555555556,0.6296296296296297,0.9266666666666666
35,TA50(a=0.10),0.8666666666666667,1.0,0.8733333333333333
35,TA50(a=0.25),0.9555555555555556,0.8888888888888888,0.8666666666666667
35,bestB-trim(a=0.10),0.8666666666666667,1.0,0.8733333333333333
36,HA50,0.5851851851851851,0.5851851851851851,1.0
36,emEM10,0.9481481481481482,0.7333333333333333,0.7933333333333333
36,vote,0.837037037037037,0.8814814814814815,0.9133333333333333
36,median,0.6888888888888889,0.7481481481481481,0.94
36,adapt,0.9925925925925926,0.8666666666666667,0.8666666666666667
36,TA-rw(0.25),0.9925925925925926,0.8666666666666667,0.8666666666666667
36,TA50(a=0.05),0.5333333333333333,0.5407407407407407,0.9266666666666666
36,TA50(a=0.10),0.8888888888888888,0.9777777777777777,0.8733333333333333
36,TA50(a=0.25),0.9555555555555556,0.9037037037037037,0.8666666666666667
36,bestB-trim(a=0.10),0.8888888888888888,0.9777777777777777,0.8733333333333333
37,HA50,0.6,0.6,1.0
37,emEM10,0.9407407407407408,0.7333333333333333,0.7933333333333333
37,vote,0.9259259259259259,0.9185185185185185,0.9133333333333333
37,median,0.8592592592592593,0.8,0.94
37,adapt,1.0,0.8592592592592593,0.8666666666666667
37,TA-rw(0.25),1.0,0.8592592592592593,0.8666666666666667
37,TA50(a=0.05),0.5259259259259259,0.6,0.9266666666666666
37,TA50(a=0.10),0.8666666666666667,1.0,0.8733333333333333
37,TA50(a=0.25),0.9925925925925926,0.8592592592592593,0.8666666666666667
37,bestB-trim(a=0.10),0.8592592592592593,0.9481481481481482,0.8733333333333333
38,HA50,0.6074074074074074,0.6074074074074074,1.0
38,emEM10,0.9481481481481482,0.7407407407407407,0.7933333333333333
38,vote,0.762962962962963,0.8,0.9133333333333333
38,median,0.7925925925925926,0.837037037037037,0.94
38,adapt,1.0,0.8888888888888888,0.8666666666666667
38,TA-rw(0.25),1.0,0.8888888888888888,0.8666666666666667
38,TA50(a=0.05),0.5851851851851851,0.6444444444444445,0.9266666666666666
38,TA50(a=0.10),0.8518518518518519,0.9407407407407408,0.8733333333333333
38,TA50(a=0.25),0.9925925925925926,0.8814814814814815,0.8666666666666667
38,bestB-trim(a=0.10),0.8962962962962963,1.0,0.8733333333333333
39,HA50,0.5703703703703704,0.5703703703703704,1.0
39,emEM10,0.9481481481481482,0.725925925925926,0.7933333333333333
39,vote,0.9185185185185185,0.8740740740740741,0.9133333333333333
39,median,0.8296296296296296,0.8888888888888888,0.94
39,adapt,1.0,0.8592592592592593,0.8666666666666667
39,TA-rw(0.25),1.0,0.8592592592592593,0.8666666666666667
39,TA50(a=0.05),0.5703703703703704,0.6296296296296297,0.9266666666666666
39,TA50(a=0.10),0.8814814814814815,0.9851851851851852,0.8733333333333333
39,TA50(a=0.25),0.9555555555555556,0.9037037037037037,0.8666666666666667
39,bestB-trim(a=0.10),0.8814814814814815,0.9851851851851852,0.8733333333333333
40,HA50,0.5481481481481482,0.5481481481481482,1.0
40,emEM10,0.9481481481481482,0.7481481481481481,0.7933333333333333
40,vote,0.9629629629629629,0.9481481481481482,0.9133333333333333
40,median,0.9703703703703703,0.9703703703703703,0.94
40,adapt,0.9925925925925926,0.8518518518518519,0.8666666666666667
40,TA-rw(0.25),0.9925925925925926,0.8518518518518519,0.8666666666666667
40,TA50(a=0.05),0.5481481481481482,0.6222222222222222,0.9266666666666666
40,TA50(a=0.10),0.8962962962962963,0.9703703703703703,0.8733333333333333
