geom,m,solver,rep,n,B,F_hat,t_rep,draws_per_rep,p_zhat,p_basin,frac_Q_below_half,n_Q_below_half,min_Q,mean_Q,q10,vote_agree_zhat,vote_equals_zhat,vote_gap,votepol_equals_zhat,votepol_gap,plural_ne_zstar,zhat_ne_zstar,acc0_zhat,acc0_vote,acc0_bayes,auc_vote_share,auc_plugin,n_zhat_wrong,corr_Q_margin,n_margin_0.05,n_margin_0.1,n_margin_0.2,batch_var_ratio,batch_var_ratio_n
par,8,exact,23,200,2000,150.31754335135673,0.0003037048370816,1.216,0.01,0.74,0.0,0,0.519,0.7842725,0.6505500000000001,1.0,True,4.440892098500626e-16,True,4.440892098500626e-16,0.01,0.01,0.945,0.945,0.945,0.8684463684463685,0.9033189033189032,11,0.7236275572734074,194,189,163,0.7634104500184603,190
par,8,exact,24,200,2000,130.80898095478048,0.0003028035362317,1.2295,0.0115,0.3533333333333333,0.03,6,0.428,0.7981825,0.6673,0.97,False,0.0081792813447616,False,0.0014552352904406,0.025,0.005,0.935,0.925,0.94,0.807075277663513,0.895516248457425,13,0.6604891160033659,192,191,171,0.8290082426185817,197
par,8,exact,25,200,2000,145.8648920471532,0.0002981229145429,1.2135,0.003,0.79,0.005,1,0.496,0.7952375,0.61675,0.995,False,0.0016570999635971,True,5.551115123125783e-15,0.005,0.01,0.925,0.93,0.935,0.8985585585585586,0.8926126126126126,15,0.781868872252949,191,184,162,1.0287011969151296,184
par,8,exact,26,200,2000,161.83290008299872,0.0003086006751624,1.227,0.0035,0.7666666666666667,0.0,0,0.506,0.8095775000000001,0.6549,1.0,True,-1.7763568394002505e-15,True,-1.7763568394002505e-15,0.02,0.02,0.915,0.915,0.925,0.836226293796207,0.9132111861137898,17,0.728172168477212,195,187,166,0.9911686460645588,183
par,8,exact,27,200,2000,153.31950054681317,0.0003099855597204,1.2145,0.005,0.7466666666666667,0.005,1,0.4955,0.803055,0.6819000000000001,0.995,False,0.0043839275876558,True,-1.1102230246251563e-15,0.015,0.01,0.95,0.945,0.95,0.833421052631579,0.87,10,0.6568743213514442,192,188,175,1.0784361014386814,187
par,8,exact,28,200,2000,140.43918632953856,0.0003107817561219,1.213,0.016,0.41,0.0,0,0.5005,0.8005150000000001,0.651,1.0,True,-6.439293542825908e-15,True,-6.439293542825908e-15,0.01,0.01,0.905,0.905,0.905,0.7509450421634196,0.8810700785111951,19,0.694756341097124,196,186,165,1.0324942463887432,196
par,8,exact,29,200,2000,167.2856467599184,0.0003057760014993,1.2435,0.0035,0.34,0.015,3,0.477,0.7735825,0.6208,0.985,False,0.0030039796268026,True,0.0,0.01,0.005,0.935,0.94,0.94,0.8582887700534759,0.9103249691484986,13,0.7420548339749808,195,187,162,0.9452227837815664,194
par,8,exact,30,200,2000,176.29551177905992,0.0003054534317843,1.228,0.0035,0.1133333333333333,0.0,0,0.502,0.777065,0.61875,1.0,True,-1.1102230246251563e-16,True,-1.1102230246251563e-16,0.025,0.025,0.965,0.965,0.97,0.8689859363434493,0.9059955588452998,7,0.5995623268267876,194,185,158,0.9432643988187284,193
par,8,exact,31,200,2000,176.33651966669072,0.000306353087956,1.262,0.012,0.2166666666666666,0.005,1,0.496,0.7766124999999999,0.67015,0.995,False,0.0010616520771007,False,0.0010616520771007,0.005,0.01,0.91,0.915,0.92,0.9174297924297924,0.9423076923076924,18,0.5867441157954123,197,193,168,1.0484985606208306,196
par,8,exact,32,200,2000,154.47475560560247,0.0002998316971514,1.2185,0.0075,0.6366666666666667,0.0,0,0.5205,0.7663724999999999,0.6552,1.0,True,-5.8841820305133305e-15,True,-5.8841820305133305e-15,0.005,0.005,0.945,0.945,0.95,0.8071188071188071,0.8335738335738335,11,0.65578888421652,194,183,161,1.0318529203448694,196
par,8,exact,33,200,2000,146.72444431790436,0.0002997943623184,1.214,0.0115,0.7766666666666666,0.0,0,0.5005,0.8111475,0.6547999999999999,1.0,True,-1.3322676295501878e-15,True,-1.3322676295501878e-15,0.015,0.015,0.955,0.955,0.95,0.7318208260616638,0.8452588714368819,9,0.680166766960225,197,188,168,0.9405819159094262,193
par,8,exact,34,200,2000,153.15222449129385,0.0003035981479261,1.2325,0.006,0.3333333333333333,0.025,5,0.436,0.7751975,0.60295,0.975,False,0.0021105444514395,False,0.000797641396687,0.01,0.025,0.915,0.93,0.93,0.923657987785278,0.9135326261652202,17,0.6856705205061765,190,183,156,0.9409745976427653,186
par,8,exact,35,200,2000,159.49145633026623,0.0003010525547226,1.221,0.0065,0.82,0.015,3,0.4765,0.8048325,0.638,0.985,False,0.0088331215694006,True,2.4424906541753444e-15,0.005,0.01,0.93,0.935,0.93,0.8953533026113671,0.9247311827956988,14,0.6898055852540708,190,185,166,1.0747843431450064,184
par,8,exact,36,200,2000,171.7776832079755,0.0003042137131433,1.2455,0.0,0.0533333333333333,0.005,1,0.4965,0.7613125,0.5670000000000001,0.995,False,0.0001789298070258,False,0.0001789298070258,0.015,0.01,0.915,0.91,0.925,0.8153326904532304,0.8993892639022822,17,0.7370856440025024,186,175,147,1.1628535806801716,193
par,8,exact,37,200,2000,164.34606035637614,0.0003024974582705,1.228,0.0025,0.2633333333333333,0.015,3,0.465,0.789325,0.6645,0.985,False,0.0033972972313598,False,0.0015244008192845,0.03,0.035,0.935,0.95,0.96,0.9337721102426983,0.932538050185109,13,0.7137420337394406,189,184,167,1.0180896569127078,193
par,8,exact,38,200,2000,172.76673476121192,0.000305613076462,1.2305,0.0145,0.32,0.01,2,0.4695,0.7841575000000001,0.6232500000000001,0.99,False,0.0023754923469978,False,0.0001397844433548,0.0,0.01,0.92,0.92,0.92,0.8982676630434783,0.8960597826086957,16,0.780644017557232,191,189,158,0.9203741589299482,193
par,8,exact,39,200,2000,167.42037661393772,0.0003098354602697,1.2495,0.0015,0.3933333333333333,0.0,0,0.513,0.76461,0.62185,1.0,True,-7.438494264988549e-15,True,-7.438494264988549e-15,0.005,0.005,0.94,0.94,0.945,0.9618794326241136,0.953900709219858,12,0.6951514925783893,193,186,151,0.9645164997499156,195
par,8,exact,40,200,2000,175.09507844950576,0.000312624130435,1.232,0.0075,0.7066666666666667,0.0,0,0.525,0.7747375,0.62275,1.0,True,-1.7763568394002505e-15,True,-1.7763568394002505e-15,0.0,0.0,0.93,0.93,0.93,0.8659754224270353,0.913978494623656,14,0.6737018703646876,193,185,155,1.0612649897005708,194
par,8,exact,41,200,2000,170.2811188416107,0.0003065524622689,1.2415,0.006,0.5733333333333334,0.005,1,0.495,0.7738299999999999,0.6239000000000001,0.995,False,0.00249961384265,True,-8.992806499463768e-15,0.015,0.025,0.91,0.915,0.925,0.9093406593406592,0.905982905982906,18,0.7872459164339285,191,183,157,0.9192518854880638,194
par,8,exact,42,200,2000,164.1457622677184,0.000304034268366,1.2355,0.005,0.3366666666666666,0.01,2,0.4725,0.7833275,0.6049500000000001,0.99,False,0.0009763763035222,False,0.0009763763035222,0.01,0.02,0.92,0.93,0.93,0.9174592391304348,0.9354619565217392,16,0.6907805112960602,189,181,156,0.935068240850902,187
par,8,exact,43,200,2000,190.9926482760482,0.0003077612438782,1.2575,0.0105,0.0766666666666666,0.015,3,0.473,0.7615949999999999,0.5910500000000001,0.985,False,0.0016887278219552,False,0.0016887278219552,0.0,0.015,0.92,0.925,0.925,0.8488451086956522,0.8855298913043478,16,0.6381291402291224,192,178,152,1.077714972976941,199
par,8,exact,44,200,2000,133.74076875417722,0.0003046265027483,1.2095,0.007,0.3466666666666667,0.005,1,0.478,0.7930924999999999,0.64895,0.995,False,0.0012191815992426,True,2.220446049250313e-15,0.005,0.0,0.93,0.935,0.93,0.8769201228878648,0.9059139784946236,14,0.7155138747024087,192,186,168,0.983147676595326,191
par,8,exact,45,200,2000,176.06770905695356,0.000302630673663,1.231,0.0115,0.74,0.005,1,0.487,0.7735550000000001,0.60295,0.995,False,0.001282113258745,True,1.9984014443252818e-15,0.005,0.0,0.905,0.9,0.905,0.883396336144228,0.9104390811282348,19,0.7546601351725432,190,180,148,1.0111467722735508,189
par,8,exact,46,200,2000,165.257996226697,0.000316231169915,1.249,0.002,0.53,0.005,1,0.4965,0.7624675,0.5802,0.995,False,0.0012087501600346,True,-4.773959005888173e-15,0.03,0.035,0.91,0.905,0.915,0.8614163614163615,0.8363858363858364,18,0.6832550740204222,187,176,154,0.9601129011078682,193
par,8,exact,47,200,2000,176.58233660680156,0.0003151245157422,1.227,0.003,0.04,0.0,0,0.5025,0.7688475000000001,0.58975,1.0,True,-1.5543122344752194e-15,True,-1.5543122344752194e-15,0.06,0.06,0.915,0.915,0.935,0.8902282224365156,0.926711668273867,17,0.6973188954665442,190,176,142,0.8828841606452323,188
par,8,exact,48,200,2000,162.7005815240604,0.0003086425157421,1.2335,0.0015,0.3766666666666666,0.005,1,0.493,0.7905525,0.5964,0.995,False,0.0002594617845042,False,0.0002594617845042,0.01,0.005,0.955,0.95,0.95,0.8504944735311227,0.8464223385689355,9,0.7638536809054285,192,178,155,1.0548919066442626,189
par,8,exact,49,200,2000,139.38300638205737,0.0003057017536235,1.2115,0.001,0.2266666666666666,0.01,2,0.473,0.8021700000000002,0.64055,0.99,False,0.0044577119597695,True,4.884981308350689e-15,0.015,0.015,0.93,0.93,0.93,0.918778801843318,0.9447004608294932,14,0.7250430654188131,194,184,162,1.13078523405225,188
par,12,exact,0,200,2000,183.85927109857013,0.0004091137091453,1.026,0.0015,0.2133333333333333,0.01,2,0.4885,0.8201925,0.6559,0.99,False,0.0003618605374255,False,0.0003618605374255,0.01,0.01,0.93,0.93,0.93,0.9185867895545314,0.9500768049155146,14,0.7024871287770241,192,187,169,1.0224352579451927,188
par,12,exact,1,200,2000,151.69077186786473,0.0004010274242877,1.0185,0.01,0.8766666666666667,0.0,0,0.519,0.8688400000000001,0.7119,1.0,True,4.440892098500626e-16,True,4.440892098500626e-16,0.0,0.0,0.895,0.895,0.895,0.8594040968342644,0.8693801542963554,21,0.7229718548728222,197,193,181,0.9571718194875418,170
par,12,exact,2,200,2000,169.6365926440136,0.0004018945142431,1.019,0.0055,0.8266666666666667,0.015,3,0.472,0.8421575,0.66405,0.985,False,0.0039035140786249,True,7.327471962526033e-15,0.015,0.02,0.945,0.95,0.945,0.9624819624819624,0.9292929292929292,11,0.7144769303954689,194,190,173,0.9647275172236248,184
par,12,exact,3,200,2000,191.7790015092088,0.0004190361294355,1.0405,0.0035,0.4,0.0,0,0.5125,0.7836750000000001,0.6053000000000001,1.0,True,-3.3306690738754696e-16,True,-3.3306690738754696e-16,0.035,0.035,0.94,0.94,0.945,0.938386524822695,0.948581560283688,12,0.7058031842338152,192,183,161,0.9847611547007952,194
par,12,exact,4,200,2000,165.68715501404577,0.0003994794402798,1.0195,0.009,0.52,0.0,0,0.5,0.8706949999999999,0.7170500000000001,0.995,False,0.0002397381264318,False,0.0002397381264318,0.0,0.0,0.92,0.915,0.92,0.8756793478260869,0.8845108695652174,16,0.6946636623013853,198,193,181,1.0676868149151246,165
par,12,exact,5,200,2000,166.15534709664018,0.0004253705757123,1.028,0.0105,0.4,0.005,1,0.4865,0.8458525,0.68945,0.995,False,0.0009041690823723,False,0.0001313468200059,0.025,0.03,0.94,0.935,0.95,0.9035904255319148,0.9055851063829788,12,0.7308436703386039,196,191,179,1.0045887292511655,185
par,12,exact,6,200,2000,177.9698534961749,0.0003998969905046,1.019,0.0035,0.4866666666666667,0.005,1,0.498,0.8276174999999999,0.6548,0.995,False,0.0010321722351307,True,8.881784197001252e-15,0.015,0.02,0.94,0.935,0.94,0.8031914893617021,0.8909574468085106,12,0.7312196731585505,194,188,175,1.0498165686996976,193
par,12,exact,7,200,2000,141.76301545038564,0.0003989871479264,1.0215,0.0225,0.7566666666666667,0.0,0,0.511,0.8310000000000001,0.68845,1.0,True,7.549516567451064e-15,True,7.549516567451064e-15,0.015,0.015,0.955,0.955,0.96,0.9162303664921466,0.9168121000581734,9,0.7120517388591973,198,192,177,1.2375188583058927,173
par,12,exact,8,200,2000,165.7363365175304,0.000401919650175,1.0125,0.005,0.5866666666666667,0.005,1,0.473,0.87389,0.7224,0.995,False,0.0012078949077247,True,2.664535259100376e-15,0.03,0.035,0.95,0.945,0.935,0.8939473684210526,0.8984210526315789,10,0.6976223528600882,194,189,185,1.0594067554145816,155
par,12,exact,9,200,2000,164.4281045222076,0.0004055790034979,1.0155,0.0095,0.49,0.0,0,0.5005,0.8509674999999999,0.69795,1.0,True,5.551115123125783e-15,True,5.551115123125783e-15,0.015,0.015,0.9,0.9,0.905,0.8573611111111111,0.9094444444444444,20,0.7701609493874378,198,189,179,0.9299553772165096,185
par,12,exact,10,200,2000,189.47549954139728,0.0004109184212892,1.0365,0.002,0.3066666666666666,0.01,2,0.476,0.7851725,0.6714500000000001,0.99,False,0.0008289905411082,False,9.382577717453876e-05,0.02,0.01,0.935,0.935,0.925,0.797819827231592,0.8416289592760181,13,0.6417809820810141,195,190,165,0.988937842595596,197
par,12,exact,11,200,2000,205.61350092888324,0.0004029243728132,1.0155,0.003,0.43,0.005,1,0.4805,0.8247500000000001,0.61095,0.995,False,0.0020281040714149,True,4.6629367034256575e-15,0.015,0.01,0.915,0.92,0.905,0.8852459016393442,0.9215686274509804,17,0.7570186653222442,194,182,166,1.049898020553956,191
par,12,exact,12,200,2000,151.00059924385562,0.0004175822443775,1.0225,0.003,0.0466666666666666,0.01,2,0.485,0.8674875,0.7010500000000001,0.99,False,0.0012403521506061,False,0.0012403521506061,0.01,0.02,0.95,0.94,0.94,0.8789473684210526,0.9052631578947368,10,0.6784943584561438,194,192,180,1.0955892291439195,171
par,12,exact,13,200,2000,148.97524955721082,0.0004063707896055,1.0185,0.007,0.39,0.005,1,0.4965,0.8641800000000001,0.65685,0.995,False,0.0016536597612595,True,-3.3306690738754696e-16,0.025,0.03,0.93,0.925,0.92,0.8024193548387096,0.8083717357910907,14,0.7371215103456814,193,185,176,1.0198419961391954,165
par,12,exact,14,200,2000,180.6468673039119,0.0004173818275859,1.023,0.002,0.4166666666666667,0.01,2,0.4885,0.8113075,0.5991500000000001,0.99,False,0.0024274180913155,True,5.9952043329758445e-15,0.045,0.045,0.895,0.895,0.94,0.8574088853418462,0.8895982974195265,21,0.7500066490773208,188,179,165,1.0533487135747504,182
par,12,exact,15,200,2000,174.81055856875295,0.0004140934607698,1.018,0.0085,0.3966666666666666,0.025,5,0.432,0.8321650000000002,0.6281,0.975,False,0.0031579640377319,False,0.0031579640377319,0.01,0.035,0.915,0.94,0.95,0.9524268723882996,0.9360334297653488,17,0.729391768901695,186,183,168,1.133841322595604,177
par,12,exact,16,200,2000,147.53273706778324,0.0004112590269864,1.0185,0.0205,0.4033333333333333,0.005,1,0.481,0.8511775,0.7008,0.995,False,0.000288575415051,False,0.000288575415051,0.01,0.015,0.95,0.955,0.955,0.9005263157894737,0.9105263157894736,10,0.7014967533361339,199,194,180,0.7926997083691998,182
par,12,exact,17,200,2000,148.15798259372346,0.0004214454387804,1.019,0.013,0.4133333333333333,0.01,2,0.455,0.8558699999999999,0.6628,0.99,False,0.0009852554464324,False,0.0002528744448697,0.02,0.02,0.925,0.915,0.93,0.7437837837837837,0.8533333333333334,15,0.738176857546587,193,189,173,1.018927405185612,172
par,12,exact,18,200,2000,153.0385782515531,0.0004160793768115,1.0225,0.006,0.3866666666666666,0.015,3,0.471,0.8660675000000001,0.6742,0.985,False,0.0053347709944944,False,0.0009892893001897,0.015,0.03,0.895,0.9,0.905,0.8828145783453046,0.9010375099760576,21,0.6792967716051169,196,190,177,0.9879915259973614,165
par,12,exact,19,200,2000,175.2945958098253,0.0004281696246875,1.0175,0.003,0.3733333333333333,0.005,1,0.481,0.8349674999999999,0.63295,0.995,False,3.1454608992564914e-05,False,3.1454608992564914e-05,0.005,0.01,0.905,0.9,0.905,0.9079674323931376,0.9345740040709508,19,0.7628081411499114,193,182,174,0.949435304168414,188
par,12,exact,20,200,2000,170.86557057389228,0.000405191858571,1.0205,0.0115,0.7766666666666666,0.0,0,0.5205,0.82828,0.64835,1.0,True,2.220446049250313e-16,True,2.220446049250313e-16,0.0,0.0,0.955,0.955,0.955,0.9162303664921466,0.9284467713787086,9,0.7107495189710488,198,192,172,0.983874169108366,189
par,12,exact,21,200,2000,161.56269769538312,0.0004189499450271,1.018,0.0135,0.0766666666666666,0.0,0,0.5005,0.86074,0.7265000000000001,1.0,True,3.1086244689504387e-15,True,3.1086244689504387e-15,0.03,0.03,0.95,0.95,0.94,0.7992105263157895,0.8184210526315789,10,0.6578144529658575,194,191,180,1.0966677635971107,177
par,12,exact,22,200,2000,149.14596939107645,0.0004129113128434,1.037,0.007,0.58,0.0,0,0.516,0.8515324999999998,0.6991,1.0,True,6.661338147750939e-15,True,6.661338147750939e-15,0.015,0.015,0.93,0.93,0.92,0.8429339477726574,0.8809523809523809,14,0.7146255646983891,195,189,179,0.8821738014722968,168
par,12,exact,23,200,2000,150.31754335135673,0.0004106981334333,1.0195,0.018,0.8133333333333334,0.0,0,0.5215,0.8664525000000001,0.7377,1.0,True,4.440892098500626e-16,True,4.440892098500626e-16,0.01,0.01,0.945,0.945,0.945,0.8840788840788841,0.9033189033189032,11,0.7345660894971399,196,194,188,1.008212571641951,171
par,12,exact,24,200,2000,130.80898095478048,0.0004129262753621,1.0175,0.0285,0.3666666666666666,0.015,3,0.4355,0.8744275,0.7339000000000001,0.985,False,0.001526310949147,False,0.0010155155392097,0.01,0.005,0.935,0.94,0.94,0.8251748251748252,0.895516248457425,13,0.6774457591735561,193,192,185,0.9751415556551484,173
par,12,exact,25,200,2000,145.8648920471532,0.0003900659570216,1.0165,0.0075,0.9133333333333332,0.0,0,0.511,0.8777250000000001,0.6998500000000001,1.0,True,5.551115123125783e-15,True,5.551115123125783e-15,0.01,0.01,0.925,0.925,0.935,0.9005405405405406,0.8926126126126126,15,0.7724425335387379,195,191,180,1.0135257311223416,140
par,12,exact,26,200,2000,161.83290008299872,0.0003875875507247,1.019,0.008,0.8833333333333333,0.0,0,0.519,0.8819325,0.7264,1.0,True,-1.7763568394002505e-15,True,-1.7763568394002505e-15,0.02,0.02,0.915,0.915,0.925,0.8376727740276438,0.9132111861137898,17,0.7279099445624845,197,193,183,0.8627575723254651,152
par,12,exact,27,200,2000,153.31950054681317,0.0003949664512743,1.0185,0.0065,0.9066666666666666,0.0,0,0.5195,0.8717,0.7747499999999999,1.0,True,-1.1102230246251563e-15,True,-1.1102230246251563e-15,0.01,0.01,0.95,0.95,0.95,0.8357894736842105,0.87,10,0.6692972067231068,195,190,187,1.0218078888736175,164
par,12,exact,28,200,2000,140.43918632953856,0.000391227812094,1.015,0.033,0.48,0.0,0,0.5,0.8746074999999999,0.72735,1.0,True,-6.439293542825908e-15,True,-6.439293542825908e-15,0.005,0.01,0.905,0.905,0.905,0.7510904332654842,0.8810700785111951,19,0.696570757471878,199,196,185,1.0001654839350191,170
par,12,exact,29,200,2000,167.2856467599184,0.0003994510854576,1.0265,0.0125,0.3933333333333333,0.005,1,0.478,0.8414724999999998,0.6774,0.995,False,0.0004414391638547,False,0.0004414391638547,0.0,0.005,0.935,0.94,0.94,0.8911970382558618,0.9103249691484986,13,0.7481364095903543,196,195,176,0.9358054251124164,183
par,12,exact,30,200,2000,176.29551177905992,0.0004007707186405,1.015,0.0025,0.12,0.01,2,0.4935,0.8526699999999999,0.6855500000000001,0.99,False,0.0021436137565711,True,-1.1102230246251563e-16,0.025,0.025,0.965,0.965,0.97,0.9011843079200592,0.9059955588452998,7,0.7161654669998867,195,189,179,0.9492057947018016,186
par,12,exact,31,200,2000,176.33651966669072,0.0004014603573214,1.0295,0.03,0.28,0.005,1,0.499,0.85699,0.7434000000000001,0.995,False,0.0010616520771007,False,0.0010616520771007,0.005,0.01,0.91,0.915,0.92,0.9307081807081808,0.9423076923076924,18,0.6231604277146063,198,195,186,1.0475586725068595,182
par,12,exact,32,200,2000,154.47475560560247,0.0004003817311345,1.029,0.0195,0.7833333333333333,0.0,0,0.52,0.8479425,0.737,1.0,True,-5.8841820305133305e-15,True,-5.8841820305133305e-15,0.005,0.005,0.945,0.945,0.95,0.8145743145743146,0.8335738335738335,11,0.686565479929082,198,191,182,1.0175788001536488,186
par,12,exact,33,200,2000,146.72444431790436,0.0004002619910041,1.0135,0.028,0.93,0.0,0,0.518,0.8908225000000001,0.7467,1.0,True,-1.3322676295501878e-15,True,-1.3322676295501878e-15,0.015,0.015,0.955,0.955,0.95,0.7556719022687609,0.8452588714368819,9,0.684714934339014,197,192,184,0.9602938879783466,124
par,12,exact,34,200,2000,153.15222449129385,0.0004121790534732,1.017,0.013,0.3566666666666667,0.02,4,0.426,0.83794,0.6634,0.98,False,0.0013285989404121,False,0.000797641396687,0.005,0.025,0.915,0.925,0.93,0.9241401478624236,0.9135326261652202,17,0.7155382637519668,194,190,171,0.8166658386623717,169
par,12,exact,35,200,2000,159.49145633026623,0.0004052382583708,1.012,0.021,0.9033333333333332,0.005,1,0.475,0.8771574999999998,0.6959000000000001,0.995,False,0.0009053586999983,True,2.4424906541753444e-15,0.005,0.01,0.93,0.925,0.93,0.9030337941628264,0.9247311827956988,14,0.7162819160848583,196,188,179,0.970050048949534,156
par,12,exact,36,200,2000,171.7776832079755,0.0004131279375314,1.022,0.0005,0.0466666666666666,0.005,1,0.482,0.8402875000000001,0.61745,0.995,False,0.0001789298070258,False,0.0001789298070258,0.015,0.01,0.915,0.91,0.925,0.827547412407586,0.8993892639022822,17,0.7761034624114889,191,184,167,0.9743285482914916,173
par,12,exact,37,200,2000,164.34606035637614,0.0004269297041478,1.0215,0.005,0.3566666666666667,0.005,1,0.48,0.8625499999999999,0.72735,0.995,False,0.0007911274404914,True,5.3290705182007506e-15,0.03,0.035,0.935,0.94,0.96,0.9391197038255862,0.932538050185109,13,0.7194719823350985,190,188,182,0.8763393762040897,180
par,12,exact,38,200,2000,172.76673476121192,0.0004174852028986,1.0135,0.0245,0.3766666666666666,0.005,1,0.46,0.8567775000000001,0.68435,0.995,False,0.0001397844433548,False,0.0001397844433548,0.005,0.01,0.92,0.925,0.92,0.8996263586956522,0.8960597826086957,16,0.7765279057684281,195,190,175,0.9482346014317868,171
par,12,exact,39,200,2000,167.42037661393772,0.0004205524367815,1.0275,0.009,0.4033333333333333,0.005,1,0.493,0.8399850000000001,0.69245,0.995,False,0.0017950790632201,True,-7.438494264988549e-15,0.01,0.005,0.94,0.945,0.945,0.9587765957446808,0.953900709219858,12,0.7211092983675126,195,192,177,1.021691460326981,182
par,12,exact,40,200,2000,175.09507844950576,0.0003977925327339,1.022,0.0225,0.8366666666666667,0.0,0,0.509,0.8475425,0.69185,1.0,True,-1.7763568394002505e-15,True,-1.7763568394002505e-15,0.0,0.0,0.93,0.93,0.93,0.892089093701997,0.913978494623656,14,0.701063686593984,195,190,178,0.9693614092294308,183
par,12,exact,41,200,2000,170.2811188416107,0.000397721544228,1.0215,0.008,0.6633333333333333,0.005,1,0.499,0.855925,0.6819000000000001,0.995,False,0.0022197391749378,True,-8.992806499463768e-15,0.03,0.025,0.91,0.915,0.925,0.9166666666666666,0.905982905982906,18,0.7694369378738442,194,188,178,1.02623014390833,170
par,12,exact,42,200,2000,164.1457622677184,0.000407978373813,1.0185,0.0075,0.3933333333333333,0.01,2,0.459,0.84939,0.65305,0.99,False,0.0009763763035222,False,0.0009763763035222,0.01,0.02,0.92,0.93,0.93,0.9203464673913044,0.9354619565217392,16,0.7103662568727865,194,185,177,0.8706320883580936,167
par,12,exact,43,200,2000,190.9926482760482,0.0004037216341825,1.0225,0.0195,0.1433333333333333,0.005,1,0.4815,0.8268925,0.64995,0.995,False,0.0005820805921417,True,1.5543122344752194e-15,0.01,0.015,0.92,0.925,0.925,0.8610733695652174,0.8855298913043478,16,0.6808854547450759,196,192,171,1.0692896270611154,192
par,12,exact,44,200,2000,133.74076875417722,0.0004159733728137,1.0255,0.0115,0.3733333333333333,0.01,2,0.4855,0.8707825,0.7197,0.99,False,0.0010552058414585,False,0.0010552058414585,0.01,0.0,0.93,0.94,0.93,0.8876728110599078,0.9059139784946236,14,0.7249293851678339,194,191,184,1.0086660502728049,169
par,12,exact,45,200,2000,176.06770905695356,0.0004131739795103,1.02,0.0215,0.8766666666666667,0.005,1,0.4915,0.8497575,0.6546000000000001,0.995,False,0.001282113258745,True,1.9984014443252818e-15,0.005,0.0,0.905,0.9,0.905,0.894155277697005,0.9104390811282348,19,0.7683631934959211,197,189,170,0.9754925541730142,162
par,12,exact,46,200,2000,165.257996226697,0.0004359644367816,1.025,0.0025,0.5433333333333333,0.0,0,0.505,0.8363624999999999,0.62935,1.0,True,-4.773959005888173e-15,True,-4.773959005888173e-15,0.035,0.035,0.91,0.91,0.915,0.86492673992674,0.8363858363858364,18,0.7190708408233636,192,183,172,0.9284967634284278,184
par,12,exact,47,200,2000,176.58233660680156,0.0004602219495255,1.015,0.0025,0.0666666666666666,0.005,1,0.4935,0.844445,0.6217,0.995,False,0.0003975258340351,False,0.0003975258340351,0.055,0.06,0.915,0.92,0.935,0.8927997428479588,0.926711668273867,17,0.729472612740712,194,183,168,0.9849805631524224,163
par,12,exact,48,200,2000,162.7005815240604,0.0003988834827585,1.014,0.007,0.3833333333333333,0.005,1,0.483,0.8639925,0.6581,0.995,False,0.0002594617845042,False,0.0002594617845042,0.01,0.005,0.955,0.95,0.95,0.858347876672484,0.8464223385689355,9,0.7525325028927784,195,191,170,0.9722971674598284,159
par,12,exact,49,200,2000,139.38300638205737,0.0003947977496253,1.0215,0.004,0.2233333333333333,0.005,1,0.476,0.8736849999999999,0.7068,0.995,False,0.0015276892132531,True,4.884981308350689e-15,0.01,0.015,0.93,0.935,0.93,0.9285714285714286,0.9447004608294932,14,0.7178224992909573,195,192,181,1.0392755544629997,159
par,16,exact,0,200,2000,183.85927109857013,0.0007583020319841,1.003,0.002,0.23,0.01,2,0.4725,0.8581224999999999,0.6825,0.99,False,0.0003618605374255,False,0.0003618605374255,0.01,0.01,0.93,0.93,0.93,0.9253072196620584,0.9500768049155146,14,0.6861660269539672,193,188,177,1.0590020421187751,173
par,16,exact,1,200,2000,151.69077186786473,0.0006987833088454,1.0035,0.0145,0.92,0.0,0,0.54,0.9064825,0.7623,1.0,True,4.440892098500626e-16,True,4.440892098500626e-16,0.0,0.0,0.895,0.895,0.895,0.8579409417398244,0.8693801542963554,21,0.6821369079685342,198,194,186,1.040870970193369,103
par,16,exact,2,200,2000,169.6365926440136,0.000692459767616,1.0025,0.0125,0.8933333333333333,0.005,1,0.4775,0.88507,0.71135,0.995,False,0.0013222931777538,True,7.327471962526033e-15,0.015,0.02,0.945,0.95,0.945,0.9593554593554594,0.9292929292929292,11,0.6889585288719486,196,193,181,1.0120976401787205,163
par,16,exact,3,200,2000,191.7790015092088,0.0007961507571217,1.006,0.007,0.4,0.0,0,0.501,0.822485,0.65225,1.0,True,-3.3306690738754696e-16,True,-3.3306690738754696e-16,0.035,0.035,0.94,0.94,0.945,0.93572695035461,0.948581560283688,12,0.7058750847547912,192,187,173,1.1547857679568343,192
par,16,exact,4,200,2000,165.68715501404577,0.0006874499370313,1.003,0.014,0.5233333333333333,0.005,1,0.4975,0.91187,0.7767000000000001,0.995,False,0.0002397381264318,False,0.0002397381264318,0.005,0.0,0.92,0.915,0.92,0.8828125,0.8845108695652174,16,0.6598772400792378,199,194,188,0.8691267020734644,89
par,16,exact,5,200,2000,166.15534709664018,0.0007055604472762,1.005,0.0135,0.3566666666666667,0.005,1,0.464,0.889565,0.7463000000000001,0.995,False,0.0009041690823723,False,0.0001313468200059,0.025,0.03,0.94,0.935,0.95,0.9104609929078016,0.9055851063829788,12,0.6989700567364712,197,194,183,1.1014914475105415,150
