geom,m,solver,rep,B,gamma,n_margin,p_miss_emp,union_binom,union_hoeff,p_miss_all_emp
par,6,local,1,5,0.1,151,0.935,1.0,1.0,1.0
par,6,local,1,5,0.2,68,0.665,1.0,1.0,1.0
par,6,local,1,10,0.05,182,0.995,1.0,1.0,1.0
par,6,local,1,10,0.1,151,0.96,1.0,1.0,1.0
par,6,local,1,10,0.2,68,0.5449999999999999,1.0,1.0,1.0
par,6,local,1,25,0.05,182,0.955,1.0,1.0,1.0
par,6,local,1,25,0.1,151,0.77,1.0,1.0,1.0
par,6,local,1,25,0.2,68,0.06000000000000005,0.2599564907244242,1.0,1.0
par,6,local,1,50,0.05,182,0.87,1.0,1.0,1.0
par,6,local,1,50,0.1,151,0.5,1.0,1.0,1.0
par,6,local,1,50,0.2,68,0.010000000000000009,0.015826931547756676,0.21648730838722988,1.0
par,6,local,1,100,0.05,182,0.54,1.0,1.0,0.98
par,6,local,1,100,0.1,151,0.09999999999999998,0.3912158502813837,1.0,0.98
par,6,local,1,100,0.2,68,0.0,9.017010682872092e-05,0.002341699805835207,0.98
par,6,local,1,200,0.05,182,0.15000000000000002,0.5754516227526931,1.0,0.945
par,6,local,1,200,0.1,151,0.0050000000000000044,0.0201845018868936,0.19684764155134712,0.945
par,6,local,1,200,0.2,68,0.0,5.849639786046374e-09,4.3619839524829855e-07,0.945
par,6,local,1,400,0.05,182,0.010000000000000009,0.09222666292373961,0.6279783468916049,0.94
par,6,local,1,400,0.1,151,0.0,0.0001223113003354546,0.0016944411550999109,0.94
par,6,local,1,400,0.2,68,0.0,5.385219193806794e-17,2.4059464923203358e-14,0.94
par,6,local,1,1000,0.05,182,0.0,0.0015374876303560477,0.014665119298728432,0.83
par,6,local,1,1000,0.1,151,0.0,1.26383867773084e-10,3.387326560839589e-09,0.83
par,6,local,1,1000,0.2,68,0.0,1.6621123761522404e-40,9.84478969644802e-36,0.83
par,6,local,2,5,0.05,174,0.99,1.0,1.0,1.0
par,6,local,2,5,0.1,133,0.97,1.0,1.0,1.0
par,6,local,2,5,0.2,69,0.675,1.0,1.0,1.0
par,6,local,2,10,0.05,174,0.985,1.0,1.0,1.0
par,6,local,2,10,0.1,133,0.945,1.0,1.0,1.0
par,6,local,2,10,0.2,69,0.49,1.0,1.0,1.0
par,6,local,2,25,0.05,174,0.95,1.0,1.0,1.0
par,6,local,2,25,0.1,133,0.685,1.0,1.0,1.0
par,6,local,2,25,0.2,69,0.06999999999999995,0.2558271727678034,1.0,1.0
par,6,local,2,50,0.05,174,0.8,1.0,1.0,1.0
par,6,local,2,50,0.1,133,0.41500000000000004,1.0,1.0,1.0
par,6,local,2,50,0.2,69,0.0050000000000000044,0.01467319159529826,0.20634103898984085,1.0
par,6,local,2,100,0.05,174,0.635,1.0,1.0,1.0
par,6,local,2,100,0.1,133,0.12,0.2769842638960168,1.0,1.0
par,6,local,2,100,0.2,69,0.0,8.640349684323979e-05,0.002178367979106771,1.0
par,6,local,2,200,0.05,174,0.28,0.9751721303870575,1.0,1.0
par,6,local,2,200,0.1,133,0.020000000000000018,0.01761546332740104,0.16300317017464044,1.0
par,6,local,2,200,0.2,69,0.0,7.165500322580887e-09,4.852568671700641e-07,1.0
par,6,local,2,400,0.05,174,0.05500000000000005,0.1604861065652845,1.0,0.995
par,6,local,2,400,0.1,133,0.0,0.00014453784742077787,0.0019100001811411165,0.995
par,6,local,2,400,0.2,69,0.0,9.815683810539745e-17,3.8796506154757e-14,0.995
par,6,local,2,1000,0.05,174,0.0,0.0025592755462719424,0.024061648262225142,0.995
par,6,local,2,1000,0.1,133,0.0,2.740648556297995e-10,6.9297582138009896e-09,0.995
par,6,local,2,1000,0.2,69,0.0,6.628204442995842e-40,3.201626827330172e-35,0.995
par,6,local,3,5,0.05,177,1.0,1.0,1.0,1.0
par,6,local,3,5,0.1,133,0.92,1.0,1.0,1.0
par,6,local,3,5,0.2,46,0.595,1.0,1.0,1.0
par,6,local,3,10,0.05,177,1.0,1.0,1.0,1.0
par,6,local,3,10,0.1,133,0.965,1.0,1.0,1.0
par,6,local,3,10,0.2,46,0.45499999999999996,1.0,1.0,1.0
par,6,local,3,25,0.05,177,0.97,1.0,1.0,1.0
par,6,local,3,25,0.1,133,0.6950000000000001,1.0,1.0,1.0
par,6,local,3,25,0.2,46,0.05500000000000005,0.1817613704668445,1.0,1.0
par,6,local,3,50,0.05,177,0.9299999999999999,1.0,1.0,1.0
par,6,local,3,50,0.1,133,0.45999999999999996,1.0,1.0,1.0
par,6,local,3,50,0.2,46,0.0050000000000000044,0.010015274957149631,0.14516842172657934,1.0
par,6,local,3,100,0.05,177,0.75,1.0,1.0,1.0
par,6,local,3,100,0.1,133,0.14,0.46779037477439955,1.0,1.0
par,6,local,3,100,0.2,46,0.0,4.4046861830127816e-05,0.001282623595612639,1.0
par,6,local,3,200,0.05,177,0.33999999999999997,0.9672220157923055,1.0,1.0
par,6,local,3,200,0.1,133,0.010000000000000009,0.028052886165943768,0.26560079572512396,1.0
par,6,local,3,200,0.2,46,0.0,1.8689008318403236e-09,1.615905313927919e-07,1.0
par,6,local,3,400,0.05,177,0.06499999999999995,0.14488090735264098,1.0,1.0
par,6,local,3,400,0.1,133,0.0,0.00018822987807916875,0.0025849526865655203,1.0
par,6,local,3,400,0.2,46,0.0,1.0749110147967656e-17,5.493282461001517e-15,1.0
par,6,local,3,1000,0.05,177,0.0,0.0020076716675985653,0.01931528827444332,1.0
par,6,local,3,1000,0.1,133,0.0,2.0214900257077055e-10,5.394244041796247e-09,1.0
par,6,local,3,1000,0.2,46,0.0,1.4620191411050417e-41,1.0824619370657747e-36,1.0
par,6,local,4,5,0.05,182,0.995,1.0,1.0,1.0
par,6,local,4,5,0.1,144,0.955,1.0,1.0,1.0
par,6,local,4,5,0.2,86,0.69,1.0,1.0,1.0
par,6,local,4,10,0.05,182,0.985,1.0,1.0,1.0
par,6,local,4,10,0.1,144,0.94,1.0,1.0,1.0
par,6,local,4,10,0.2,86,0.625,1.0,1.0,1.0
par,6,local,4,25,0.05,182,0.945,1.0,1.0,1.0
par,6,local,4,25,0.1,144,0.72,1.0,1.0,1.0
par,6,local,4,25,0.2,86,0.11499999999999999,0.42175430499523625,1.0,1.0
par,6,local,4,50,0.05,182,0.83,1.0,1.0,1.0
par,6,local,4,50,0.1,144,0.385,1.0,1.0,1.0
par,6,local,4,50,0.2,86,0.0050000000000000044,0.02656522693669375,0.3591140566553933,1.0
par,6,local,4,100,0.05,182,0.5800000000000001,1.0,1.0,1.0
par,6,local,4,100,0.1,144,0.135,0.27415696776872733,1.0,1.0
par,6,local,4,100,0.2,86,0.0,0.0001455153190525435,0.003857153494623158,1.0
par,6,local,4,200,0.05,182,0.21999999999999997,0.8226278408423753,1.0,0.985
par,6,local,4,200,0.1,144,0.0,0.01554430251580392,0.14890900715142968,0.985
par,6,local,4,200,0.2,86,0.0,8.93175997961074e-09,6.755330539800321e-07,0.985
par,6,local,4,400,0.05,182,0.010000000000000009,0.11636706823986215,0.833956621395031,0.985
par,6,local,4,400,0.1,144,0.0,0.0001003164476566966,0.0013801764163710118,0.985
par,6,local,4,400,0.2,86,0.0,8.22610063483143e-17,3.6433268890958806e-14,0.985
par,6,local,4,1000,0.05,182,0.0,0.0014415994308487855,0.013881223421602562,0.995
par,6,local,4,1000,0.1,144,0.0,1.2109224077686272e-10,3.1681395468289176e-09,0.995
par,6,local,4,1000,0.2,86,0.0,3.799934031163614e-40,1.9178863015935406e-35,0.995
par,6,local,5,5,0.05,170,0.99,1.0,1.0,1.0
par,6,local,5,5,0.1,136,0.945,1.0,1.0,1.0
par,6,local,5,5,0.2,68,0.65,1.0,1.0,1.0
par,6,local,5,10,0.05,170,0.99,1.0,1.0,1.0
par,6,local,5,10,0.1,136,0.965,1.0,1.0,1.0
par,6,local,5,10,0.2,68,0.5349999999999999,1.0,1.0,1.0
par,6,local,5,25,0.05,170,0.94,1.0,1.0,1.0
par,6,local,5,25,0.1,136,0.6699999999999999,1.0,1.0,1.0
par,6,local,5,25,0.2,68,0.12,0.2218946813133518,1.0,1.0
par,6,local,5,50,0.05,170,0.935,1.0,1.0,1.0
par,6,local,5,50,0.1,136,0.44999999999999996,1.0,1.0,1.0
par,6,local,5,50,0.2,68,0.010000000000000009,0.012236813255392342,0.1763148305218393,1.0
par,6,local,5,100,0.05,170,0.655,1.0,1.0,1.0
par,6,local,5,100,0.1,136,0.10999999999999999,0.25858634439424055,1.0,1.0
par,6,local,5,100,0.2,68,0.0,6.141122887626856e-05,0.0016678535862661914,1.0
par,6,local,5,200,0.05,170,0.28500000000000003,0.8150798846924014,1.0,0.995
par,6,local,5,200,0.1,136,0.0,0.013366460001321618,0.1298021432979511,0.995
par,6,local,5,200,0.2,68,0.0,3.9213694376635296e-09,2.883003653638466e-07,0.995
par,6,local,5,400,0.05,170,0.030000000000000027,0.13619954155314812,0.934505514208962,0.975
par,6,local,5,400,0.1,136,0.0,8.62915762352503e-05,0.0011783101916317297,0.975
par,6,local,5,400,0.2,68,0.0,4.2952822892489014e-17,1.801996295037359e-14,0.975
par,6,local,5,1000,0.05,170,0.0,0.002076663118685775,0.019889670030087358,0.99
par,6,local,5,1000,0.1,136,0.0,1.1187012960687742e-10,2.9370669809451344e-09,0.99
par,6,local,5,1000,0.2,68,0.0,2.0759300529013185e-40,1.0821251444065693e-35,0.99
par,6,local,6,5,0.05,169,1.0,1.0,1.0,1.0
par,6,local,6,5,0.1,128,0.94,1.0,1.0,1.0
par,6,local,6,5,0.2,56,0.615,1.0,1.0,1.0
par,6,local,6,10,0.05,169,1.0,1.0,1.0,1.0
par,6,local,6,10,0.1,128,0.955,1.0,1.0,1.0
par,6,local,6,10,0.2,56,0.53,1.0,1.0,1.0
par,6,local,6,25,0.05,169,0.98,1.0,1.0,1.0
par,6,local,6,25,0.1,128,0.7,1.0,1.0,1.0
par,6,local,6,25,0.2,56,0.09499999999999997,0.23316967807153416,1.0,1.0
par,6,local,6,50,0.05,169,0.89,1.0,1.0,1.0
par,6,local,6,50,0.1,128,0.36,1.0,1.0,1.0
par,6,local,6,50,0.2,56,0.010000000000000009,0.014223169719131769,0.1944539647088106,1.0
par,6,local,6,100,0.05,169,0.7050000000000001,1.0,1.0,0.985
par,6,local,6,100,0.1,128,0.13,0.2658997361239123,1.0,0.985
par,6,local,6,100,0.2,56,0.0,8.447553758675206e-05,0.0021345686854351027,0.985
par,6,local,6,200,0.05,169,0.4,0.9698836760001389,1.0,1.0
par,6,local,6,200,0.1,128,0.0050000000000000044,0.013265589649370042,0.13019900568895323,1.0
par,6,local,6,200,0.2,56,0.0,7.120187962159401e-09,4.7625691625203104e-07,1.0
par,6,local,6,400,0.05,169,0.03500000000000003,0.15544397820250838,1.0,0.995
par,6,local,6,400,0.1,128,0.0,7.760481926752364e-05,0.001080289983913667,0.995
par,6,local,6,400,0.2,56,0.0,1.0774324542430788e-16,4.1058371140174115e-14,0.995
par,6,local,6,1000,0.05,169,0.0,0.0024938928142785102,0.0234702042897853,1.0
par,6,local,6,1000,0.1,128,0.0,8.065123760492923e-11,2.155008640470309e-09,1.0
par,6,local,6,1000,0.2,56,0.0,1.046683533425932e-39,4.540494215543752e-35,1.0
par,6,local,7,5,0.05,144,0.975,1.0,1.0,1.0
par,6,local,7,5,0.1,117,0.875,1.0,1.0,1.0
par,6,local,7,5,0.2,68,0.5549999999999999,1.0,1.0,1.0
par,6,local,7,10,0.05,144,0.985,1.0,1.0,1.0
par,6,local,7,10,0.1,117,0.895,1.0,1.0,1.0
par,6,local,7,10,0.2,68,0.47,1.0,1.0,1.0
par,6,local,7,25,0.05,144,0.95,1.0,1.0,1.0
par,6,local,7,25,0.1,117,0.61,1.0,1.0,1.0
par,6,local,7,25,0.2,68,0.10499999999999998,0.22439267852855146,1.0,1.0
par,6,local,7,50,0.05,144,0.8049999999999999,1.0,1.0,0.995
par,6,local,7,50,0.1,117,0.28500000000000003,0.947845680180702,1.0,0.995
par,6,local,7,50,0.2,68,0.0,0.012132885849847567,0.17740055164619348,0.995
par,6,local,7,100,0.05,144,0.56,1.0,1.0,0.99
par,6,local,7,100,0.1,117,0.06999999999999995,0.13340735106828946,1.0,0.99
par,6,local,7,100,0.2,68,0.0,5.439356570596948e-05,0.0015603165111713992,0.99
par,6,local,7,200,0.05,144,0.245,0.7035698197709777,1.0,0.985
par,6,local,7,200,0.1,117,0.0,0.005973402094365326,0.0596729306507365,0.985
par,6,local,7,200,0.2,68,0.0,2.5698469720902942e-09,2.1326619541284192e-07,0.985
par,6,local,7,400,0.05,144,0.050000000000000044,0.1170986283721207,0.8151793434251572,0.99
par,6,local,7,400,0.1,117,0.0,3.359864878580598e-05,0.0004685428166255703,0.99
par,6,local,7,400,0.2,68,0.0,1.6937765610751732e-17,8.27953396078589e-15,0.99
par,6,local,7,1000,0.05,144,0.0,0.0013859674530103967,0.013852120789801215,1.0
par,6,local,7,1000,0.1,117,0.0,3.342376555359412e-11,8.97232165660742e-10,1.0
par,6,local,7,1000,0.2,68,0.0,3.887500827884848e-41,2.4458082914945965e-36,1.0
par,6,local,8,5,0.05,171,0.975,1.0,1.0,1.0
par,6,local,8,5,0.1,147,0.925,1.0,1.0,1.0
par,6,local,8,5,0.2,72,0.675,1.0,1.0,1.0
par,6,local,8,10,0.05,171,0.99,1.0,1.0,1.0
par,6,local,8,10,0.1,147,0.92,1.0,1.0,1.0
par,6,local,8,10,0.2,72,0.55,1.0,1.0,1.0
par,6,local,8,25,0.05,171,0.925,1.0,1.0,1.0
par,6,local,8,25,0.1,147,0.7050000000000001,1.0,1.0,1.0
par,6,local,8,25,0.2,72,0.09999999999999998,0.22142163166034545,1.0,1.0
par,6,local,8,50,0.05,171,0.815,1.0,1.0,1.0
par,6,local,8,50,0.1,147,0.41000000000000003,1.0,1.0,1.0
par,6,local,8,50,0.2,72,0.010000000000000009,0.012507976075543038,0.1780835601387281,1.0
par,6,local,8,100,0.05,171,0.5800000000000001,1.0,1.0,1.0
par,6,local,8,100,0.1,147,0.08499999999999996,0.22955647730712703,1.0,1.0
par,6,local,8,100,0.2,72,0.0,6.460742082464115e-05,0.00173631277557808,1.0
par,6,local,8,200,0.05,171,0.22499999999999998,0.5389599964813429,1.0,1.0
par,6,local,8,200,0.1,147,0.0050000000000000044,0.01135865073685674,0.11069625382939059,1.0
par,6,local,8,200,0.2,72,0.0,3.973452581778643e-09,3.0029446032501155e-07,1.0
par,6,local,8,400,0.05,171,0.04500000000000004,0.09450818227785134,0.6328912697250166,1.0
par,6,local,8,400,0.1,147,0.0,7.124371219707957e-05,0.0009812469792217175,1.0
par,6,local,8,400,0.2,72,0.0,3.347872057009253e-17,1.5523330229000057e-14,1.0
par,6,local,8,1000,0.05,171,0.0,0.0018231927319412025,0.017013673681570602,1.0
par,6,local,8,1000,0.1,147,0.0,8.41092648523588e-11,2.2066151867651885e-09,1.0
par,6,local,8,1000,0.2,72,0.0,8.006735130977203e-41,4.980266709939733e-36,1.0
par,6,local,9,5,0.05,174,0.995,1.0,1.0,1.0
par,6,local,9,5,0.1,142,0.96,1.0,1.0,1.0
par,6,local,9,5,0.2,64,0.65,1.0,1.0,1.0
par,6,local,9,10,0.05,174,0.99,1.0,1.0,1.0
par,6,local,9,10,0.1,142,0.94,1.0,1.0,1.0
par,6,local,9,10,0.2,64,0.62,1.0,1.0,1.0
par,6,local,9,25,0.05,174,0.9,1.0,1.0,1.0
par,6,local,9,25,0.1,142,0.655,1.0,1.0,1.0
par,6,local,9,25,0.2,64,0.125,0.3238911274212982,1.0,1.0
par,6,local,9,50,0.05,174,0.87,1.0,1.0,1.0
par,6,local,9,50,0.1,142,0.44499999999999995,1.0,1.0,1.0
par,6,local,9,50,0.2,64,0.015000000000000013,0.02133458677888799,0.28091364632722715,1.0
par,6,local,9,100,0.05,174,0.615,1.0,1.0,1.0
par,6,local,9,100,0.1,142,0.135,0.3259893706946636,1.0,1.0
par,6,local,9,100,0.2,64,0.0,0.00013371828020308638,0.0033378453128189442,1.0
par,6,local,9,200,0.05,174,0.24,0.7757296590863629,1.0,0.995
par,6,local,9,200,0.1,142,0.0,0.017513491786314263,0.16916525555824188,0.995
par,6,local,9,200,0.2,64,0.0,1.0391375255209618e-08,7.248015065029461e-07,0.995
par,6,local,9,400,0.05,174,0.050000000000000044,0.12783860667437785,0.8769369921424968,0.985
par,6,local,9,400,0.1,142,0.0,0.00011344832899528248,0.0015514213042089624,0.985
par,6,local,9,400,0.2,64,0.0,1.2611589947969325e-16,5.150885892434627e-14,0.985
par,6,local,9,1000,0.05,174,0.0,0.0019835938543297325,0.019028243602915135,1.0
par,6,local,9,1000,0.1,142,0.0,1.5285916374140236e-10,3.97200507072236e-09,1.0
par,6,local,9,1000,0.2,64,0.0,9.717001581761737e-40,4.3100237874760795e-35,1.0
par,6,local,10,5,0.05,180,0.98,1.0,1.0,1.0
par,6,local,10,5,0.1,128,0.9299999999999999,1.0,1.0,1.0
par,6,local,10,5,0.2,46,0.6599999999999999,1.0,1.0,1.0
par,6,local,10,10,0.05,180,1.0,1.0,1.0,1.0
par,6,local,10,10,0.1,128,0.95,1.0,1.0,1.0
par,6,local,10,10,0.2,46,0.5700000000000001,1.0,1.0,1.0
par,6,local,10,25,0.05,180,0.975,1.0,1.0,1.0
par,6,local,10,25,0.1,128,0.745,1.0,1.0,1.0
par,6,local,10,25,0.2,46,0.11499999999999999,0.22134272655125165,1.0,1.0
par,6,local,10,50,0.05,180,0.89,1.0,1.0,1.0
par,6,local,10,50,0.1,128,0.43999999999999995,1.0,1.0,1.0
par,6,local,10,50,0.2,46,0.0050000000000000044,0.01285436582576608,0.18134565537073213,1.0
par,6,local,10,100,0.05,180,0.81,1.0,1.0,0.995
par,6,local,10,100,0.1,128,0.135,0.29642018578009555,1.0,0.995
par,6,local,10,100,0.2,46,0.0,6.267679048060343e-05,0.0017364317963910114,0.995
par,6,local,10,200,0.05,180,0.45499999999999996,1.0,1.0,0.995
par,6,local,10,200,0.1,128,0.0,0.017700546932789024,0.1654042027437398,0.995
par,6,local,10,200,0.2,46,0.0,3.589786218419125e-09,2.7451767698158713e-07,0.995
par,6,local,10,400,0.05,180,0.09499999999999997,0.35356800322171356,1.0,0.995
par,6,local,10,400,0.1,128,0.0,0.00013940205910637914,0.0018547083559699133,0.995
par,6,local,10,400,0.2,46,0.0,3.4266381377306945e-17,1.4969752174876865e-14,0.995
par,6,local,10,1000,0.05,180,0.0,0.0073612957596069905,0.06855018111427705,0.985
par,6,local,10,1000,0.1,128,0.0,2.259056695940714e-10,5.815702761281858e-09,0.985
par,6,local,10,1000,0.2,46,0.0,1.2668131348333335e-40,7.113179175390393e-36,0.985
par,6,local,11,5,0.05,172,0.99,1.0,1.0,1.0
par,6,local,11,5,0.1,142,0.965,1.0,1.0,1.0
par,6,local,11,5,0.2,61,0.69,1.0,1.0,1.0
par,6,local,11,10,0.05,172,1.0,1.0,1.0,1.0
par,6,local,11,10,0.1,142,0.99,1.0,1.0,1.0
par,6,local,11,10,0.2,61,0.53,1.0,1.0,1.0
par,6,local,11,25,0.05,172,0.975,1.0,1.0,1.0
par,6,local,11,25,0.1,142,0.83,1.0,1.0,1.0
par,6,local,11,25,0.2,61,0.10499999999999998,0.21991286928962903,1.0,1.0
par,6,local,11,50,0.05,172,0.8200000000000001,1.0,1.0,1.0
par,6,local,11,50,0.1,142,0.44999999999999996,1.0,1.0,1.0
par,6,local,11,50,0.2,61,0.015000000000000013,0.012786039714497523,0.1787079467543418,1.0
par,6,local,11,100,0.05,172,0.595,1.0,1.0,1.0
par,6,local,11,100,0.1,142,0.14,0.3978932033365278,1.0,1.0
par,6,local,11,100,0.2,61,0.0,7.204246105773283e-05,0.0018667163727705963,1.0
par,6,local,11,200,0.05,172,0.235,0.6246180865935737,1.0,0.995
par,6,local,11,200,0.1,142,0.0,0.023445869174973148,0.2220866039580715,0.995
par,6,local,11,200,0.2,61,0.0,5.06667047176752e-09,3.642135968984958e-07,0.995
par,6,local,11,400,0.05,172,0.04500000000000004,0.09036011863589993,0.6377404048034302,0.995
par,6,local,11,400,0.1,142,0.0,0.00016809837221278332,0.002264063324943979,0.995
par,6,local,11,400,0.2,61,0.0,5.975707913783475e-17,2.427884333099157e-14,0.995
par,6,local,11,1000,0.05,172,0.0,0.0012315777729442253,0.011868511382105788,1.0
par,6,local,11,1000,0.1,142,0.0,2.6348530889973313e-10,6.771945827778303e-09,1.0
par,6,local,11,1000,0.2,61,0.0,4.343821254407137e-40,2.0319522719257064e-35,1.0
par,6,local,12,5,0.05,68,0.875,1.0,1.0,1.0
par,6,local,12,5,0.1,36,0.6950000000000001,1.0,1.0,1.0
par,6,local,12,5,0.2,0,0.0,0.0,0.0,1.0
par,6,local,12,10,0.05,68,0.86,1.0,1.0,1.0
par,6,local,12,10,0.1,36,0.645,1.0,1.0,1.0
par,6,local,12,10,0.2,0,0.0,0.0,0.0,1.0
par,6,local,12,25,0.05,68,0.81,1.0,1.0,1.0
par,6,local,12,25,0.1,36,0.41500000000000004,1.0,1.0,1.0
par,6,local,12,25,0.2,0,0.0,0.0,0.0,1.0
par,6,local,12,50,0.05,68,0.755,1.0,1.0,1.0
par,6,local,12,50,0.1,36,0.28,1.0,1.0,1.0
par,6,local,12,50,0.2,0,0.0,0.0,0.0,1.0
par,6,local,12,100,0.05,68,0.515,1.0,1.0,1.0
par,6,local,12,100,0.1,36,0.06000000000000005,0.22791644671880254,1.0,1.0
par,6,local,12,100,0.2,0,0.0,0.0,0.0,1.0
par,6,local,12,200,0.05,68,0.20999999999999996,0.9967877973558175,1.0,1.0
par,6,local,12,200,0.1,36,0.0050000000000000044,0.014128321569548827,0.1319644746573194,1.0
par,6,local,12,200,0.2,0,0.0,0.0,0.0,1.0
par,6,local,12,400,0.05,68,0.07499999999999996,0.19752506263599706,1.0,1.0
par,6,local,12,400,0.1,36,0.0,0.00011076450425313401,0.001471177042946251,1.0
par,6,local,12,400,0.2,0,0.0,0.0,0.0,1.0
par,6,local,12,1000,0.05,68,0.0,0.00416289401758814,0.03843178360081907,1.0
par,6,local,12,1000,0.1,36,0.0,2.0081565459794777e-10,5.102172109049634e-09,1.0
par,6,local,12,1000,0.2,0,0.0,0.0,0.0,1.0
par,6,local,13,5,0.05,179,0.97,1.0,1.0,1.0
par,6,local,13,5,0.1,137,0.89,1.0,1.0,1.0
par,6,local,13,5,0.2,67,0.585,1.0,1.0,1.0
par,6,local,13,10,0.05,179,0.995,1.0,1.0,1.0
par,6,local,13,10,0.1,137,0.975,1.0,1.0,1.0
par,6,local,13,10,0.2,67,0.45999999999999996,1.0,1.0,1.0
par,6,local,13,25,0.05,179,0.92,1.0,1.0,1.0
par,6,local,13,25,0.1,137,0.7050000000000001,1.0,1.0,1.0
par,6,local,13,25,0.2,67,0.04500000000000004,0.1547429515135161,1.0,1.0
par,6,local,13,50,0.05,179,0.85,1.0,1.0,1.0
par,6,local,13,50,0.1,137,0.5349999999999999,1.0,1.0,1.0
par,6,local,13,50,0.2,67,0.0,0.00747096071328729,0.11496704256197816,1.0
par,6,local,13,100,0.05,179,0.605,1.0,1.0,0.995
par,6,local,13,100,0.1,137,0.125,0.3610734040292765,1.0,0.995
par,6,local,13,100,0.2,67,0.0,3.476267170100381e-05,0.0009613764547386752,0.995
par,6,local,13,200,0.05,179,0.28,0.7462878695842556,1.0,0.97
par,6,local,13,200,0.1,137,0.010000000000000009,0.022234002508131755,0.20805669043549546,0.97
par,6,local,13,200,0.2,67,0.0,2.415166864727203e-09,1.691900668004435e-07,0.97
par,6,local,13,400,0.05,179,0.030000000000000027,0.1043784374719286,0.7399931975223029,0.955
par,6,local,13,400,0.1,137,0.0,0.0001681115618015689,0.002254236323217935,0.955
par,6,local,13,400,0.2,67,0.0,3.6927607166726213e-17,1.375530335733174e-14,0.955
par,6,local,13,1000,0.05,179,0.0050000000000000044,0.0013872532278573358,0.013418232267676557,0.81
par,6,local,13,1000,0.1,137,0.0,2.679505917982309e-10,6.8499904111298735e-09,0.81
par,6,local,13,1000,0.2,67,0.0,4.328166122669988e-40,1.8075014430743217e-35,0.81
par,6,local,14,5,0.05,167,0.995,1.0,1.0,1.0
par,6,local,14,5,0.1,129,0.925,1.0,1.0,1.0
par,6,local,14,5,0.2,59,0.665,1.0,1.0,1.0
par,6,local,14,10,0.05,167,1.0,1.0,1.0,1.0
par,6,local,14,10,0.1,129,0.935,1.0,1.0,1.0
par,6,local,14,10,0.2,59,0.53,1.0,1.0,1.0
par,6,local,14,25,0.05,167,0.975,1.0,1.0,1.0
par,6,local,14,25,0.1,129,0.77,1.0,1.0,1.0
par,6,local,14,25,0.2,59,0.09499999999999997,0.22554830984119165,1.0,1.0
par,6,local,14,50,0.05,167,0.925,1.0,1.0,1.0
par,6,local,14,50,0.1,129,0.43500000000000005,1.0,1.0,1.0
par,6,local,14,50,0.2,59,0.0050000000000000044,0.013640432106598623,0.1880257494862274,1.0
par,6,local,14,100,0.05,167,0.7050000000000001,1.0,1.0,1.0
par,6,local,14,100,0.1,129,0.08999999999999997,0.28626686287137815,1.0,1.0
par,6,local,14,100,0.2,59,0.0,7.489471195197236e-05,0.001965873618004241,1.0
par,6,local,14,200,0.05,167,0.33499999999999996,1.0,1.0,1.0
par,6,local,14,200,0.1,129,0.0,0.014480367659156255,0.14151507349632725,1.0
par,6,local,14,200,0.2,59,0.0,5.082252293530055e-09,3.6990138764113904e-07,1.0
par,6,local,14,400,0.05,167,0.06499999999999995,0.19986429740172615,1.0,1.0
par,6,local,14,400,0.1,129,0.0,8.799630168523679e-05,0.0012175521640177514,1.0
