geom,m,solver,rep,B,gamma,n_margin,p_miss_emp,union_binom,union_hoeff,p_miss_all_emp
par,12,local,35,10,0.05,185,0.975,1.0,1.0,1.0
par,12,local,35,10,0.1,170,0.895,1.0,1.0,1.0
par,12,local,35,10,0.2,100,0.595,1.0,1.0,1.0
par,12,local,35,25,0.05,185,0.835,1.0,1.0,0.965
par,12,local,35,25,0.1,170,0.615,1.0,1.0,0.965
par,12,local,35,25,0.2,100,0.14,0.4649628195199422,1.0,0.965
par,12,local,35,50,0.05,185,0.69,1.0,1.0,0.99
par,12,local,35,50,0.1,170,0.355,1.0,1.0,0.99
par,12,local,35,50,0.2,100,0.020000000000000018,0.02936704232626383,0.3963001282160912,0.99
par,12,local,35,100,0.05,185,0.38,1.0,1.0,0.945
par,12,local,35,100,0.1,170,0.04500000000000004,0.1584446690868604,1.0,0.945
par,12,local,35,100,0.2,100,0.0,0.0001671334279088644,0.00433708057062422,0.945
par,12,local,35,200,0.05,185,0.125,0.26088611845095155,1.0,0.925
par,12,local,35,200,0.1,170,0.0,0.005855798630045728,0.06117005024411689,0.925
par,12,local,35,200,0.2,100,0.0,1.1533118341041527e-08,8.367714307430963e-07,0.925
par,12,local,35,400,0.05,185,0.0050000000000000044,0.030516488801420733,0.2287737225025368,0.91
par,12,local,35,400,0.1,170,0.0,2.5722557420788732e-05,0.0003724832881839936,0.91
par,12,local,35,400,0.2,100,0.0,1.1405533403505698e-16,5.0285159816869626e-14,0.91
par,12,local,35,1000,0.05,185,0.0,0.00023846934868789268,0.0024699787147720994,0.995
par,12,local,35,1000,0.1,170,0.0,1.402211022536693e-11,4.0487383398038e-10,0.995
par,12,local,35,1000,0.2,100,0.0,4.285086999742739e-40,2.296589563630599e-35,0.995
par,12,local,36,5,0.05,151,0.975,1.0,1.0,1.0
par,12,local,36,5,0.1,128,0.9299999999999999,1.0,1.0,1.0
par,12,local,36,5,0.2,80,0.5900000000000001,1.0,1.0,1.0
par,12,local,36,10,0.05,151,0.98,1.0,1.0,1.0
par,12,local,36,10,0.1,128,0.91,1.0,1.0,1.0
par,12,local,36,10,0.2,80,0.51,1.0,1.0,1.0
par,12,local,36,25,0.05,151,0.91,1.0,1.0,1.0
par,12,local,36,25,0.1,128,0.61,1.0,1.0,1.0
par,12,local,36,25,0.2,80,0.12,0.22718800237216247,1.0,1.0
par,12,local,36,50,0.05,151,0.8049999999999999,1.0,1.0,1.0
par,12,local,36,50,0.1,128,0.395,1.0,1.0,1.0
par,12,local,36,50,0.2,80,0.015000000000000013,0.014166454039789179,0.1907775047485445,1.0
par,12,local,36,100,0.05,151,0.585,1.0,1.0,1.0
par,12,local,36,100,0.1,128,0.16000000000000003,0.21096432450347372,1.0,1.0
par,12,local,36,100,0.2,80,0.0,8.98055811058339e-05,0.002216680822184825,1.0
par,12,local,36,200,0.05,151,0.19999999999999996,0.7002001485787404,1.0,1.0
par,12,local,36,200,0.1,128,0.010000000000000009,0.010956023658352403,0.10666691203261361,1.0
par,12,local,36,200,0.2,80,0.0,7.5376936304007e-09,5.106194639986965e-07,1.0
par,12,local,36,400,0.05,151,0.040000000000000036,0.11746633426185486,0.8153790480355748,1.0
par,12,local,36,400,0.1,128,0.0,6.64753485020559e-05,0.0009216668892170743,1.0
par,12,local,36,400,0.2,80,0.0,1.0497502462428892e-16,4.10025346575022e-14,1.0
par,12,local,36,1000,0.05,151,0.0,0.0015445726383863756,0.015068288285411352,1.0
par,12,local,36,1000,0.1,128,0.0,6.603143069840947e-11,1.7789416069498554e-09,1.0
par,12,local,36,1000,0.2,80,0.0,9.54251572769541e-40,4.156837274375779e-35,1.0
par,12,local,37,5,0.05,184,0.92,1.0,1.0,1.0
par,12,local,37,5,0.1,177,0.875,1.0,1.0,1.0
par,12,local,37,5,0.2,87,0.595,1.0,1.0,1.0
par,12,local,37,10,0.05,184,0.935,1.0,1.0,1.0
par,12,local,37,10,0.1,177,0.905,1.0,1.0,1.0
par,12,local,37,10,0.2,87,0.53,1.0,1.0,1.0
par,12,local,37,25,0.05,184,0.73,1.0,1.0,1.0
par,12,local,37,25,0.1,177,0.6,1.0,1.0,1.0
par,12,local,37,25,0.2,87,0.10499999999999998,0.31809543167969934,1.0,1.0
par,12,local,37,50,0.05,184,0.485,1.0,1.0,0.995
par,12,local,37,50,0.1,177,0.355,1.0,1.0,0.995
par,12,local,37,50,0.2,87,0.010000000000000009,0.018653492950335984,0.2611428429604387,0.995
par,12,local,37,100,0.05,184,0.14,0.4314626224470792,1.0,0.995
par,12,local,37,100,0.1,177,0.03500000000000003,0.17347362545543743,1.0,0.995
par,12,local,37,100,0.2,87,0.0,9.47566843752252e-05,0.0025823217266068036,0.995
par,12,local,37,200,0.05,184,0.025000000000000022,0.05238384007289926,0.39452271758192703,1.0
par,12,local,37,200,0.1,177,0.0,0.008174658838310587,0.08015782726310171,1.0
par,12,local,37,200,0.2,87,0.0,5.6668457308650724e-09,4.2652127314125185e-07,1.0
par,12,local,37,400,0.05,184,0.0,0.0021540344832071704,0.02039469467832765,0.99
par,12,local,37,400,0.1,177,0.0,5.0289404816246204e-05,0.0006912097925653004,0.99
par,12,local,37,400,0.2,87,0.0,6.503160326603937e-17,2.6184604943505274e-14,0.99
par,12,local,37,1000,0.05,184,0.0,8.897326198824929e-07,1.2874521984671772e-05,0.99
par,12,local,37,1000,0.1,177,0.0,7.648889986551222e-11,1.94279947703517e-09,0.99
par,12,local,37,1000,0.2,87,0.0,5.36529944749352e-40,2.430465070569883e-35,0.99
par,12,local,38,5,0.05,188,0.985,1.0,1.0,0.99
par,12,local,38,5,0.1,165,0.935,1.0,1.0,0.99
par,12,local,38,5,0.2,93,0.6,1.0,1.0,0.99
par,12,local,38,10,0.05,188,0.99,1.0,1.0,1.0
par,12,local,38,10,0.1,165,0.9299999999999999,1.0,1.0,1.0
par,12,local,38,10,0.2,93,0.495,1.0,1.0,1.0
par,12,local,38,25,0.05,188,0.935,1.0,1.0,1.0
par,12,local,38,25,0.1,165,0.71,1.0,1.0,1.0
par,12,local,38,25,0.2,93,0.06499999999999995,0.35796339876222405,1.0,1.0
par,12,local,38,50,0.05,188,0.815,1.0,1.0,0.995
par,12,local,38,50,0.1,165,0.33999999999999997,1.0,1.0,0.995
par,12,local,38,50,0.2,93,0.0050000000000000044,0.020583577823862446,0.2901990930529607,0.995
par,12,local,38,100,0.05,188,0.505,1.0,1.0,0.94
par,12,local,38,100,0.1,165,0.09999999999999998,0.3054400627442034,1.0,0.94
par,12,local,38,100,0.2,93,0.0,0.00011155027335298855,0.002927804761628806,0.94
par,12,local,38,200,0.05,188,0.17000000000000004,0.507307302100761,1.0,0.96
par,12,local,38,200,0.1,165,0.0050000000000000044,0.015659361252281227,0.15313414036997486,0.96
par,12,local,38,200,0.2,93,0.0,8.15347764760647e-09,5.722906712691596e-07,0.96
par,12,local,38,400,0.05,188,0.030000000000000027,0.07729458662702242,0.5430270648123108,0.965
par,12,local,38,400,0.1,165,0.0,8.944550155133162e-05,0.001256401988393158,0.965
par,12,local,38,400,0.2,93,0.0,1.0451814477644017e-16,4.181468137965082e-14,0.965
par,12,local,38,1000,0.05,188,0.0,0.0009112378863842911,0.009106470550846768,1.0
par,12,local,38,1000,0.1,165,0.0,9.166787640685962e-11,2.400302428810377e-09,1.0
par,12,local,38,1000,0.2,93,0.0,7.92417826166995e-40,3.6021455181948184e-35,1.0
par,12,local,39,5,0.05,190,0.98,1.0,1.0,1.0
par,12,local,39,5,0.1,161,0.925,1.0,1.0,1.0
par,12,local,39,5,0.2,84,0.69,1.0,1.0,1.0
par,12,local,39,10,0.05,190,0.985,1.0,1.0,1.0
par,12,local,39,10,0.1,161,0.905,1.0,1.0,1.0
par,12,local,39,10,0.2,84,0.6,1.0,1.0,1.0
par,12,local,39,25,0.05,190,0.96,1.0,1.0,1.0
par,12,local,39,25,0.1,161,0.6699999999999999,1.0,1.0,1.0
par,12,local,39,25,0.2,84,0.13,0.3530183468937242,1.0,1.0
par,12,local,39,50,0.05,190,0.79,1.0,1.0,0.995
par,12,local,39,50,0.1,161,0.365,1.0,1.0,0.995
par,12,local,39,50,0.2,84,0.010000000000000009,0.021748610184821684,0.2966137688826947,0.995
par,12,local,39,100,0.05,190,0.595,1.0,1.0,0.96
par,12,local,39,100,0.1,161,0.07499999999999996,0.36581180590366136,1.0,0.96
par,12,local,39,100,0.2,84,0.0,0.00011956090473763174,0.0031587631013588052,0.96
par,12,local,39,200,0.05,190,0.27,0.6942375917816703,1.0,0.97
par,12,local,39,200,0.1,161,0.0,0.021524357925594137,0.20367918277213698,0.97
par,12,local,39,200,0.2,84,0.0,7.334964234493519e-09,5.572882596062607e-07,0.97
par,12,local,39,400,0.05,190,0.025000000000000022,0.11141449617656472,0.7723342808382646,0.91
par,12,local,39,400,0.1,161,0.0,0.0001482281550528358,0.0020257527951392544,0.91
par,12,local,39,400,0.2,84,0.0,5.971471639735696e-17,2.8073866338483313e-14,0.91
par,12,local,39,1000,0.05,190,0.0,0.0015801600306468082,0.015235127032619766,0.9
par,12,local,39,1000,0.1,161,0.0,1.5894406851256354e-10,4.270168436712177e-09,0.9
par,12,local,39,1000,0.2,84,0.0,1.0786193431101653e-40,7.444178333924749e-36,0.9
par,12,local,40,5,0.05,178,0.965,1.0,1.0,0.995
par,12,local,40,5,0.1,159,0.9,1.0,1.0,0.995
par,12,local,40,5,0.2,91,0.635,1.0,1.0,0.995
par,12,local,40,10,0.05,178,0.97,1.0,1.0,1.0
par,12,local,40,10,0.1,159,0.925,1.0,1.0,1.0
par,12,local,40,10,0.2,91,0.605,1.0,1.0,1.0
par,12,local,40,25,0.05,178,0.875,1.0,1.0,0.99
par,12,local,40,25,0.1,159,0.6699999999999999,1.0,1.0,0.99
par,12,local,40,25,0.2,91,0.10999999999999999,0.3904434218997457,1.0,0.99
par,12,local,40,50,0.05,178,0.645,1.0,1.0,0.995
par,12,local,40,50,0.1,159,0.385,1.0,1.0,0.995
par,12,local,40,50,0.2,91,0.015000000000000013,0.02499123015341483,0.33450418703152807,0.995
par,12,local,40,100,0.05,178,0.35,1.0,1.0,0.97
par,12,local,40,100,0.1,159,0.10499999999999998,0.2895921916806126,1.0,0.97
par,12,local,40,100,0.2,91,0.0,0.00014077397432696065,0.0036974115028175648,0.97
par,12,local,40,200,0.05,178,0.06999999999999995,0.28502739165796165,1.0,0.97
par,12,local,40,200,0.1,159,0.0,0.015238323762921398,0.14840187057773618,0.97
par,12,local,40,200,0.2,91,0.0,8.574961832979747e-09,6.542882876826426e-07,0.97
par,12,local,40,400,0.05,178,0.0050000000000000044,0.033639785946686256,0.2455130949865276,0.97
par,12,local,40,400,0.1,159,0.0,8.752929906023144e-05,0.0012321584711990755,0.97
par,12,local,40,400,0.2,91,0.0,7.213366391950085e-17,3.307066525045651e-14,0.97
par,12,local,40,1000,0.05,178,0.0,0.0004301330650597259,0.004117819112604183,1.0
par,12,local,40,1000,0.1,159,0.0,6.539650256154413e-11,1.8159689295752104e-09,1.0
par,12,local,40,1000,0.2,91,0.0,2.5361264845195476e-40,1.381408429637964e-35,1.0
par,12,local,41,5,0.05,189,0.985,1.0,1.0,1.0
par,12,local,41,5,0.1,163,0.9,1.0,1.0,1.0
par,12,local,41,5,0.2,94,0.615,1.0,1.0,1.0
par,12,local,41,10,0.05,189,0.99,1.0,1.0,1.0
par,12,local,41,10,0.1,163,0.905,1.0,1.0,1.0
par,12,local,41,10,0.2,94,0.575,1.0,1.0,1.0
par,12,local,41,25,0.05,189,0.925,1.0,1.0,1.0
par,12,local,41,25,0.1,163,0.5800000000000001,1.0,1.0,1.0
par,12,local,41,25,0.2,94,0.125,0.40646155906133347,1.0,1.0
par,12,local,41,50,0.05,189,0.815,1.0,1.0,1.0
par,12,local,41,50,0.1,163,0.275,1.0,1.0,1.0
par,12,local,41,50,0.2,94,0.015000000000000013,0.02661396684511647,0.35143326216640336,1.0
par,12,local,41,100,0.05,189,0.53,1.0,1.0,0.99
par,12,local,41,100,0.1,163,0.04500000000000004,0.17493334787478382,1.0,0.99
par,12,local,41,100,0.2,94,0.0,0.00016428930732088185,0.00413208600041446,0.99
par,12,local,41,200,0.05,189,0.22999999999999998,0.5693376569945656,1.0,0.975
par,12,local,41,200,0.1,163,0.0,0.009729029657096126,0.09263175079393424,0.975
par,12,local,41,200,0.2,94,0.0,1.2348705754186444e-08,8.704089546076111e-07,0.975
par,12,local,41,400,0.05,189,0.03500000000000003,0.09016497322677411,0.6228478202611281,0.995
par,12,local,41,400,0.1,163,0.0,6.390508323590564e-05,0.0008824295179356277,0.995
par,12,local,41,400,0.2,94,0.0,1.4893154044562529e-16,6.063147561409841e-14,0.995
par,12,local,41,1000,0.05,189,0.0,0.0013909364528375038,0.013309994695861355,1.0
par,12,local,41,1000,0.1,163,0.0,5.6619286592677056e-11,1.5536660313455354e-09,1.0
par,12,local,41,1000,0.2,94,0.0,1.1550655263285586e-39,5.165571245846584e-35,1.0
par,12,local,42,5,0.05,184,0.985,1.0,1.0,0.995
par,12,local,42,5,0.1,168,0.945,1.0,1.0,0.995
par,12,local,42,5,0.2,80,0.64,1.0,1.0,0.995
par,12,local,42,10,0.05,184,0.995,1.0,1.0,1.0
par,12,local,42,10,0.1,168,0.945,1.0,1.0,1.0
par,12,local,42,10,0.2,80,0.51,1.0,1.0,1.0
par,12,local,42,25,0.05,184,0.9299999999999999,1.0,1.0,0.995
par,12,local,42,25,0.1,168,0.73,1.0,1.0,0.995
par,12,local,42,25,0.2,80,0.125,0.25862592726996964,1.0,0.995
par,12,local,42,50,0.05,184,0.855,1.0,1.0,0.99
par,12,local,42,50,0.1,168,0.52,1.0,1.0,0.99
par,12,local,42,50,0.2,80,0.010000000000000009,0.01572644031690735,0.21552065974775114,0.99
par,12,local,42,100,0.05,184,0.49,1.0,1.0,0.99
par,12,local,42,100,0.1,168,0.10999999999999999,0.28310689146868495,1.0,0.99
par,12,local,42,100,0.2,80,0.0,8.959989421806135e-05,0.0023165725480464175,0.99
par,12,local,42,200,0.05,184,0.18000000000000005,0.331881463637943,1.0,0.945
par,12,local,42,200,0.1,168,0.0,0.013427112258350521,0.13261414605352012,0.945
par,12,local,42,200,0.2,80,0.0,6.533598164490492e-09,4.6182247610645523e-07,0.945
par,12,local,42,400,0.05,184,0.010000000000000009,0.05202072943216347,0.35651621988281373,0.895
par,12,local,42,400,0.1,168,0.0,7.627724226280305e-05,0.0010686881430000653,0.895
par,12,local,42,400,0.2,80,0.0,7.676830855256946e-17,3.178953585729855e-14,0.895
par,12,local,42,1000,0.05,184,0.0,0.0008722242440909153,0.008258344392499943,0.9299999999999999
par,12,local,42,1000,0.1,168,0.0,6.515351514739526e-11,1.7847562500132764e-09,0.9299999999999999
par,12,local,42,1000,0.2,80,0.0,5.057860358517468e-40,2.3165777201791425e-35,0.9299999999999999
par,12,local,43,5,0.05,185,0.985,1.0,1.0,1.0
par,12,local,43,5,0.1,163,0.91,1.0,1.0,1.0
par,12,local,43,5,0.2,72,0.625,1.0,1.0,1.0
par,12,local,43,10,0.05,185,0.99,1.0,1.0,1.0
par,12,local,43,10,0.1,163,0.9,1.0,1.0,1.0
par,12,local,43,10,0.2,72,0.485,1.0,1.0,1.0
par,12,local,43,25,0.05,185,0.935,1.0,1.0,1.0
par,12,local,43,25,0.1,163,0.7,1.0,1.0,1.0
par,12,local,43,25,0.2,72,0.09499999999999997,0.2749686239292847,1.0,1.0
par,12,local,43,50,0.05,185,0.825,1.0,1.0,1.0
par,12,local,43,50,0.1,163,0.32999999999999996,1.0,1.0,1.0
par,12,local,43,50,0.2,72,0.020000000000000018,0.014865586890653,0.21678834801025265,1.0
par,12,local,43,100,0.05,185,0.565,1.0,1.0,0.985
par,12,local,43,100,0.1,163,0.06999999999999995,0.22003325006503077,1.0,0.985
par,12,local,43,100,0.2,72,0.0,7.269288744945874e-05,0.0019881322666509146,0.985
par,12,local,43,200,0.05,185,0.18000000000000005,0.5911034470701044,1.0,0.975
par,12,local,43,200,0.1,163,0.010000000000000009,0.008230628421169218,0.08637061943047551,0.975
par,12,local,43,200,0.2,72,0.0,4.715477550829384e-09,3.438199569494086e-07,0.975
par,12,local,43,400,0.05,185,0.020000000000000018,0.10484795158923693,0.70921636678551,0.97
par,12,local,43,400,0.1,163,0.0,3.142055357374988e-05,0.0004703520027370343,0.97
par,12,local,43,400,0.2,72,0.0,5.342065898458693e-17,2.211256413767965e-14,0.97
par,12,local,43,1000,0.05,185,0.0,0.0017602509544621,0.016730367135140332,0.99
par,12,local,43,1000,0.1,163,0.0,1.1362218037501509e-11,3.3929831128387466e-10,0.99
par,12,local,43,1000,0.2,72,0.0,3.3431225598624238e-40,1.6058084799272588e-35,0.99
par,12,local,44,5,0.05,190,0.98,1.0,1.0,1.0
par,12,local,44,5,0.1,182,0.925,1.0,1.0,1.0
par,12,local,44,5,0.2,101,0.625,1.0,1.0,1.0
par,12,local,44,10,0.05,190,0.975,1.0,1.0,1.0
par,12,local,44,10,0.1,182,0.92,1.0,1.0,1.0
par,12,local,44,10,0.2,101,0.565,1.0,1.0,1.0
par,12,local,44,25,0.05,190,0.85,1.0,1.0,0.98
par,12,local,44,25,0.1,182,0.64,1.0,1.0,0.98
par,12,local,44,25,0.2,101,0.08999999999999997,0.4347025326143556,1.0,0.98
par,12,local,44,50,0.05,190,0.7150000000000001,1.0,1.0,0.985
par,12,local,44,50,0.1,182,0.355,1.0,1.0,0.985
par,12,local,44,50,0.2,101,0.025000000000000022,0.026749997083451174,0.3653206961192419,0.985
par,12,local,44,100,0.05,190,0.47,0.9089498201799635,1.0,0.94
par,12,local,44,100,0.1,182,0.07499999999999996,0.19691924828837204,1.0,0.94
par,12,local,44,100,0.2,101,0.0,0.00014752017152239955,0.003881735995775024,0.94
par,12,local,44,200,0.05,190,0.19499999999999995,0.25968076101675375,1.0,0.97
par,12,local,44,200,0.1,182,0.0050000000000000044,0.009091539174357913,0.09020868880711999,0.97
par,12,local,44,200,0.2,101,0.0,9.728227391075357e-09,7.139597547897939e-07,0.97
par,12,local,44,400,0.05,190,0.010000000000000009,0.04347903795584107,0.3018300949520032,0.98
par,12,local,44,400,0.1,182,0.0,5.251650439451404e-05,0.0007286304064516901,0.98
par,12,local,44,400,0.2,101,0.0,1.0484583617043361e-16,4.398372720079817e-14,0.98
par,12,local,44,1000,0.05,190,0.0,0.0005473844520019726,0.005381078268853318,1.0
par,12,local,44,1000,0.1,182,0.0,5.845829969372388e-11,1.5563403614983285e-09,1.0
par,12,local,44,1000,0.2,101,0.0,6.8829135682099305e-40,3.195533791744854e-35,1.0
par,12,local,45,5,0.05,186,0.98,1.0,1.0,1.0
par,12,local,45,5,0.1,160,0.9299999999999999,1.0,1.0,1.0
par,12,local,45,5,0.2,88,0.62,1.0,1.0,1.0
par,12,local,45,10,0.05,186,0.995,1.0,1.0,1.0
par,12,local,45,10,0.1,160,0.935,1.0,1.0,1.0
par,12,local,45,10,0.2,88,0.5449999999999999,1.0,1.0,1.0
par,12,local,45,25,0.05,186,0.92,1.0,1.0,0.985
par,12,local,45,25,0.1,160,0.675,1.0,1.0,0.985
par,12,local,45,25,0.2,88,0.07999999999999996,0.29856483210177154,1.0,0.985
par,12,local,45,50,0.05,186,0.875,1.0,1.0,0.995
par,12,local,45,50,0.1,160,0.41500000000000004,1.0,1.0,0.995
par,12,local,45,50,0.2,88,0.020000000000000018,0.017298558033798622,0.24342687580148017,0.995
par,12,local,45,100,0.05,186,0.635,1.0,1.0,0.965
par,12,local,45,100,0.1,160,0.13,0.24084409187580186,1.0,0.965
par,12,local,45,100,0.2,88,0.0,9.048754826233854e-05,0.002423596333830805,0.965
par,12,local,45,200,0.05,186,0.22499999999999998,0.5791898155087136,1.0,0.915
par,12,local,45,200,0.1,160,0.0050000000000000044,0.01200895246642509,0.1169456226492213,0.915
par,12,local,45,200,0.2,88,0.0,5.616804979821014e-09,4.2250682068269166e-07,0.915
par,12,local,45,400,0.05,186,0.030000000000000027,0.08498425374275859,0.6015192717359884,0.945
par,12,local,45,400,0.1,160,0.0,7.739271591322404e-05,0.0010588139794260331,0.945
par,12,local,45,400,0.2,88,0.0,5.066695869658472e-17,2.2772285914261844e-14,0.945
par,12,local,45,1000,0.05,186,0.0,0.001242390482012189,0.011636428439450857,0.955
par,12,local,45,1000,0.1,160,0.0,8.752782458129574e-11,2.3397341265416353e-09,0.955
par,12,local,45,1000,0.2,88,0.0,1.7229579459474474e-40,9.721616721441846e-36,0.955
par,12,local,46,5,0.05,181,0.975,1.0,1.0,1.0
par,12,local,46,5,0.1,160,0.845,1.0,1.0,1.0
par,12,local,46,5,0.2,83,0.6,1.0,1.0,1.0
par,12,local,46,10,0.05,181,0.97,1.0,1.0,1.0
par,12,local,46,10,0.1,160,0.91,1.0,1.0,1.0
par,12,local,46,10,0.2,83,0.575,1.0,1.0,1.0
par,12,local,46,25,0.05,181,0.905,1.0,1.0,1.0
par,12,local,46,25,0.1,160,0.65,1.0,1.0,1.0
par,12,local,46,25,0.2,83,0.12,0.2566050721352251,1.0,1.0
par,12,local,46,50,0.05,181,0.84,1.0,1.0,1.0
par,12,local,46,50,0.1,160,0.49,1.0,1.0,1.0
par,12,local,46,50,0.2,83,0.020000000000000018,0.015019485426759155,0.20962549196627012,1.0
par,12,local,46,100,0.05,181,0.515,1.0,1.0,1.0
par,12,local,46,100,0.1,160,0.11499999999999999,0.3410612492980364,1.0,1.0
par,12,local,46,100,0.2,83,0.0,8.066684577380854e-05,0.0021456842452244012,1.0
par,12,local,46,200,0.05,181,0.15500000000000003,0.5278883296557504,1.0,0.99
par,12,local,46,200,0.1,160,0.0050000000000000044,0.018625024413386673,0.1803788823820916,0.99
par,12,local,46,200,0.2,83,0.0,4.8449800840824576e-09,3.709352292095739e-07,0.99
par,12,local,46,400,0.05,181,0.025000000000000022,0.09812625563267045,0.6519132814206351,1.0
par,12,local,46,400,0.1,160,0.0,0.00010609757642275912,0.0015032738712694078,1.0
par,12,local,46,400,0.2,83,0.0,3.9346991039363415e-17,1.8374464916958473e-14,1.0
par,12,local,46,1000,0.05,181,0.0,0.0018075775388488,0.0170420706664991,1.0
par,12,local,46,1000,0.1,160,0.0,6.275761722895019e-11,1.7935613363491607e-09,1.0
par,12,local,46,1000,0.2,83,0.0,9.311219013623667e-41,5.82602881487977e-36,1.0
par,12,local,47,5,0.05,184,0.995,1.0,1.0,1.0
par,12,local,47,5,0.1,168,0.885,1.0,1.0,1.0
par,12,local,47,5,0.2,98,0.69,1.0,1.0,1.0
par,12,local,47,10,0.05,184,1.0,1.0,1.0,1.0
par,12,local,47,10,0.1,168,0.97,1.0,1.0,1.0
par,12,local,47,10,0.2,98,0.525,1.0,1.0,1.0
par,12,local,47,25,0.05,184,0.94,1.0,1.0,1.0
par,12,local,47,25,0.1,168,0.725,1.0,1.0,1.0
par,12,local,47,25,0.2,98,0.07999999999999996,0.3093867190840046,1.0,1.0
par,12,local,47,50,0.05,184,0.845,1.0,1.0,0.995
par,12,local,47,50,0.1,168,0.41000000000000003,1.0,1.0,0.995
par,12,local,47,50,0.2,98,0.010000000000000009,0.01736579923478417,0.2485235935437006,0.995
par,12,local,47,100,0.05,184,0.5800000000000001,1.0,1.0,0.995
par,12,local,47,100,0.1,168,0.125,0.2664137438335484,1.0,0.995
par,12,local,47,100,0.2,98,0.0,8.587297600194565e-05,0.0023522771230192648,0.995
par,12,local,47,200,0.05,184,0.22999999999999998,0.5283210335368084,1.0,0.97
par,12,local,47,200,0.1,168,0.0050000000000000044,0.014576976649748762,0.14001542300689754,0.97
par,12,local,47,200,0.2,98,0.0,5.43406516298267e-09,3.9820327241415286e-07,0.97
par,12,local,47,400,0.05,184,0.010000000000000009,0.09830183402729378,0.6617001264013453,0.965
par,12,local,47,400,0.1,168,0.0,9.43936855926069e-05,0.0012965935354955311,0.965
par,12,local,47,400,0.2,98,0.0,6.419785421899704e-17,2.6109061196353633e-14,0.965
par,12,local,47,1000,0.05,184,0.0,0.0015993492226555055,0.015276364682446645,0.84
par,12,local,47,1000,0.1,168,0.0,1.246028614122693e-10,3.2213091551238343e-09,0.84
par,12,local,47,1000,0.2,98,0.0,4.85641015895901e-40,2.1740597400623333e-35,0.84
par,12,local,48,5,0.05,184,0.975,1.0,1.0,1.0
par,12,local,48,5,0.1,166,0.91,1.0,1.0,1.0
par,12,local,48,5,0.2,90,0.65,1.0,1.0,1.0
par,12,local,48,10,0.05,184,0.985,1.0,1.0,1.0
par,12,local,48,10,0.1,166,0.92,1.0,1.0,1.0
par,12,local,48,10,0.2,90,0.56,1.0,1.0,1.0
par,12,local,48,25,0.05,184,0.9,1.0,1.0,0.995
par,12,local,48,25,0.1,166,0.655,1.0,1.0,0.995
par,12,local,48,25,0.2,90,0.15000000000000002,0.3688929054632477,1.0,0.995
par,12,local,48,50,0.05,184,0.84,1.0,1.0,1.0
par,12,local,48,50,0.1,166,0.405,1.0,1.0,1.0
par,12,local,48,50,0.2,90,0.0,0.02214410984712162,0.3059514172026112,1.0
par,12,local,48,100,0.05,184,0.56,1.0,1.0,0.985
par,12,local,48,100,0.1,166,0.06000000000000005,0.2168818999710086,1.0,0.985
par,12,local,48,100,0.2,90,0.0,0.00012017569431189581,0.003180402621803518,0.985
par,12,local,48,200,0.05,184,0.255,0.7303254539615591,1.0,0.965
par,12,local,48,200,0.1,166,0.0,0.011315672668650165,0.1091072053125976,0.965
par,12,local,48,200,0.2,90,0.0,7.538656748522473e-09,5.665291638355524e-07,0.965
par,12,local,48,400,0.05,184,0.05500000000000005,0.14596932488593428,0.9690802246194126,0.885
par,12,local,48,400,0.1,166,0.0,7.680918582720883e-05,0.0010400264310906834,0.885
par,12,local,48,400,0.2,90,0.0,6.987664110617577e-17,3.090374150591278e-14,0.885
par,12,local,48,1000,0.05,184,0.0,0.002593499306548068,0.024553833662729587,0.88
par,12,local,48,1000,0.1,166,0.0,1.22277652628645e-10,3.1140953115297744e-09,0.88
par,12,local,48,1000,0.2,90,0.0,3.4462703093349646e-40,1.7014269138807968e-35,0.88
par,12,local,49,5,0.05,188,0.965,1.0,1.0,1.0
par,12,local,49,5,0.1,174,0.88,1.0,1.0,1.0
par,12,local,49,5,0.2,102,0.54,1.0,1.0,1.0
par,12,local,49,10,0.05,188,0.975,1.0,1.0,1.0
par,12,local,49,10,0.1,174,0.945,1.0,1.0,1.0
par,12,local,49,10,0.2,102,0.475,1.0,1.0,1.0
par,12,local,49,25,0.05,188,0.895,1.0,1.0,1.0
par,12,local,49,25,0.1,174,0.6599999999999999,1.0,1.0,1.0
par,12,local,49,25,0.2,102,0.07999999999999996,0.37334870238583034,1.0,1.0
par,12,local,49,50,0.05,188,0.74,1.0,1.0,0.995
par,12,local,49,50,0.1,174,0.375,1.0,1.0,0.995
par,12,local,49,50,0.2,102,0.0050000000000000044,0.02079871026810469,0.2996003128318311,0.995
par,12,local,49,100,0.05,188,0.46499999999999997,1.0,1.0,1.0
par,12,local,49,100,0.1,174,0.03500000000000003,0.15393621532505314,1.0,1.0
par,12,local,49,100,0.2,102,0.0,9.692172742970564e-05,0.0027342676314320814,1.0
par,12,local,49,200,0.05,188,0.22999999999999998,0.47585863209523077,1.0,0.975
par,12,local,49,200,0.1,174,0.0,0.005523083577843905,0.058354026835195014,0.975
par,12,local,49,200,0.2,102,0.0,5.140097208348483e-09,4.045174088368281e-07,0.975
par,12,local,49,400,0.05,188,0.03500000000000003,0.09380064622584891,0.619143078941875,0.985
par,12,local,49,400,0.1,174,0.0,2.044302095006031e-05,0.0003081268867065168,0.985
par,12,local,49,400,0.2,102,0.0,4.683048151603839e-17,2.0394988705266385e-14,0.985
par,12,local,49,1000,0.05,188,0.0,0.001819896180411154,0.017087117919717558,1.0
