geom,m,solver,rep,n,B,F_hat,t_rep,draws_per_rep,p_zhat,p_basin,frac_Q_below_half,n_Q_below_half,min_Q,mean_Q,q10,vote_agree_zhat,vote_equals_zhat,vote_gap,votepol_equals_zhat,votepol_gap,plural_ne_zstar,zhat_ne_zstar,acc0_zhat,acc0_vote,acc0_bayes,auc_vote_share,auc_plugin,n_zhat_wrong,corr_Q_margin,n_margin_0.05,n_margin_0.1,n_margin_0.2,batch_var_ratio,batch_var_ratio_n
par,6,local,22,200,2000,149.14596939107645,0.0009290218120937177,3.034,0.0005,0.41333333333333333,0.055,11,0.451,0.6647200000000001,0.52935,0.945,False,0.03667211161574513,True,6.661338147750939e-15,0.05,0.015,0.93,0.895,0.92,0.6991167434715821,0.8809523809523809,14,0.5044765937158936,167,132,76,1.1223183569400994,200
par,6,local,23,200,2000,150.31754335135673,0.0009452565962015998,3.0355,0.0025,0.5733333333333334,0.005,1,0.487,0.6718325,0.5486000000000001,0.995,False,0.0026155652191697243,True,4.440892098500626e-16,0.005,0.01,0.945,0.94,0.945,0.74001924001924,0.9033189033189033,11,0.5670340949303972,179,138,80,0.9196627143169747,200
par,6,local,24,200,2000,130.80898095478048,0.0009510133033480994,3.0315,0.004,0.25666666666666665,0.03,6,0.464,0.6669924999999999,0.5387500000000001,0.97,False,0.011533107525198538,False,0.0014552352904406707,0.025,0.005,0.935,0.925,0.94,0.7591526120937886,0.895516248457425,13,0.4899496977763985,164,139,78,1.1012103468549883,200
par,6,local,25,200,2000,145.8648920471532,0.0009458511924039186,3.0245,0.002,0.61,0.01,2,0.494,0.67289,0.5318,0.985,False,0.05583916669349831,True,5.551115123125783e-15,0.02,0.01,0.925,0.92,0.935,0.8666666666666667,0.8926126126126126,15,0.6593746317082108,172,124,71,0.9090906923799031,200
par,6,local,26,200,2000,161.83290008299872,0.000979915104947339,3.0415,0.0,0.5166666666666667,0.005,1,0.4965,0.6833925000000001,0.56295,0.995,False,0.006187665007267862,True,-1.7763568394002505e-15,0.025,0.02,0.915,0.92,0.925,0.8224043715846995,0.9132111861137898,17,0.5904571568192909,185,157,78,1.0367546067340871,200
par,6,local,27,200,2000,153.31950054681317,0.0009083390519737767,2.93,0.001,0.56,0.005,1,0.4985,0.6730375,0.5564,0.995,False,0.003645340657760787,True,-1.1102230246251565e-15,0.005,0.01,0.95,0.955,0.95,0.8065789473684211,0.87,10,0.5393448327664456,184,150,73,1.031080564298898,200
par,6,local,28,200,2000,140.43918632953856,0.0009625665787108114,3.0045,0.0025,0.30333333333333334,0.035,7,0.4675,0.6650849999999999,0.54375,0.965,False,0.05511967571754961,True,-6.439293542825908e-15,0.035,0.01,0.905,0.89,0.905,0.688572259377726,0.8810700785111951,19,0.5088870364697308,175,145,70,1.0517632071906184,200
par,6,local,29,200,2000,167.2856467599184,0.0009174248855573381,3.033,0.0,0.2833333333333333,0.02,4,0.472,0.666215,0.55805,0.98,False,0.007927280964848071,False,0.000441439163854751,0.015,0.005,0.935,0.945,0.94,0.7721102426984779,0.9103249691484986,13,0.5841252441516841,182,144,59,0.9647857275397943,200
par,6,local,30,200,2000,176.29551177905992,0.0009400153568216804,3.078,0.0005,0.15,0.015,3,0.461,0.6612075000000001,0.54345,0.985,False,0.011762777900604426,False,5.274256006160272e-05,0.04,0.025,0.965,0.95,0.97,0.8800888230940045,0.9059955588452998,7,0.5616080511099713,177,142,61,1.0740856561076486,200
par,6,local,31,200,2000,176.33651966669072,0.0009028399245380342,2.9345,0.0055,0.11666666666666667,0.01,2,0.455,0.66172,0.5437500000000001,0.99,False,0.0057135034210034075,False,0.0010616520771007387,0.0,0.01,0.91,0.92,0.92,0.8351648351648352,0.9423076923076923,18,0.4233827333162553,176,146,64,0.9783130186253802,200
par,6,local,32,200,2000,154.47475560560247,0.0009090990174911298,3.05,0.002,0.5233333333333333,0.005,1,0.499,0.651285,0.5495500000000001,0.995,False,0.004338477179433919,True,-5.88418203051333e-15,0.01,0.005,0.945,0.94,0.95,0.7683982683982684,0.8335738335738335,11,0.5350299132270137,180,129,56,0.9560334426032747,200
par,6,local,33,200,2000,146.72444431790436,0.0009589127291352694,3.006,0.004,0.6,0.005,1,0.494,0.6843675000000001,0.5519000000000001,0.995,False,0.0024199665104400747,True,-1.3322676295501878e-15,0.01,0.015,0.955,0.96,0.95,0.6538685282140779,0.8452588714368819,9,0.5678124619175078,181,149,82,0.9498896818247553,200
par,6,local,34,200,2000,153.15222449129385,0.0009106284827587946,3.0005,0.002,0.21,0.05,10,0.4155,0.6692975000000001,0.5245,0.95,False,0.04649607553233004,False,0.0007976413966870322,0.025,0.025,0.915,0.925,0.93,0.907103825136612,0.9135326261652202,17,0.570816010845292,174,139,64,0.9495493726498474,200
par,6,local,35,200,2000,159.49145633026623,0.0009151429575213697,2.933,0.002,0.58,0.02,4,0.484,0.6794899999999999,0.5505500000000001,0.98,False,0.039659881573837596,True,2.4424906541753444e-15,0.03,0.01,0.93,0.93,0.93,0.868663594470046,0.9247311827956989,14,0.572983568907108,180,153,78,1.0666852637623827,200
par,6,local,36,200,2000,171.7776832079755,0.000936526822088758,3.042,0.0,0.03,0.025,5,0.4865,0.65829,0.52885,0.97,False,0.015876706353686876,False,0.00017975457940844208,0.015,0.01,0.915,0.925,0.925,0.7757955641272902,0.8993892639022822,17,0.5915720563801982,160,128,61,1.077646913330924,200
par,6,local,37,200,2000,164.34606035637614,0.0009476340389807157,3.1245,0.0005,0.18666666666666668,0.035,7,0.4705,0.6647624999999999,0.5547,0.965,False,0.030712180795295696,False,0.0015244008192845104,0.035,0.035,0.935,0.94,0.96,0.8681612505141917,0.932538050185109,13,0.5194264785253498,180,149,62,0.9750018527005294,200
par,6,local,38,200,2000,172.76673476121192,0.0009379689615190349,3.01,0.0045,0.25333333333333335,0.03,6,0.464,0.6700175,0.54705,0.97,False,0.02206716155541777,False,0.00013978444335482898,0.02,0.01,0.92,0.92,0.92,0.8659986413043478,0.8960597826086957,16,0.6552323230312485,179,143,74,0.9420555584104977,200
par,6,local,39,200,2000,167.42037661393772,0.0009140235112442162,2.9515,0.001,0.24,0.0,0,0.503,0.6569375,0.5434,1.0,True,-7.438494264988549e-15,True,-7.438494264988549e-15,0.005,0.005,0.94,0.94,0.945,0.931959219858156,0.9539007092198581,12,0.5352861510867464,175,123,61,1.1259077263130843,200
par,6,local,40,200,2000,175.09507844950576,0.0009269575962018828,3.04,0.004,0.57,0.035,7,0.4515,0.6719300000000001,0.54005,0.965,False,0.04168711627805077,True,-1.7763568394002505e-15,0.035,0.0,0.93,0.935,0.93,0.8104838709677419,0.9139784946236559,14,0.5308556277897057,173,140,82,1.0996630451621463,200
par,6,local,41,200,2000,170.2811188416107,0.0009336427876063852,3.06,0.0005,0.36333333333333334,0.03,6,0.4825,0.6614275000000001,0.5429,0.97,False,0.0345422595944922,True,-8.992806499463768e-15,0.025,0.025,0.91,0.9,0.925,0.91498778998779,0.905982905982906,18,0.6035790928187508,174,124,67,0.9965978390552976,200
par,6,local,42,200,2000,164.1457622677184,0.0009285398545726112,2.951,0.0015,0.21333333333333335,0.045,9,0.473,0.6634524999999999,0.52995,0.955,False,0.04138559856827939,False,0.0009763763035222084,0.025,0.02,0.92,0.915,0.93,0.9052309782608695,0.9354619565217391,16,0.563488804612531,169,130,70,0.9801834225721174,200
par,6,local,43,200,2000,190.99264827604821,0.0009462720804597187,3.0605,0.002,0.08666666666666667,0.015,3,0.467,0.6565274999999999,0.5447500000000001,0.985,False,0.007032418989116662,True,1.5543122344752192e-15,0.01,0.015,0.92,0.925,0.925,0.8429008152173914,0.8855298913043478,16,0.5343855601845193,174,134,66,0.9726146316368718,200
par,6,local,44,200,2000,133.74076875417722,0.000907900317341601,2.968,0.001,0.24333333333333335,0.02,4,0.487,0.6749575,0.563,0.975,False,0.008307917414070776,False,0.001055205841458573,0.02,0.0,0.93,0.945,0.93,0.8417818740399385,0.9059139784946236,14,0.5735073815466549,185,152,73,1.0316095342585823,200
par,6,local,45,200,2000,176.06770905695356,0.0009225475562219606,3.015,0.002,0.5733333333333334,0.01,2,0.493,0.66999,0.53445,0.99,False,0.007296566517169811,True,1.9984014443252818e-15,0.01,0.0,0.905,0.905,0.905,0.8655132305902878,0.9104390811282349,19,0.6430753584033931,172,135,70,1.0713877881701828,199
par,6,local,46,200,2000,165.257996226697,0.0009273469430282411,3.0305,0.0,0.3566666666666667,0.03,6,0.475,0.6662824999999999,0.53495,0.97,False,0.026942551289011574,True,-4.773959005888173e-15,0.035,0.035,0.91,0.9,0.915,0.8514957264957265,0.8363858363858364,18,0.5412752195084891,168,133,73,1.0397543862047807,200
par,6,local,47,200,2000,176.58233660680156,0.0009436908540728478,3.044,0.0005,0.043333333333333335,0.01,2,0.4925,0.6648900000000001,0.5309,0.99,False,0.0036651874593580658,False,0.00039752583403518393,0.05,0.06,0.915,0.915,0.935,0.8638701382192221,0.926711668273867,17,0.53283153280916,167,124,67,0.8858942345044237,200
par,6,local,48,200,2000,162.7005815240604,0.0009410601954021868,3.041,0.0,0.2733333333333333,0.005,1,0.49,0.67088,0.5358,0.995,False,0.0002594617845042002,False,0.0002594617845042002,0.01,0.005,0.955,0.95,0.95,0.8027923211169284,0.8464223385689355,9,0.6313025838873408,171,147,72,1.2100243384923446,200
par,6,local,49,200,2000,139.38300638205737,0.0009514971829087679,3.048,0.0015,0.13,0.025,5,0.49,0.66928,0.5379,0.975,False,0.016048045149172463,False,0.0002719832750859297,0.04,0.015,0.93,0.925,0.93,0.8650153609831029,0.9447004608294931,14,0.5034953885082866,164,129,78,1.0669942308200533,200
par,8,local,0,200,2000,183.85927109857013,0.0006114481664168317,1.629,0.0,0.18333333333333332,0.02,4,0.473,0.678025,0.54195,0.98,False,0.009450972065256691,True,-2.4424906541753444e-15,0.03,0.01,0.93,0.93,0.93,0.8406298003072197,0.9500768049155146,14,0.5255293313765773,176,149,77,1.0462033242373414,200
par,8,local,1,200,2000,151.69077186786473,0.0006266457071467341,1.618,0.001,0.5666666666666667,0.01,2,0.476,0.68863,0.5720500000000001,0.99,False,0.007341253403179371,True,4.440892098500626e-16,0.01,0.0,0.895,0.895,0.895,0.8324022346368715,0.8693801542963554,21,0.617186679989306,188,164,76,0.9208957303233407,200
par,8,local,2,200,2000,169.6365926440136,0.0005882808045975924,1.636,0.001,0.5266666666666666,0.01,2,0.488,0.6775200000000001,0.5622,0.99,False,0.003293044010750368,True,7.327471962526033e-15,0.02,0.02,0.945,0.955,0.945,0.9576719576719577,0.9292929292929293,11,0.5776032968357356,183,155,77,1.121185733517036,200
par,8,local,3,200,2000,191.7790015092088,0.0005805726926535763,1.6715,0.002,0.2633333333333333,0.02,4,0.4755,0.6556000000000001,0.54645,0.98,False,0.02416472336252884,False,0.00017958071378543217,0.045,0.035,0.94,0.94,0.945,0.8958333333333334,0.9485815602836879,12,0.5145665577587167,178,146,53,0.9776169899602342,200
par,8,local,4,200,2000,165.68715501404577,0.0005744524097953336,1.5875,0.004,0.28,0.005,1,0.481,0.6967725,0.57295,0.995,False,0.00023973812643185433,False,0.00023973812643185433,0.005,0.0,0.92,0.915,0.92,0.833389945652174,0.8845108695652174,16,0.5679027577114067,187,164,93,0.9663905224129988,200
par,8,local,5,200,2000,166.15534709664018,0.0005768855587204102,1.5665,0.002,0.36,0.01,2,0.494,0.6814599999999998,0.5619500000000001,0.99,False,0.0066846365840023125,True,6.8833827526759706e-15,0.04,0.03,0.94,0.93,0.95,0.7668439716312057,0.9055851063829787,12,0.5912379555036726,183,151,80,0.9890309632628101,200
par,8,local,6,200,2000,177.9698534961749,0.0005918913718143403,1.6255,0.0,0.29,0.005,1,0.4775,0.6592675,0.5503,0.995,False,0.000586349666533259,True,8.881784197001252e-15,0.025,0.02,0.94,0.945,0.94,0.7340425531914894,0.8909574468085106,12,0.5169813324751943,180,140,58,1.0078309612997942,200
par,8,local,7,200,2000,141.76301545038564,0.0005817025532232147,1.6155,0.006,0.5066666666666667,0.015,3,0.491,0.67051,0.53095,0.985,False,0.006985262199451059,True,7.549516567451064e-15,0.03,0.015,0.955,0.95,0.96,0.7603257707969749,0.9168121000581734,9,0.5693284941504857,161,123,80,1.0104912899242517,200
par,8,local,8,200,2000,165.7363365175304,0.0005743822628683974,1.6265,0.001,0.30666666666666664,0.025,5,0.4685,0.6920750000000001,0.5536,0.975,False,0.008536896877574751,False,0.0022618342521996126,0.01,0.035,0.95,0.935,0.935,0.8513157894736842,0.8984210526315789,10,0.5878528069413308,180,159,78,1.099923090838351,199
par,8,local,9,200,2000,164.4281045222076,0.0005746792263868639,1.5805,0.0015,0.37666666666666665,0.02,4,0.4925,0.6783024999999999,0.552,0.98,False,0.012376440131644184,False,0.001316512612922205,0.035,0.015,0.9,0.89,0.905,0.7743055555555556,0.9094444444444445,20,0.6495120774550214,183,159,80,0.9195921754218637,199
par,8,local,10,200,2000,189.47549954139728,0.0005805777446275688,1.6105,0.0025,0.21666666666666667,0.01,2,0.4985,0.6576249999999999,0.5508500000000001,0.99,False,0.003520437313321967,True,8.43769498715119e-15,0.02,0.01,0.935,0.925,0.925,0.7435211846976553,0.8416289592760181,13,0.444371089201634,180,128,59,0.9395684957833358,200
par,8,local,11,200,2000,205.61350092888324,0.0005751545312346659,1.566,0.0005,0.3433333333333333,0.0,0,0.501,0.6669499999999999,0.5443,1.0,True,4.6629367034256575e-15,True,4.6629367034256575e-15,0.01,0.01,0.915,0.915,0.905,0.8333333333333334,0.9215686274509803,17,0.5432894031832953,175,143,66,1.0776565047607132,200
par,8,local,12,200,2000,151.00059924385562,0.0005807829390306878,1.6115,0.0005,0.04666666666666667,0.01,2,0.4795,0.6841750000000001,0.5661,0.99,False,0.0012403521506061388,False,0.0012403521506061388,0.01,0.02,0.95,0.94,0.94,0.8578947368421053,0.9052631578947369,10,0.5620799188717152,183,162,74,1.025711196517279,200
par,8,local,13,200,2000,148.97524955721082,0.0005890577221389671,1.605,0.002,0.20666666666666667,0.01,2,0.492,0.68916,0.5658,0.99,False,0.0017126493756713934,False,0.0017126493756713934,0.02,0.03,0.93,0.92,0.92,0.7713133640552995,0.8083717357910907,14,0.5724117799055584,182,159,78,1.1180908325910726,199
par,8,local,14,200,2000,180.6468673039119,0.0005848184237883775,1.6075,0.001,0.3,0.03,6,0.475,0.6767325,0.5338,0.97,False,0.021727811862898516,True,5.995204332975845e-15,0.045,0.045,0.895,0.895,0.94,0.7571162543229583,0.8895982974195265,21,0.5695526509459296,170,142,74,1.0361004015063038,197
par,8,local,15,200,2000,174.81055856875295,0.0005772955367318446,1.601,0.003,0.18,0.065,13,0.4325,0.6760325,0.52945,0.935,False,0.027851368714430835,False,0.003157964037731942,0.04,0.035,0.915,0.94,0.95,0.9358727097396335,0.9360334297653488,17,0.5571810122272659,167,144,80,1.0104674771740774,200
par,8,local,16,200,2000,147.53273706778324,0.0005708942523734935,1.571,0.004,0.24333333333333335,0.015,3,0.4715,0.6839449999999999,0.5527000000000001,0.985,False,0.02964194142368437,True,-2.1094237467877974e-15,0.02,0.015,0.95,0.955,0.955,0.8471052631578947,0.9105263157894737,10,0.49014986913601033,181,153,82,1.0464160275153622,200
par,8,local,17,200,2000,148.15798259372346,0.0005680675142428882,1.5505,0.0025,0.14666666666666667,0.06,12,0.414,0.6848675,0.53945,0.94,False,0.04840335614654023,False,0.0002528744448697662,0.07,0.02,0.925,0.895,0.93,0.7001801801801801,0.8533333333333334,15,0.580205502215299,174,146,88,0.95387808143001,200
par,8,local,18,200,2000,153.0385782515531,0.0005927774262868817,1.6075,0.0015,0.24,0.015,3,0.463,0.692135,0.5577500000000001,0.985,False,0.012631636562059123,False,0.0009892893001897107,0.015,0.03,0.895,0.9,0.905,0.8192338387869114,0.9010375099760575,21,0.4886017898898993,181,160,83,1.0019023887074403,200
par,8,local,19,200,2000,175.2945958098253,0.0006295602358819735,1.623,0.0,0.24666666666666667,0.015,3,0.486,0.66577,0.53895,0.985,False,0.008200113665454367,False,3.1454608992564914e-05,0.005,0.01,0.905,0.91,0.905,0.88601337598139,0.9345740040709508,19,0.6002869233274076,176,145,71,1.0006893512980677,200
par,8,local,20,200,2000,170.86557057389228,0.0005896843788108434,1.636,0.003,0.44333333333333336,0.015,3,0.4825,0.67214,0.5503,0.985,False,0.02176821487840197,True,2.220446049250313e-16,0.015,0.0,0.955,0.95,0.955,0.8414776032577079,0.9284467713787086,9,0.4948986597640076,180,147,70,1.089662720438786,200
par,8,local,21,200,2000,161.56269769538312,0.0005931204142929408,1.605,0.002,0.01,0.04,8,0.453,0.6912299999999999,0.5507000000000001,0.955,False,0.07069083394265685,True,3.1086244689504383e-15,0.06,0.03,0.95,0.945,0.94,0.7968421052631579,0.8184210526315789,10,0.4459995412617931,180,161,88,1.0065927922543982,199
par,8,local,22,200,2000,149.14596939107645,0.0006002619525240736,1.6235,0.0015,0.4033333333333333,0.035,7,0.479,0.6819124999999999,0.53845,0.965,False,0.02356493386663394,True,6.661338147750939e-15,0.04,0.015,0.93,0.915,0.92,0.7494239631336406,0.8809523809523809,14,0.5642007090521794,175,151,80,0.9209031602815694,200
par,8,local,23,200,2000,150.31754335135673,0.0005899836801597604,1.5865,0.0005,0.5733333333333334,0.01,2,0.4725,0.6816424999999999,0.56285,0.99,False,0.0026330688604851993,True,4.440892098500626e-16,0.0,0.01,0.945,0.945,0.945,0.7275132275132276,0.9033189033189033,11,0.5607290787680075,184,152,80,0.9392775615649307,200
par,8,local,24,200,2000,130.80898095478048,0.0006059869370317088,1.5925,0.007,0.26,0.01,2,0.4595,0.7001850000000001,0.5814,0.99,False,0.0021311705104247736,True,6.439293542825908e-15,0.005,0.005,0.935,0.935,0.94,0.8142739613327848,0.895516248457425,13,0.5510917058658483,188,173,92,0.8616991526449806,199
par,8,local,25,200,2000,145.8648920471532,0.0005952351964021065,1.619,0.001,0.6066666666666667,0.0,0,0.505,0.6920099999999999,0.5468000000000001,1.0,True,5.551115123125783e-15,True,5.551115123125783e-15,0.01,0.01,0.925,0.925,0.935,0.8827027027027027,0.8926126126126126,15,0.6494884764886995,178,160,82,0.9558572023642984,200
par,8,local,26,200,2000,161.83290008299872,0.0005983112373812538,1.585,0.003,0.5966666666666667,0.0,0,0.503,0.6965749999999999,0.5693,1.0,True,-1.7763568394002505e-15,True,-1.7763568394002505e-15,0.02,0.02,0.915,0.915,0.925,0.8283510125361621,0.9132111861137898,17,0.5549069925249162,186,164,88,0.9919203423291242,200
par,8,local,27,200,2000,153.31950054681317,0.0005930252598701409,1.6115,0.0025,0.5366666666666666,0.03,6,0.4775,0.6891700000000001,0.57575,0.97,False,0.017612186438765276,True,-1.1102230246251565e-15,0.02,0.01,0.95,0.94,0.95,0.8055263157894736,0.87,10,0.49465790309894386,189,160,89,0.8642935935270861,200
par,8,local,28,200,2000,140.43918632953856,0.0005860241509244138,1.574,0.0095,0.2966666666666667,0.01,2,0.477,0.6936275000000001,0.5631,0.99,False,0.016201163285904485,True,-6.439293542825908e-15,0.02,0.01,0.905,0.905,0.905,0.7035475428903751,0.8810700785111951,19,0.5596495984593074,186,151,90,0.9199791654514534,200
par,8,local,29,200,2000,167.2856467599184,0.0005987043028487361,1.629,0.0045,0.25333333333333335,0.02,4,0.464,0.6790424999999999,0.5714,0.98,False,0.007927280964848071,False,0.000441439163854751,0.015,0.005,0.935,0.945,0.94,0.7653229123817359,0.9103249691484986,13,0.5870479610293999,187,161,66,1.052150432258078,199
par,8,local,30,200,2000,176.29551177905992,0.0005881238035983059,1.5965,0.0015,0.08333333333333333,0.01,2,0.474,0.68412,0.568,0.99,False,0.001393018059867135,False,5.274256006160272e-05,0.035,0.025,0.965,0.955,0.97,0.8638045891931903,0.9059955588452998,7,0.5309115795731697,184,166,78,0.8928882343232587,200
par,8,local,31,200,2000,176.33651966669072,0.0005795365627184627,1.588,0.0055,0.12666666666666668,0.015,3,0.4465,0.68395,0.58355,0.985,False,0.005188563979070082,False,0.0007619323158385427,0.005,0.01,0.91,0.915,0.92,0.8443223443223443,0.9423076923076923,18,0.48828027092076287,192,167,68,0.9332506045198354,200
