geom,m,solver,rep,B,gamma,n_margin,p_miss_emp,union_binom,union_hoeff,p_miss_all_emp
par,12,exact,37,10,0.05,190,0.85,1.0,1.0,0.995
par,12,exact,37,10,0.1,188,0.72,1.0,1.0,0.995
par,12,exact,37,10,0.2,182,0.345,1.0,1.0,0.995
par,12,exact,37,25,0.05,190,0.625,1.0,1.0,0.985
par,12,exact,37,25,0.1,188,0.3349999999999999,0.5844662628219542,1.0,0.985
par,12,exact,37,25,0.2,182,0.05,0.0742309094312052,0.9812797361271264,0.985
par,12,exact,37,50,0.05,190,0.425,0.5471756558226448,1.0,0.965
par,12,exact,37,50,0.1,188,0.18,0.1913610143053309,1.0,0.965
par,12,exact,37,50,0.2,182,0.005,0.0030365095025728,0.0514038093658887,0.965
par,12,exact,37,100,0.05,190,0.18,0.2352921167919473,1.0,0.925
par,12,exact,37,100,0.1,188,0.02,0.0318876805032067,0.2368908766565856,0.925
par,12,exact,37,100,0.2,182,0.0,9.851930684612364e-06,0.0003210838380751,0.925
par,12,exact,37,200,0.05,190,0.1049999999999999,0.0878521150788378,0.439574841127599,0.91
par,12,exact,37,200,0.1,188,0.0,0.0013636760863739,0.0142028554299928,0.91
par,12,exact,37,200,0.2,182,0.0,3.3043245523214285e-10,3.09210360098776e-08,0.91
par,12,exact,37,400,0.05,190,0.025,0.0228852944501861,0.1387081664829667,0.865
par,12,exact,37,400,0.1,188,0.0,4.248023447220008e-06,6.749057026151511e-05,0.865
par,12,exact,37,400,0.2,182,0.0,9.89764745558388e-19,6.766164617064875e-16,0.865
par,12,exact,37,1000,0.05,190,0.0,0.0007637158392906,0.0067385751548861,0.96
par,12,exact,37,1000,0.1,188,0.0,3.991219110321429e-13,1.4063690223946963e-11,0.96
par,12,exact,37,1000,0.2,182,0.0,5.987010535065709e-44,1.1459738258707143e-38,0.96
par,12,exact,38,5,0.05,195,0.95,1.0,1.0,0.975
par,12,exact,38,5,0.1,190,0.83,1.0,1.0,0.975
par,12,exact,38,5,0.2,175,0.665,1.0,1.0,0.975
par,12,exact,38,10,0.05,195,0.895,1.0,1.0,0.965
par,12,exact,38,10,0.1,190,0.6950000000000001,1.0,1.0,0.965
par,12,exact,38,10,0.2,175,0.485,1.0,1.0,0.965
par,12,exact,38,25,0.05,195,0.64,1.0,1.0,0.89
par,12,exact,38,25,0.1,190,0.3149999999999999,0.8484308248192065,1.0,0.89
par,12,exact,38,25,0.2,175,0.0749999999999999,0.1601291968516308,1.0,0.89
par,12,exact,38,50,0.05,195,0.4449999999999999,1.0,1.0,0.87
par,12,exact,38,50,0.1,190,0.1149999999999999,0.1921458080828737,1.0,0.87
par,12,exact,38,50,0.2,175,0.015,0.011003275837282,0.1417481687437193,0.87
par,12,exact,38,100,0.05,195,0.27,0.4907588000734381,1.0,0.87
par,12,exact,38,100,0.1,190,0.04,0.0259428024626979,0.1905815073863938,0.87
par,12,exact,38,100,0.2,175,0.0,7.110760670337852e-05,0.0017640009827644,0.87
par,12,exact,38,200,0.05,195,0.1099999999999999,0.1786666839606378,0.94116108104274,0.93
par,12,exact,38,200,0.1,190,0.005,0.0019067609719251,0.0167088524279779,0.93
par,12,exact,38,200,0.2,175,0.0,5.2967236712188435e-09,3.776891106440652e-07,0.93
par,12,exact,38,400,0.05,195,0.01,0.0376886890147931,0.243550130073875,0.955
par,12,exact,38,400,0.1,190,0.0,2.063784600784288e-05,0.0002634527511742,0.955
par,12,exact,38,400,0.2,175,0.0,5.585996214695265e-17,2.398433435277652e-14,0.955
par,12,exact,38,1000,0.05,195,0.0,0.0008798841543533,0.008044307084611,1.0
par,12,exact,38,1000,0.1,190,0.0,4.4230513170271547e-11,1.1261061950288544e-09,1.0
par,12,exact,38,1000,0.2,175,0.0,2.9760893165585513e-40,1.4455567043573488e-35,1.0
par,12,exact,39,5,0.05,195,0.93,1.0,1.0,0.985
par,12,exact,39,5,0.1,192,0.85,1.0,1.0,0.985
par,12,exact,39,5,0.2,177,0.515,1.0,1.0,0.985
par,12,exact,39,10,0.05,195,0.935,1.0,1.0,1.0
par,12,exact,39,10,0.1,192,0.845,1.0,1.0,1.0
par,12,exact,39,10,0.2,177,0.43,1.0,1.0,1.0
par,12,exact,39,25,0.05,195,0.675,1.0,1.0,0.97
par,12,exact,39,25,0.1,192,0.475,0.9346969956793226,1.0,0.97
par,12,exact,39,25,0.2,177,0.04,0.0943872744836364,1.0,0.97
par,12,exact,39,50,0.05,195,0.47,0.7223753632760369,1.0,0.88
par,12,exact,39,50,0.1,192,0.17,0.2755476483087143,1.0,0.88
par,12,exact,39,50,0.2,177,0.0,0.0038387424970474,0.0646377904342026,0.88
par,12,exact,39,100,0.05,195,0.245,0.2798046241877601,1.0,0.835
par,12,exact,39,100,0.1,192,0.0649999999999999,0.049691217074531,0.3454217965349212,0.835
par,12,exact,39,100,0.2,177,0.0,1.448853698798529e-05,0.0004388059295119,0.835
par,12,exact,39,200,0.05,195,0.035,0.0900142857042927,0.4749505279696593,0.76
par,12,exact,39,200,0.1,192,0.005,0.0035505410205719,0.0319600122632612,0.76
par,12,exact,39,200,0.2,177,0.0,6.041113688253468e-10,5.245526547241425e-08,0.76
par,12,exact,39,400,0.05,195,0.015,0.0209053441097678,0.1293805383928912,0.6599999999999999
par,12,exact,39,400,0.1,192,0.0,3.290930714504919e-05,0.0004294510143026,0.6599999999999999
par,12,exact,39,400,0.2,177,0.0,2.7675224946720453e-18,1.595856275757629e-15,0.6599999999999999
par,12,exact,39,1000,0.05,195,0.0,0.0006121858951988,0.0055059973220016,0.73
par,12,exact,39,1000,0.1,192,0.0,5.6062744285068636e-11,1.4533462429724871e-09,0.73
par,12,exact,39,1000,0.2,177,0.0,7.46292245032901e-43,9.151215638336712e-38,0.73
par,12,exact,40,5,0.05,195,0.945,1.0,1.0,0.99
par,12,exact,40,5,0.1,190,0.86,1.0,1.0,0.99
par,12,exact,40,5,0.2,178,0.5549999999999999,1.0,1.0,0.99
par,12,exact,40,10,0.05,195,0.935,1.0,1.0,0.98
par,12,exact,40,10,0.1,190,0.79,1.0,1.0,0.98
par,12,exact,40,10,0.2,178,0.3399999999999999,1.0,1.0,0.98
par,12,exact,40,25,0.05,195,0.69,1.0,1.0,0.87
par,12,exact,40,25,0.1,190,0.4499999999999999,0.9311093018622304,1.0,0.87
par,12,exact,40,25,0.2,178,0.055,0.0970334484695992,1.0,0.87
par,12,exact,40,50,0.05,195,0.475,0.9520262897611282,1.0,0.815
par,12,exact,40,50,0.1,190,0.155,0.2911763051039998,1.0,0.815
par,12,exact,40,50,0.2,178,0.0,0.0045930162642909,0.0711815815679172,0.815
par,12,exact,40,100,0.05,195,0.275,0.3619890042470687,1.0,0.685
par,12,exact,40,100,0.1,190,0.05,0.0473096087767602,0.3506564021497086,0.685
par,12,exact,40,100,0.2,178,0.0,2.039784331958168e-05,0.0005824527467373,0.685
par,12,exact,40,200,0.05,195,0.0699999999999999,0.1080893755432132,0.5865805954880869,0.625
par,12,exact,40,200,0.1,190,0.0,0.0021941893230499,0.0222312340221296,0.625
par,12,exact,40,200,0.2,178,0.0,9.665757026456568e-10,8.088734781853868e-08,0.625
par,12,exact,40,400,0.05,195,0.01,0.0232387493808988,0.1456686529263494,0.47
par,12,exact,40,400,0.1,190,0.0,8.803346337246719e-06,0.000133181567876,0.47
par,12,exact,40,400,0.2,178,0.0,4.57089015308616e-18,2.640508898250332e-15,0.47
par,12,exact,40,1000,0.05,195,0.0,0.0006853421919164,0.0061113527650855,0.3249999999999999
par,12,exact,40,1000,0.1,190,0.0,1.678683743359488e-12,5.492681275254785e-11,0.3249999999999999
par,12,exact,40,1000,0.2,178,0.0,1.3292776335596198e-42,1.5562609610499157e-37,0.3249999999999999
par,12,exact,41,5,0.05,194,0.94,1.0,1.0,0.995
par,12,exact,41,5,0.1,188,0.8200000000000001,1.0,1.0,0.995
par,12,exact,41,5,0.2,178,0.5700000000000001,1.0,1.0,0.995
par,12,exact,41,10,0.05,194,0.885,1.0,1.0,0.995
par,12,exact,41,10,0.1,188,0.72,1.0,1.0,0.995
par,12,exact,41,10,0.2,178,0.4,1.0,1.0,0.995
par,12,exact,41,25,0.05,194,0.685,1.0,1.0,0.96
par,12,exact,41,25,0.1,188,0.355,0.6368196210910855,1.0,0.96
par,12,exact,41,25,0.2,178,0.035,0.0715065322053666,0.961616128611674,0.96
par,12,exact,41,50,0.05,194,0.5449999999999999,0.9819884436855828,1.0,0.96
par,12,exact,41,50,0.1,188,0.135,0.17222569350148,1.0,0.96
par,12,exact,41,50,0.2,178,0.005,0.003308448269433,0.0520162013688379,0.96
par,12,exact,41,100,0.05,194,0.295,0.3941576518805296,1.0,0.85
par,12,exact,41,100,0.1,188,0.0,0.0241413174946238,0.1851035658370674,0.85
par,12,exact,41,100,0.2,178,0.0,1.3460572650458286e-05,0.000400363543376,0.85
par,12,exact,41,200,0.05,194,0.0849999999999999,0.1038560936488192,0.6210220660591166,0.6699999999999999
par,12,exact,41,200,0.1,188,0.0,0.0010733672325276,0.0108395945573455,0.6699999999999999
par,12,exact,41,200,0.2,178,0.0,5.440002513589125e-10,4.833696564933542e-08,0.6699999999999999
par,12,exact,41,400,0.05,194,0.005,0.0137339593494552,0.0995961775669494,0.725
par,12,exact,41,400,0.1,188,0.0,4.829315816901401e-06,7.127763465821878e-05,0.725
par,12,exact,41,400,0.2,178,0.0,1.9685664441525574e-18,1.2483706799806501e-15,0.725
par,12,exact,41,1000,0.05,194,0.0,0.0001340727068326,0.0013694930186151,0.6
par,12,exact,41,1000,0.1,188,0.0,1.2010774266707929e-12,3.850462221961617e-11,0.6
par,12,exact,41,1000,0.2,178,0.0,2.7400332088987047e-43,4.0233317454333495e-38,0.6
par,12,exact,42,5,0.05,194,0.94,1.0,1.0,0.99
par,12,exact,42,5,0.1,185,0.8049999999999999,1.0,1.0,0.99
par,12,exact,42,5,0.2,177,0.585,1.0,1.0,0.99
par,12,exact,42,10,0.05,194,0.95,1.0,1.0,1.0
par,12,exact,42,10,0.1,185,0.76,1.0,1.0,1.0
par,12,exact,42,10,0.2,177,0.43,1.0,1.0,1.0
par,12,exact,42,25,0.05,194,0.87,1.0,1.0,0.97
par,12,exact,42,25,0.1,185,0.3349999999999999,0.6737128922532196,1.0,0.97
par,12,exact,42,25,0.2,177,0.04,0.1225473712947833,1.0,0.97
par,12,exact,42,50,0.05,194,0.725,1.0,1.0,0.96
par,12,exact,42,50,0.1,185,0.16,0.1843676994852395,1.0,0.96
par,12,exact,42,50,0.2,177,0.005,0.006719372779711,0.0968237931436705,0.96
par,12,exact,42,100,0.05,194,0.415,0.8066101734699331,1.0,0.915
par,12,exact,42,100,0.1,185,0.02,0.0254586674273768,0.1978618054702004,0.915
par,12,exact,42,100,0.2,177,0.0,3.3098899221813785e-05,0.0009146556826123,0.915
par,12,exact,42,200,0.05,194,0.16,0.2895958469055577,1.0,0.9
par,12,exact,42,200,0.1,185,0.0,0.0010589484776199,0.0107982592532506,0.9
par,12,exact,42,200,0.2,177,0.0,1.61382607256456e-09,1.3462888435908618e-07,0.9
par,12,exact,42,400,0.05,194,0.01,0.0588401842000296,0.3871373812456169,0.99
par,12,exact,42,400,0.1,185,0.0,4.769507838734094e-06,7.019063139652518e-05,0.99
par,12,exact,42,400,0.2,177,0.0,8.223376874168744e-18,4.553338661713176e-15,0.99
par,12,exact,42,1000,0.05,194,0.0,0.0010925735543131,0.0103714422931932,1.0
par,12,exact,42,1000,0.1,185,0.0,1.2009393324615728e-12,3.849649947841525e-11,1.0
par,12,exact,42,1000,0.2,177,0.0,4.0712974927539695e-42,4.069806377636827e-37,1.0
par,12,exact,43,5,0.05,196,0.935,1.0,1.0,0.975
par,12,exact,43,5,0.1,192,0.86,1.0,1.0,0.975
par,12,exact,43,5,0.2,171,0.5549999999999999,1.0,1.0,0.975
par,12,exact,43,10,0.05,196,0.915,1.0,1.0,0.975
par,12,exact,43,10,0.1,192,0.84,1.0,1.0,0.975
par,12,exact,43,10,0.2,171,0.475,1.0,1.0,0.975
par,12,exact,43,25,0.05,196,0.74,1.0,1.0,0.905
par,12,exact,43,25,0.1,192,0.5349999999999999,1.0,1.0,0.905
par,12,exact,43,25,0.2,171,0.055,0.1241680856650433,1.0,0.905
par,12,exact,43,50,0.05,196,0.54,1.0,1.0,0.885
par,12,exact,43,50,0.1,192,0.27,0.5566370287090199,1.0,0.885
par,12,exact,43,50,0.2,171,0.01,0.0058259938119816,0.0919909894966918,0.885
par,12,exact,43,100,0.05,196,0.235,0.4639151267672639,1.0,0.81
par,12,exact,43,100,0.1,192,0.05,0.0979541571886215,0.6992058265952803,0.81
par,12,exact,43,100,0.2,171,0.0,2.0172287667146383e-05,0.0006492560510746,0.81
par,12,exact,43,200,0.05,196,0.0899999999999999,0.1411104539664648,0.77401457956636,0.815
par,12,exact,43,200,0.1,192,0.005,0.0060533546039203,0.056186424210661,0.815
par,12,exact,43,200,0.2,171,0.0,5.897937152495524e-10,5.925571271262015e-08,0.815
par,12,exact,43,400,0.05,196,0.01,0.0268698008228117,0.1787892720656653,0.825
par,12,exact,43,400,0.1,192,0.0,5.080258769341464e-05,0.0006681903236738,0.825
par,12,exact,43,400,0.2,171,0.0,1.3066545322448902e-18,9.805057459614053e-16,0.825
par,12,exact,43,1000,0.05,196,0.0,0.0004405733456173,0.0042801005941146,0.935
par,12,exact,43,1000,0.1,192,0.0,8.200871673307409e-11,2.1392066671616844e-09,0.935
par,12,exact,43,1000,0.2,171,0.0,6.161660563565671e-44,1.2130241610536586e-38,0.935
par,12,exact,44,5,0.05,194,0.91,1.0,1.0,0.965
par,12,exact,44,5,0.1,191,0.81,1.0,1.0,0.965
par,12,exact,44,5,0.2,184,0.595,1.0,1.0,0.965
par,12,exact,44,10,0.05,194,0.9,1.0,1.0,0.98
par,12,exact,44,10,0.1,191,0.775,1.0,1.0,0.98
par,12,exact,44,10,0.2,184,0.3399999999999999,1.0,1.0,0.98
par,12,exact,44,25,0.05,194,0.6599999999999999,1.0,1.0,0.885
par,12,exact,44,25,0.1,191,0.355,0.6166883083045063,1.0,0.885
par,12,exact,44,25,0.2,184,0.05,0.0987683629562238,1.0,0.885
par,12,exact,44,50,0.05,194,0.37,0.5349661489385211,1.0,0.845
par,12,exact,44,50,0.1,191,0.14,0.183721584635326,1.0,0.845
par,12,exact,44,50,0.2,184,0.005,0.0055989721583364,0.0792910375039701,0.845
par,12,exact,44,100,0.05,194,0.15,0.1689379923079439,0.9522526256705904,0.8049999999999999
par,12,exact,44,100,0.1,191,0.015,0.029158369462911,0.2163672919710748,0.8049999999999999
par,12,exact,44,100,0.2,184,0.0,2.84317519142619e-05,0.0007771191273877,0.8049999999999999
par,12,exact,44,200,0.05,194,0.01,0.0290672097971943,0.203439967703559,0.83
par,12,exact,44,200,0.1,191,0.0,0.0014180150558022,0.0141072772090971,0.83
par,12,exact,44,200,0.2,184,0.0,1.436502063166836e-09,1.1856732189204424e-07,0.83
par,12,exact,44,400,0.05,194,0.0,0.0015159431745626,0.014045824740369,0.925
par,12,exact,44,400,0.1,191,0.0,6.846266260110179e-06,9.970432448444948e-05,0.925
par,12,exact,44,400,0.2,184,0.0,6.801222582242082e-18,3.94793525217779e-15,0.925
par,12,exact,44,1000,0.05,194,0.0,5.604971599020764e-07,8.332337486027398e-06,0.96
par,12,exact,44,1000,0.1,191,0.0,2.419235914356307e-12,7.417293217904142e-11,0.96
par,12,exact,44,1000,0.2,184,0.0,1.7813871539425878e-42,2.1613757308549906e-37,0.96
par,12,exact,45,5,0.05,197,0.935,1.0,1.0,0.955
par,12,exact,45,5,0.1,189,0.8200000000000001,1.0,1.0,0.955
par,12,exact,45,5,0.2,170,0.5549999999999999,1.0,1.0,0.955
par,12,exact,45,10,0.05,197,0.97,1.0,1.0,0.985
par,12,exact,45,10,0.1,189,0.835,1.0,1.0,0.985
par,12,exact,45,10,0.2,170,0.4399999999999999,1.0,1.0,0.985
par,12,exact,45,25,0.05,197,0.8200000000000001,1.0,1.0,0.9
par,12,exact,45,25,0.1,189,0.4,1.0,1.0,0.9
par,12,exact,45,25,0.2,170,0.0699999999999999,0.1225841865680788,1.0,0.9
par,12,exact,45,50,0.05,197,0.5800000000000001,1.0,1.0,0.785
par,12,exact,45,50,0.1,189,0.165,0.3406142654538682,1.0,0.785
par,12,exact,45,50,0.2,170,0.0,0.0065535951436081,0.09618604058017,0.785
par,12,exact,45,100,0.05,197,0.3199999999999999,0.6093276068980349,1.0,0.6950000000000001
par,12,exact,45,100,0.1,189,0.01,0.0447086140659735,0.3540908528852875,0.6950000000000001
par,12,exact,45,100,0.2,170,0.0,3.133066568524975e-05,0.000863227103027,0.6950000000000001
par,12,exact,45,200,0.05,197,0.1049999999999999,0.1850314009480412,1.0,0.605
par,12,exact,45,200,0.1,189,0.0,0.0016111014847332,0.0171933844663186,0.605
par,12,exact,45,200,0.2,170,0.0,2.2184843330782e-09,1.537613331282979e-07,0.605
par,12,exact,45,400,0.05,197,0.02,0.0329756485174222,0.2217820400813147,0.6799999999999999
par,12,exact,45,400,0.1,189,0.0,5.040919223988598e-06,7.891259183902713e-05,0.6799999999999999
par,12,exact,45,400,0.2,170,0.0,3.586759881761589e-17,1.3151783881637871e-14,0.6799999999999999
par,12,exact,45,1000,0.05,197,0.0,0.0005778510829124,0.0054592667406229,0.79
par,12,exact,45,1000,0.1,189,0.0,6.432449684896971e-13,2.19269010024824e-11,0.79
par,12,exact,45,1000,0.2,170,0.0,4.326591753750242e-40,1.805073975365249e-35,0.79
par,12,exact,46,5,0.05,192,0.975,1.0,1.0,1.0
par,12,exact,46,5,0.1,183,0.78,1.0,1.0,1.0
par,12,exact,46,5,0.2,172,0.5,1.0,1.0,1.0
par,12,exact,46,10,0.05,192,0.985,1.0,1.0,1.0
par,12,exact,46,10,0.1,183,0.775,1.0,1.0,1.0
par,12,exact,46,10,0.2,172,0.365,1.0,1.0,1.0
par,12,exact,46,25,0.05,192,0.865,1.0,1.0,0.99
par,12,exact,46,25,0.1,183,0.38,0.7590416744466573,1.0,0.99
par,12,exact,46,25,0.2,172,0.045,0.0664717786354023,0.9642118053457314,0.99
par,12,exact,46,50,0.05,192,0.78,1.0,1.0,0.99
par,12,exact,46,50,0.1,183,0.1899999999999999,0.2114681689517176,1.0,0.99
par,12,exact,46,50,0.2,172,0.005,0.0030093634157759,0.047270334101004,0.99
par,12,exact,46,100,0.05,192,0.405,0.7859598888215211,1.0,0.935
par,12,exact,46,100,0.1,183,0.005,0.0275657270422286,0.2189123602618183,0.935
par,12,exact,46,100,0.2,172,0.0,1.5927229417512967e-05,0.0004133845880897,0.935
par,12,exact,46,200,0.05,192,0.16,0.2802436086850941,1.0,0.885
par,12,exact,46,200,0.1,183,0.0,0.0009725828761546,0.0104793073208766,0.885
par,12,exact,46,200,0.2,172,0.0,1.285370215352774e-09,8.75108554330235e-08,0.885
par,12,exact,46,400,0.05,192,0.015,0.0562327345766907,0.3721009053708481,0.78
par,12,exact,46,400,0.1,183,0.0,2.6677917583246043e-06,4.289004934249728e-05,0.78
par,12,exact,46,400,0.2,172,0.0,1.625555450543631e-17,6.682542844814061e-15,0.78
par,12,exact,46,1000,0.05,192,0.0,0.0009792495563903,0.0093935986914184,0.5900000000000001
par,12,exact,46,1000,0.1,183,0.0,2.2665268395748001e-13,8.13057388240948e-12,0.5900000000000001
par,12,exact,46,1000,0.2,172,0.0,6.293749641085622e-41,3.6149003467168064e-36,0.5900000000000001
par,12,exact,47,5,0.05,194,0.955,1.0,1.0,0.99
par,12,exact,47,5,0.1,183,0.84,1.0,1.0,0.99
par,12,exact,47,5,0.2,168,0.52,1.0,1.0,0.99
par,12,exact,47,10,0.05,194,0.965,1.0,1.0,1.0
par,12,exact,47,10,0.1,183,0.855,1.0,1.0,1.0
par,12,exact,47,10,0.2,168,0.345,1.0,1.0,1.0
par,12,exact,47,25,0.05,194,0.85,1.0,1.0,0.995
par,12,exact,47,25,0.1,183,0.48,1.0,1.0,0.995
par,12,exact,47,25,0.2,168,0.05,0.0849148457869276,1.0,0.995
par,12,exact,47,50,0.05,194,0.665,1.0,1.0,0.965
par,12,exact,47,50,0.1,183,0.235,0.3852492502251861,1.0,0.965
par,12,exact,47,50,0.2,168,0.0,0.0038362667968887,0.0611334512077511,0.965
par,12,exact,47,100,0.05,194,0.355,0.7823796357115587,1.0,0.905
par,12,exact,47,100,0.1,183,0.035,0.0593548267945966,0.4502863811280269,0.905
par,12,exact,47,100,0.2,168,0.0,1.6622856152632155e-05,0.0004729862307665,0.905
par,12,exact,47,200,0.05,194,0.12,0.217806486382407,1.0,0.855
par,12,exact,47,200,0.1,183,0.005,0.0023681648773053,0.0250652216096875,0.855
par,12,exact,47,200,0.2,168,0.0,9.448608516911586e-10,7.261691611628266e-08,0.855
par,12,exact,47,400,0.05,194,0.005,0.0324445505271966,0.2290932400139997,0.835
par,12,exact,47,400,0.1,183,0.0,6.402097345669424e-06,0.0001046571272738,0.835
par,12,exact,47,400,0.2,168,0.0,7.473094468726883e-18,3.572458819676481e-15,0.835
par,12,exact,47,1000,0.05,194,0.0,0.0003787420182746,0.0037869729594516,0.73
par,12,exact,47,1000,0.1,183,0.0,3.603776039835946e-13,1.354318402374702e-11,0.73
par,12,exact,47,1000,0.2,168,0.0,8.916284855136458e-42,7.125984522908823e-37,0.73
par,12,exact,48,5,0.05,195,0.93,1.0,1.0,0.995
par,12,exact,48,5,0.1,191,0.855,1.0,1.0,0.995
par,12,exact,48,5,0.2,170,0.515,1.0,1.0,0.995
par,12,exact,48,10,0.05,195,0.915,1.0,1.0,0.99
par,12,exact,48,10,0.1,191,0.8200000000000001,1.0,1.0,0.99
par,12,exact,48,10,0.2,170,0.365,0.9576382003848124,1.0,0.99
par,12,exact,48,25,0.05,195,0.74,1.0,1.0,0.96
par,12,exact,48,25,0.1,191,0.405,1.0,1.0,0.96
par,12,exact,48,25,0.2,170,0.055,0.0631671104209405,0.7946475551948038,0.96
par,12,exact,48,50,0.05,195,0.505,1.0,1.0,0.945
par,12,exact,48,50,0.1,191,0.1149999999999999,0.3511938268948005,1.0,0.945
par,12,exact,48,50,0.2,170,0.0,0.003329365552974,0.0483210607178088,0.945
par,12,exact,48,100,0.05,195,0.29,0.4180839820164915,1.0,0.885
par,12,exact,48,100,0.1,191,0.01,0.040414930875445,0.3364793893251676,0.885
par,12,exact,48,100,0.2,170,0.0,2.050101136300797e-05,0.0005048925407836,0.885
par,12,exact,48,200,0.05,195,0.145,0.1452790889247019,0.7671517831982518,0.85
par,12,exact,48,200,0.1,191,0.0,0.0011478413875351,0.0129465824398549,0.85
par,12,exact,48,200,0.2,170,0.0,1.8523361593728638e-09,1.217619835145167e-07,0.85
par,12,exact,48,400,0.05,195,0.01,0.030459941886958,0.197388971209463,0.85
par,12,exact,48,400,0.1,191,0.0,2.4346918424238333e-06,4.093423469733209e-05,0.85
par,12,exact,48,400,0.2,170,0.0,2.945700665507653e-17,1.107750543472578e-14,0.85
par,12,exact,48,1000,0.05,195,0.0,0.0007262247314945,0.0065716206504879,0.955
par,12,exact,48,1000,0.1,191,0.0,1.1225852416797916e-13,4.272927179871684e-12,0.955
par,12,exact,48,1000,0.2,170,0.0,2.67861362880441e-40,1.2093632810831068e-35,0.955
par,12,exact,49,5,0.05,195,0.955,1.0,1.0,1.0
par,12,exact,49,5,0.1,192,0.77,1.0,1.0,1.0
par,12,exact,49,5,0.2,181,0.5349999999999999,1.0,1.0,1.0
par,12,exact,49,10,0.05,195,0.885,1.0,1.0,0.99
par,12,exact,49,10,0.1,192,0.685,1.0,1.0,0.99
par,12,exact,49,10,0.2,181,0.3249999999999999,1.0,1.0,0.99
par,12,exact,49,25,0.05,195,0.595,1.0,1.0,0.98
par,12,exact,49,25,0.1,192,0.275,0.7955187189464829,1.0,0.98
par,12,exact,49,25,0.2,181,0.06,0.081841942585552,0.971690645034626,0.98
par,12,exact,49,50,0.05,195,0.435,0.6626979382949328,1.0,0.935
par,12,exact,49,50,0.1,192,0.13,0.2366872179519707,1.0,0.935
par,12,exact,49,50,0.2,181,0.0,0.0046665267169016,0.0654250565939223,0.935
par,12,exact,49,100,0.05,195,0.1899999999999999,0.2485359086085464,1.0,0.9
par,12,exact,49,100,0.1,192,0.02,0.0365749998634185,0.2737094577758466,0.9
par,12,exact,49,100,0.2,181,0.0,2.8067777816463657e-05,0.0007050717704755,0.9
par,12,exact,49,200,0.05,195,0.0749999999999999,0.0760139881152936,0.411943456300623,0.935
par,12,exact,49,200,0.1,192,0.0,0.0016596364028235,0.0169240770599033,0.935
par,12,exact,49,200,0.2,181,0.0,2.2507225622435852e-09,1.544706453676292e-07,0.935
par,12,exact,49,400,0.05,195,0.015,0.0155926805410145,0.1011005343401834,0.905
par,12,exact,49,400,0.1,192,0.0,6.0210069342220535e-06,9.333091669038128e-05,0.905
par,12,exact,49,400,0.2,181,0.0,3.1207228457765546e-17,1.2133027115826096e-14,0.905
par,12,exact,49,1000,0.05,195,0.0,0.0003080863304344,0.0029328468387809,0.99
par,12,exact,49,1000,0.1,192,0.0,6.962646654987604e-13,2.420460684214858e-11,0.99
par,12,exact,49,1000,0.2,181,0.0,2.681329325297834e-40,1.213312712029006e-35,0.99
par,16,exact,0,5,0.05,193,0.93,1.0,1.0,1.0
par,16,exact,0,5,0.1,188,0.815,1.0,1.0,1.0
par,16,exact,0,5,0.2,177,0.5449999999999999,1.0,1.0,1.0
par,16,exact,0,10,0.05,193,0.915,1.0,1.0,1.0
par,16,exact,0,10,0.1,188,0.75,1.0,1.0,1.0
par,16,exact,0,10,0.2,177,0.4,1.0,1.0,1.0
par,16,exact,0,25,0.05,193,0.6950000000000001,1.0,1.0,0.985
par,16,exact,0,25,0.1,188,0.3249999999999999,0.6738597501081109,1.0,0.985
par,16,exact,0,25,0.2,177,0.035,0.088980810956133,1.0,0.985
par,16,exact,0,50,0.05,193,0.485,0.9110895513027208,1.0,0.975
par,16,exact,0,50,0.1,188,0.1049999999999999,0.1740834669857894,1.0,0.975
par,16,exact,0,50,0.2,177,0.0,0.0045423494423621,0.0677282695254857,0.975
par,16,exact,0,100,0.05,193,0.29,0.3749802976555147,1.0,0.93
par,16,exact,0,100,0.1,188,0.02,0.0230211809215952,0.1800303548070113,0.93
par,16,exact,0,100,0.2,177,0.0,2.105733400761292e-05,0.0005963330726003,0.93
par,16,exact,0,200,0.05,193,0.0649999999999999,0.1020858010215865,0.6093840263009906,0.93
par,16,exact,0,200,0.1,188,0.0,0.0009111683106635,0.009515192165855,0.93
par,16,exact,0,200,0.2,177,0.0,9.006828373097811e-10,7.960272209920861e-08,0.93
par,16,exact,0,400,0.05,193,0.005,0.0128514581355832,0.0955417352282912,0.935
par,16,exact,0,400,0.1,188,0.0,3.08668405213452e-06,4.800938036581145e-05,0.935
par,16,exact,0,400,0.2,177,0.0,2.9821665181773848e-18,1.971577688264124e-15,0.935
par,16,exact,0,1000,0.05,193,0.0,9.432517106925296e-05,0.0009957460490107,1.0
par,16,exact,0,1000,0.1,188,0.0,3.6704219131823584e-13,1.2739468330834112e-11,1.0
par,16,exact,0,1000,0.2,177,0.0,3.13995062641828e-43,4.892028142808788e-38,1.0
par,16,exact,1,5,0.05,198,0.87,1.0,1.0,0.935
par,16,exact,1,5,0.1,194,0.655,1.0,1.0,0.935
par,16,exact,1,5,0.2,186,0.4599999999999999,1.0,1.0,0.935
par,16,exact,1,10,0.05,198,0.845,1.0,1.0,0.96
par,16,exact,1,10,0.1,194,0.63,1.0,1.0,0.96
par,16,exact,1,10,0.2,186,0.255,0.7320826030089547,1.0,0.96
par,16,exact,1,25,0.05,198,0.61,1.0,1.0,0.85
par,16,exact,1,25,0.1,194,0.295,0.5635694798865223,1.0,0.85
