part,cell,K,n,eps,m,rep,method,n_out,acc_clean,ari_clean,perr,alpha_hat,time,p_clean_sub
a,K3-par,3,300,0.0,12,151,emEM10,0,0.6166666666666667,0.3613598690586905,1.8006262178797248,,0.0173781681805849,1.0
a,K3-par,3,300,0.0,12,151,vote,0,0.91,0.7542090848748715,0.2319256563390368,,0.2075510509312153,1.0
a,K3-par,3,300,0.0,12,151,median,0,0.9133333333333332,0.7615784230857908,0.3322798862497112,,0.1986547680571675,1.0
a,K3-par,3,300,0.0,12,151,adapt,0,0.9066666666666666,0.7403440112722376,0.1868225200597515,0.0,0.1973603861406445,1.0
a,K3-par,3,300,0.0,12,151,adapt-sel,0,0.9133333333333332,0.7593661604573164,0.1573490668641821,0.0,0.2013367668259889,1.0
a,K3-par,3,300,0.0,12,151,adapt-lam0,0,0.91,0.7500143229824023,0.164859173048624,0.0,0.2043629398103803,1.0
a,K3-par,3,300,0.0,12,151,adapt-1st,0,0.91,0.7514603139487555,0.2229429021036604,0.0,0.1839615679346025,1.0
a,K3-par,3,300,0.0,12,151,TA-rw(oracle),0,0.9066666666666666,0.7403440112722376,0.1868225200597515,0.0,0.1991801580879837,1.0
a,K3-par,3,300,0.0,12,151,TA-rw(0.25),0,0.9066666666666666,0.7420702889983355,0.1537593857102868,0.0,0.1994826039299368,1.0
a,K3-par,3,300,0.0,12,151,TA-rw(0.40),0,0.91,0.7500143229824023,0.1577436434346492,0.0,0.2013672469183802,1.0
a,K3-par,3,300,0.0,12,151,bestB-trim(0.25),0,0.9133333333333332,0.7588226125484777,0.1451201209298069,,0.1392059749923646,1.0
a,K3-par,3,300,0.05,12,179,HA50,17,0.3780918727915194,0.0,22.18396893380437,,0.0174641390331089,0.5403600876626367
a,K3-par,3,300,0.05,12,179,emEM10,17,0.6289752650176679,0.4270668250943044,2.963218693942253,,0.0320754151325672,0.5403600876626367
a,K3-par,3,300,0.05,12,179,vote,17,0.9081272084805654,0.7415514256337862,1.946735876528628,,0.3369157698471099,0.5403600876626367
a,K3-par,3,300,0.05,12,179,median,17,0.7526501766784452,0.4303873625488044,1.9043754004200428,,0.3064647519495338,0.5403600876626367
a,K3-par,3,300,0.05,12,179,adapt,17,0.8975265017667845,0.713716745081018,0.2508231906786564,0.06,0.2576549709774554,0.5403600876626367
a,K3-par,3,300,0.05,12,179,adapt-sel,17,0.9045936395759716,0.7303399677185022,0.2199558618610475,0.06,0.2416929500177502,0.5403600876626367
a,K3-par,3,300,0.05,12,179,adapt-lam0,17,0.9081272084805654,0.74009574869282,0.1766760974726588,0.06,0.3137832880020141,0.5403600876626367
a,K3-par,3,300,0.05,12,179,adapt-1st,17,0.911660777385159,0.7497192422042477,0.1629505047327226,0.06,0.4078574921004474,0.5403600876626367
a,K3-par,3,300,0.05,12,179,TA-rw(oracle),17,0.8975265017667845,0.713716745081018,0.2508231906786564,0.06,0.2594129429198801,0.5403600876626367
a,K3-par,3,300,0.05,12,179,TA-rw(0.25),17,0.9045936395759716,0.7316791261561069,0.2076024353039301,0.06,0.2599893589504063,0.5403600876626367
a,K3-par,3,300,0.05,12,179,TA-rw(0.40),17,0.8091872791519434,0.5191597312406079,0.5939941599602108,0.06,0.2741895047947764,0.5403600876626367
a,K3-par,3,300,0.05,12,179,bestB-trim(0.25),17,0.9081272084805654,0.741925510037683,0.4592449392403175,,0.2912502528633922,0.5403600876626367
a,K2-cross,2,300,0.2,8,146,HA50,45,0.5137254901960784,0.0,23.75973694214796,,0.0083190009463578,0.1677721600000001
a,K2-cross,2,300,0.2,8,146,emEM10,45,0.5137254901960784,0.0,1.735713353461317,,0.0056622920092195,0.1677721600000001
a,K2-cross,2,300,0.2,8,146,vote,45,0.8980392156862745,0.6322951843014926,2.547630081149717,,0.043641734868288,0.1677721600000001
a,K2-cross,2,300,0.2,8,146,median,45,0.5137254901960784,-0.0031929971063463,5.899626485329674,,0.0415207392070442,0.1677721600000001
a,K2-cross,2,300,0.2,8,146,adapt,45,0.8941176470588236,0.6198207442819922,0.0462873470009614,0.1566666666666666,0.039975601946935,0.1677721600000001
a,K2-cross,2,300,0.2,8,146,adapt-sel,45,0.8941176470588236,0.6198207442819922,0.0462873470009614,0.1566666666666666,0.0417874730192124,0.1677721600000001
a,K2-cross,2,300,0.2,8,146,adapt-lam0,45,0.8941176470588236,0.6198207442819922,0.0462873470009614,0.1566666666666666,0.0397060569375753,0.1677721600000001
a,K2-cross,2,300,0.2,8,146,adapt-1st,45,0.8941176470588236,0.6198207442819922,0.0462853696047047,0.1566666666666666,0.0356342010200023,0.1677721600000001
a,K2-cross,2,300,0.2,8,146,TA-rw(oracle),45,0.8941176470588236,0.6198207442819922,0.0462853696047047,0.1566666666666666,0.0408101289067417,0.1677721600000001
a,K2-cross,2,300,0.2,8,146,TA-rw(0.25),45,0.8980392156862745,0.6322951843014926,0.0462346072202741,0.1566666666666666,0.0422739030327647,0.1677721600000001
a,K2-cross,2,300,0.2,8,146,TA-rw(0.40),45,0.8980392156862745,0.6322951843014926,0.0462346072202741,0.1566666666666666,0.0422389041632413,0.1677721600000001
a,K2-cross,2,300,0.2,8,146,bestB-trim(0.25),45,0.8901960784313725,0.6074700124999556,0.1237403390018169,,0.0320275020785629,0.1677721600000001
b,K2-cross,2,300,0.1,6,78,vote,40,0.8153846153846154,0.3955402181715973,3.019302064205343,,0.0445213420316576,0.531441
b,K2-cross,2,300,0.1,6,78,median,40,0.7307692307692307,0.2099692195126204,2.913706782292918,,,0.531441
a,K2-cross,2,300,0.1,8,46,HA50,34,0.5639097744360902,0.0,21.65578308256572,,0.009065750055015,0.4304672100000001
a,K2-cross,2,300,0.1,8,46,emEM10,34,0.5639097744360902,0.0,3.3123863018531727,,0.0059847189113497,0.4304672100000001
a,K2-cross,2,300,0.1,8,46,vote,34,0.8383458646616542,0.4558779705488928,3.016778700954232,,0.0439972151070833,0.4304672100000001
a,K2-cross,2,300,0.1,8,46,median,34,0.6729323308270677,0.1163017672704484,3.01964559597016,,0.0432204839307814,0.4304672100000001
a,K2-cross,2,300,0.1,8,46,adapt,34,0.9172932330827068,0.6953251308637806,0.0805207606783184,0.1166666666666666,0.0439075480680912,0.4304672100000001
a,K2-cross,2,300,0.1,8,46,adapt-sel,34,0.9172932330827068,0.6953251308637806,0.0805207606783184,0.1166666666666666,0.0421448068227618,0.4304672100000001
a,K2-cross,2,300,0.1,8,46,adapt-lam0,34,0.9172932330827068,0.6953251308637806,0.0805207606783184,0.1166666666666666,0.0429353839717805,0.4304672100000001
a,K2-cross,2,300,0.1,8,46,adapt-1st,34,0.9172932330827068,0.6953251308637806,0.0805207606783184,0.1166666666666666,0.0355190280824899,0.4304672100000001
a,K2-cross,2,300,0.1,8,46,TA-rw(oracle),34,0.9172932330827068,0.6953251308637806,0.0844487365756312,0.1166666666666666,0.0460304347798228,0.4304672100000001
a,K2-cross,2,300,0.1,8,46,TA-rw(0.25),34,0.9172932330827068,0.6953251308637806,0.079786937408,0.1166666666666666,0.0459201759658753,0.4304672100000001
a,K2-cross,2,300,0.1,8,46,TA-rw(0.40),34,0.9172932330827068,0.6953251308637806,0.0805207606783184,0.1166666666666666,0.044717077165842,0.4304672100000001
a,K2-cross,2,300,0.1,8,46,bestB-trim(0.25),34,0.9172932330827068,0.6953251308637806,0.0924554260810839,,0.0306180049665272,0.4304672100000001
a,K3-par,3,300,0.1,12,144,HA50,41,0.3629343629343629,0.0,18.516541916806688,,0.0171150509268045,0.2824295364810001
a,K3-par,3,300,0.1,12,144,emEM10,41,0.3629343629343629,0.0,18.516541916806688,,0.008527667960152,0.2824295364810001
a,K3-par,3,300,0.1,12,144,vote,41,0.8455598455598455,0.6032711682520058,3.389123334774413,,0.3645053838845342,0.2824295364810001
a,K3-par,3,300,0.1,12,144,median,41,0.8803088803088803,0.6863601230879803,3.749262680167628,,0.3964333238545805,0.2824295364810001
a,K3-par,3,300,0.1,12,144,adapt,41,0.9305019305019304,0.804323908518058,0.1898691916084448,0.1366666666666666,0.206380071118474,0.2824295364810001
a,K3-par,3,300,0.1,12,144,adapt-sel,41,0.9227799227799228,0.7853451127197909,0.2653012779232443,0.1366666666666666,0.21643071109429,0.2824295364810001
a,K3-par,3,300,0.1,12,144,adapt-lam0,41,0.915057915057915,0.7659897168337555,0.3018340225205666,0.1366666666666666,0.2161462029907852,0.2824295364810001
a,K3-par,3,300,0.1,12,144,adapt-1st,41,0.9266409266409268,0.795241412411357,0.2473386852604567,0.1366666666666666,0.3201260659843683,0.2824295364810001
a,K3-par,3,300,0.1,12,144,TA-rw(oracle),41,0.6756756756756757,0.4662849669470601,17.983798337120948,0.0666666666666666,0.2080783969722688,0.2824295364810001
a,K3-par,3,300,0.1,12,144,TA-rw(0.25),41,0.9305019305019304,0.8036866808087785,0.1534710954911488,0.1366666666666666,0.2096210031304508,0.2824295364810001
a,K3-par,3,300,0.1,12,144,TA-rw(0.40),41,0.9305019305019304,0.804323908518058,0.1898691916084448,0.1366666666666666,0.2087895500008016,0.2824295364810001
a,K3-par,3,300,0.1,12,144,bestB-trim(0.25),41,0.918918918918919,0.773711590967127,0.3039889961918691,,0.261763822985813,0.2824295364810001
a,K2-cross,2,300,0.05,8,36,HA50,17,0.5017667844522968,0.0,23.21933795688924,,0.0092955629806965,0.6634204312890623
a,K2-cross,2,300,0.05,8,36,emEM10,17,0.5017667844522968,0.0,4.81326130605428,,0.0058130018878728,0.6634204312890623
a,K2-cross,2,300,0.05,8,36,vote,17,0.9081272084805654,0.6650837748392461,0.8327663030905308,,0.0374126029200851,0.6634204312890623
a,K2-cross,2,300,0.05,8,36,median,17,0.901060070671378,0.6421312514832828,0.8270375720589285,,0.0378784448839724,0.6634204312890623
a,K2-cross,2,300,0.05,8,36,adapt,17,0.901060070671378,0.6421312514832828,0.0344629613010149,0.06,0.0402715189848095,0.6634204312890623
a,K2-cross,2,300,0.05,8,36,adapt-sel,17,0.901060070671378,0.6421312514832828,0.0344629613010149,0.06,0.0418199452105909,0.6634204312890623
a,K2-cross,2,300,0.05,8,36,adapt-lam0,17,0.901060070671378,0.6421312514832828,0.0344629613010149,0.06,0.0398706609848886,0.6634204312890623
a,K2-cross,2,300,0.05,8,36,adapt-1st,17,0.901060070671378,0.6421312514832828,0.0344629613010149,0.06,0.0342163769528269,0.6634204312890623
a,K2-cross,2,300,0.05,8,36,TA-rw(oracle),17,0.901060070671378,0.6421312514832828,0.0344629613010149,0.06,0.0413815330248326,0.6634204312890623
a,K2-cross,2,300,0.05,8,36,TA-rw(0.25),17,0.901060070671378,0.6421312514832828,0.0409126720179115,0.06,0.043045450001955,0.6634204312890623
a,K2-cross,2,300,0.05,8,36,TA-rw(0.40),17,0.901060070671378,0.6421312514832828,0.0409126720179115,0.06,0.0426716660149395,0.6634204312890623
a,K2-cross,2,300,0.05,8,36,bestB-trim(0.25),17,0.901060070671378,0.6421312514832828,0.3052067264971686,,0.0254794610664248,0.6634204312890623
a,K2-cross,2,300,0.3,8,183,HA50,85,0.5441860465116279,0.0,22.426118062185395,,0.0084669040516018,0.0576480099999999
a,K2-cross,2,300,0.3,8,183,emEM10,85,0.5581395348837209,0.0061566167901851,3.194521579960714,,0.0058719699736684,0.0576480099999999
a,K2-cross,2,300,0.3,8,183,vote,85,0.5441860465116279,0.0,22.69383528708097,,0.0374544211663305,0.0576480099999999
a,K2-cross,2,300,0.3,8,183,median,85,0.627906976744186,0.0601697232390597,13.416059743352896,,0.0383643740788102,0.0576480099999999
a,K2-cross,2,300,0.3,8,183,adapt,85,0.9395348837209302,0.7717025282370461,0.1073921125494423,0.2833333333333333,0.0388961748685687,0.0576480099999999
a,K2-cross,2,300,0.3,8,183,adapt-sel,85,0.9348837209302324,0.7553591169791806,0.1035252764434302,0.2866666666666667,0.042345275869593,0.0576480099999999
a,K2-cross,2,300,0.3,8,183,adapt-lam0,85,0.9395348837209302,0.7717025282370461,0.1073921125494423,0.2833333333333333,0.0395243950188159,0.0576480099999999
a,K2-cross,2,300,0.3,8,183,adapt-1st,85,0.5395348837209303,0.0016115134326872,2.6503116736410197,0.2833333333333333,0.037143588066101,0.0576480099999999
a,K2-cross,2,300,0.3,8,183,TA-rw(oracle),85,0.944186046511628,0.7882213251461563,0.1072962400618229,0.2866666666666667,0.0409099720418453,0.0576480099999999
a,K2-cross,2,300,0.3,8,183,TA-rw(0.25),85,0.5674418604651162,0.0107531882080247,19.620306342408423,0.13,0.0399676479864865,0.0576480099999999
a,K2-cross,2,300,0.3,8,183,TA-rw(0.40),85,0.944186046511628,0.7882213251461563,0.1072962400618229,0.2866666666666667,0.0408919630572199,0.0576480099999999
a,K2-cross,2,300,0.3,8,183,bestB-trim(0.25),85,0.641860465116279,0.0743037793088004,14.99446896465396,,0.0289711928926408,0.0576480099999999
b,K2-cross,2,300,0.1,24,34,vote,38,0.5267175572519084,0.0,22.991796154526764,,5.220813998021185,0.0797664430768725
b,K2-cross,2,300,0.1,24,34,median,38,0.5534351145038168,0.0084360481830177,18.15860313106499,,,0.0797664430768725
a,K3-par,3,300,0.0,12,35,HA50,0,0.92,0.7713960957984218,0.1187181880595282,,0.0148592670448124,1.0
a,K3-par,3,300,0.0,12,35,emEM10,0,0.63,0.3891209401014601,1.6520529010628786,,0.0344831750262528,1.0
a,K3-par,3,300,0.0,12,35,vote,0,0.8833333333333333,0.6786522012166054,0.3256033925387697,,0.1726794450078159,1.0
a,K3-par,3,300,0.0,12,35,median,0,0.92,0.7713960957984218,0.1187181880595282,,0.2008502758108079,1.0
a,K3-par,3,300,0.0,12,35,adapt,0,0.92,0.7713960957984218,0.1187181880595282,0.0,0.2032337561249733,1.0
a,K3-par,3,300,0.0,12,35,adapt-sel,0,0.92,0.7713960957984218,0.1187181880595282,0.0,0.1895939221139997,1.0
a,K3-par,3,300,0.0,12,35,adapt-lam0,0,0.92,0.7713960957984218,0.1187181880595282,0.0,0.1913763568736612,1.0
a,K3-par,3,300,0.0,12,35,adapt-1st,0,0.92,0.7713960957984218,0.1187181880595282,0.0,0.1755547600332647,1.0
a,K3-par,3,300,0.0,12,35,TA-rw(oracle),0,0.92,0.7713960957984218,0.1187181880595282,0.0,0.2064253049902618,1.0
a,K3-par,3,300,0.0,12,35,TA-rw(0.25),0,0.9166666666666666,0.7625671183964103,0.169640710009951,0.0,0.2047581819351762,1.0
a,K3-par,3,300,0.0,12,35,TA-rw(0.40),0,0.91,0.7453875690300454,0.17836802268895,0.0,0.2039667479693889,1.0
a,K3-par,3,300,0.0,12,35,bestB-trim(0.25),0,0.8866666666666667,0.6886705450398678,0.4708762760169693,,0.1571442349813878,1.0
a,K3-par,3,300,0.1,12,30,HA50,27,0.3553113553113553,0.0,20.338126911332875,,0.0168407170567661,0.2824295364810001
a,K3-par,3,300,0.1,12,30,emEM10,27,0.3553113553113553,0.0,20.338126911332875,,0.009721407899633,0.2824295364810001
a,K3-par,3,300,0.1,12,30,vote,27,0.8205128205128205,0.5682960718246629,2.9475483817863948,,0.3237668201327324,0.2824295364810001
a,K3-par,3,300,0.1,12,30,median,27,0.8937728937728938,0.7199436496685098,2.951720511948728,,0.2924424191005528,0.2824295364810001
a,K3-par,3,300,0.1,12,30,adapt,27,0.945054945054945,0.8443655178418256,0.0730256376541255,0.0933333333333333,0.2487145760096609,0.2824295364810001
a,K3-par,3,300,0.1,12,30,adapt-sel,27,0.945054945054945,0.8443655178418256,0.0730256376541255,0.0933333333333333,0.2416866668500006,0.2824295364810001
a,K3-par,3,300,0.1,12,30,adapt-lam0,27,0.945054945054945,0.8443655178418256,0.0730256376541255,0.0933333333333333,0.217493938980624,0.2824295364810001
a,K3-par,3,300,0.1,12,30,adapt-1st,27,0.945054945054945,0.8443655178418256,0.0730256376541255,0.0933333333333333,0.3114958140067756,0.2824295364810001
a,K3-par,3,300,0.1,12,30,TA-rw(oracle),27,0.945054945054945,0.8443655178418256,0.0730256376541255,0.0933333333333333,0.2506291889585554,0.2824295364810001
a,K3-par,3,300,0.1,12,30,TA-rw(0.25),27,0.9377289377289376,0.8260980471131731,0.0696596193658523,0.0966666666666666,0.2507570351008326,0.2824295364810001
a,K3-par,3,300,0.1,12,30,TA-rw(0.40),27,0.945054945054945,0.845234314069715,0.0485832930959526,0.0966666666666666,0.2525476641021669,0.2824295364810001
a,K3-par,3,300,0.1,12,30,bestB-trim(0.25),27,0.9377289377289376,0.8262971552582336,0.2078080414487204,,0.2401940999552607,0.2824295364810001
a,K2-cross-hetero,2,300,0.1,8,42,HA50,24,0.6557971014492754,0.0923437879330221,15.337975392344871,,0.0090710350777953,0.4304672100000001
a,K2-cross-hetero,2,300,0.1,8,42,emEM10,24,0.5398550724637681,0.0,5.546316336675059,,0.0058906790800392,0.4304672100000001
a,K2-cross-hetero,2,300,0.1,8,42,vote,24,0.9347826086956522,0.7552406563840869,0.78517894756927,,0.0924942009150981,0.4304672100000001
a,K2-cross-hetero,2,300,0.1,8,42,median,24,0.9311594202898552,0.7426490940717216,0.8142504471824026,,0.0709596329834312,0.4304672100000001
a,K2-cross-hetero,2,300,0.1,8,42,adapt,24,0.9311594202898552,0.742645971799303,0.2228548898375891,0.1033333333333333,0.0586666660383343,0.4304672100000001
a,K2-cross-hetero,2,300,0.1,8,42,adapt-sel,24,0.9311594202898552,0.742645971799303,0.2228548898375891,0.1033333333333333,0.0424192659556865,0.4304672100000001
a,K2-cross-hetero,2,300,0.1,8,42,adapt-lam0,24,0.9311594202898552,0.742645971799303,0.2228548898375891,0.1033333333333333,0.0419715668540447,0.4304672100000001
a,K2-cross-hetero,2,300,0.1,8,42,adapt-1st,24,0.9311594202898552,0.742645971799303,0.2228548898375891,0.1033333333333333,0.0361234189476817,0.4304672100000001
a,K2-cross-hetero,2,300,0.1,8,42,TA-rw(oracle),24,0.9311594202898552,0.742645971799303,0.2228548898375891,0.1033333333333333,0.0593812169972807,0.4304672100000001
a,K2-cross-hetero,2,300,0.1,8,42,TA-rw(0.25),24,0.9311594202898552,0.742645971799303,0.2228548898375891,0.1033333333333333,0.0601601658854633,0.4304672100000001
a,K2-cross-hetero,2,300,0.1,8,42,TA-rw(0.40),24,0.9311594202898552,0.742645971799303,0.2219491423649817,0.1033333333333333,0.0615038508549332,0.4304672100000001
a,K2-cross-hetero,2,300,0.1,8,42,bestB-trim(0.25),24,0.9311594202898552,0.742645971799303,0.158766490190285,,0.0291212541051208,0.4304672100000001
a,K2-cross-leverage,2,300,0.0,8,73,HA50,0,0.94,0.7736448997977795,0.1176063919195191,,0.0081744759809225,1.0
a,K2-cross-leverage,2,300,0.0,8,73,emEM10,0,0.94,0.7736451806711426,0.1189548888248354,,0.0058455460239201,1.0
a,K2-cross-leverage,2,300,0.0,8,73,vote,0,0.94,0.7736451806711426,0.1189548888248354,,0.0339045929722487,1.0
a,K2-cross-leverage,2,300,0.0,8,73,median,0,0.9366666666666666,0.7619166288184135,0.1077950971012375,,0.0333468280732631,1.0
a,K2-cross-leverage,2,300,0.0,8,73,adapt,0,0.9366666666666666,0.7619167765318762,0.1167759461553151,0.0166666666666666,0.0417710721958428,1.0
a,K2-cross-leverage,2,300,0.0,8,73,adapt-sel,0,0.9366666666666666,0.7619167765318762,0.1167759461553151,0.0166666666666666,0.0399792608805,1.0
a,K2-cross-leverage,2,300,0.0,8,73,adapt-lam0,0,0.9366666666666666,0.7619167765318762,0.1289509042584752,0.0133333333333333,0.0421628288459032,1.0
a,K2-cross-leverage,2,300,0.0,8,73,adapt-1st,0,0.9366666666666666,0.7619167765318762,0.1167759461553151,0.0166666666666666,0.0309356688521802,1.0
a,K2-cross-leverage,2,300,0.0,8,73,TA-rw(oracle),0,0.9366666666666666,0.7619167765318762,0.1167759461553151,0.0166666666666666,0.0425349180586636,1.0
a,K2-cross-leverage,2,300,0.0,8,73,TA-rw(0.25),0,0.9366666666666666,0.7619167765318762,0.1162585054958859,0.0233333333333333,0.0449870289303362,1.0
a,K2-cross-leverage,2,300,0.0,8,73,TA-rw(0.40),0,0.9366666666666666,0.7619167765318762,0.1229797672228834,0.0266666666666666,0.0443648430518806,1.0
a,K2-cross-leverage,2,300,0.0,8,73,bestB-trim(0.25),0,0.94,0.7736447125484835,0.1311664863278006,,0.0237940838560462,1.0
a,K2-cross,2,300,0.0,8,76,HA50,0,0.91,0.6712817269017695,0.0764199283226641,,0.0076656020246446,1.0
a,K2-cross,2,300,0.0,8,76,emEM10,0,0.92,0.7045863126502969,0.0792500944581535,,0.0057181809097528,1.0
a,K2-cross,2,300,0.0,8,76,vote,0,0.9166666666666666,0.6934014207637587,0.0859551322516716,,0.0312207350507378,1.0
a,K2-cross,2,300,0.0,8,76,median,0,0.9066666666666666,0.6603691531459801,0.0510300245953472,,0.0310061329510062,1.0
a,K2-cross,2,300,0.0,8,76,adapt,0,0.91,0.6712817269017695,0.0753530712995652,0.0133333333333333,0.038789388956502,1.0
a,K2-cross,2,300,0.0,8,76,adapt-sel,0,0.9133333333333332,0.6822998062628937,0.073574588140013,0.01,0.0377484280616045,1.0
a,K2-cross,2,300,0.0,8,76,adapt-lam0,0,0.91,0.6712817269017695,0.0728293034299085,0.0133333333333333,0.0373306740075349,1.0
a,K2-cross,2,300,0.0,8,76,adapt-1st,0,0.91,0.6712817269017695,0.0938719132553149,0.0133333333333333,0.0291180498898029,1.0
a,K2-cross,2,300,0.0,8,76,TA-rw(oracle),0,0.91,0.6712817269017695,0.0753530712995652,0.0133333333333333,0.0402383231557905,1.0
a,K2-cross,2,300,0.0,8,76,TA-rw(0.25),0,0.91,0.6712874219731663,0.1186135956011808,0.0133333333333333,0.0409311759285628,1.0
a,K2-cross,2,300,0.0,8,76,TA-rw(0.40),0,0.9133333333333332,0.6822998062628937,0.1110320275339178,0.0133333333333333,0.0403092161286622,1.0
a,K2-cross,2,300,0.0,8,76,bestB-trim(0.25),0,0.9233333333333332,0.7158724143045676,0.3222215480123669,,0.0224041840992867,1.0
a,K2-cross,2,300,0.1,8,143,HA50,24,0.5253623188405797,-0.0058864556555223,15.530871395074858,,0.0083508831448853,0.4304672100000001
a,K2-cross,2,300,0.1,8,143,emEM10,24,0.5507246376811594,0.0,1.3612330087218474,,0.0057445529382675,0.4304672100000001
a,K2-cross,2,300,0.1,8,143,vote,24,0.9130434782608696,0.6812725794001516,0.9219877481418028,,0.0376343978568911,0.4304672100000001
a,K2-cross,2,300,0.1,8,143,median,24,0.9239130434782608,0.7177766064505565,1.0377320798189889,,0.0391941091511398,0.4304672100000001
a,K2-cross,2,300,0.1,8,143,adapt,24,0.9166666666666666,0.6933164578888419,0.1763624349456758,0.0966666666666666,0.0398539272136986,0.4304672100000001
a,K2-cross,2,300,0.1,8,143,adapt-sel,24,0.9166666666666666,0.6933164578888419,0.1775971691295888,0.0966666666666666,0.0409908208530396,0.4304672100000001
a,K2-cross,2,300,0.1,8,143,adapt-lam0,24,0.9166666666666666,0.6933164578888419,0.1775971691295888,0.0966666666666666,0.0384836480952799,0.4304672100000001
a,K2-cross,2,300,0.1,8,143,adapt-1st,24,0.9166666666666666,0.6933164578888419,0.1775971691295888,0.0966666666666666,0.0352492791134864,0.4304672100000001
a,K2-cross,2,300,0.1,8,143,TA-rw(oracle),24,0.9166666666666666,0.6933164578888419,0.1775971691295888,0.0966666666666666,0.0419523110613226,0.4304672100000001
a,K2-cross,2,300,0.1,8,143,TA-rw(0.25),24,0.9166666666666666,0.6933164578888419,0.1775971691295888,0.0966666666666666,0.0420384451281279,0.4304672100000001
a,K2-cross,2,300,0.1,8,143,TA-rw(0.40),24,0.9166666666666666,0.6933164578888419,0.1936347420194177,0.0966666666666666,0.0415578049141913,0.4304672100000001
a,K2-cross,2,300,0.1,8,143,bestB-trim(0.25),24,0.9166666666666666,0.6933225159543956,0.0958058970162041,,0.0287463688291609,0.4304672100000001
a,K3-par,3,300,0.1,12,178,HA50,30,0.3592592592592593,0.0,21.262709687676683,,0.0149367849808186,0.2824295364810001
a,K3-par,3,300,0.1,12,178,emEM10,30,0.3592592592592593,0.0,11.410736820900516,,0.0126878090668469,0.2824295364810001
a,K3-par,3,300,0.1,12,178,vote,30,0.8333333333333334,0.5864902208476611,5.3481708979023725,,0.3241714858449995,0.2824295364810001
a,K3-par,3,300,0.1,12,178,median,30,0.6296296296296297,0.3413301151397018,3.3089392704552254,,0.3550286921672523,0.2824295364810001
a,K3-par,3,300,0.1,12,178,adapt,30,0.8962962962962963,0.7150699710976426,0.3694993534517635,0.1,0.2314920609351247,0.2824295364810001
a,K3-par,3,300,0.1,12,178,adapt-sel,30,0.9037037037037036,0.7303516167643113,0.2734757580574878,0.1,0.2409175441134721,0.2824295364810001
a,K3-par,3,300,0.1,12,178,adapt-lam0,30,0.7666666666666667,0.4655254942705769,1.2279445580067658,0.1,0.254444797988981,0.2824295364810001
a,K3-par,3,300,0.1,12,178,adapt-1st,30,0.9037037037037036,0.7315029241113571,0.3047824172552242,0.1,0.3241561099421233,0.2824295364810001
a,K3-par,3,300,0.1,12,178,TA-rw(oracle),30,0.9074074074074074,0.7405403710320004,0.2858305311604197,0.1,0.2334105798508972,0.2824295364810001
a,K3-par,3,300,0.1,12,178,TA-rw(0.25),30,0.9,0.7238169606617076,0.3556997915092785,0.1,0.2335847958456725,0.2824295364810001
a,K3-par,3,300,0.1,12,178,TA-rw(0.40),30,0.7962962962962963,0.4997270201038062,0.7340607401226539,0.1033333333333333,0.2322093860711902,0.2824295364810001
a,K3-par,3,300,0.1,12,178,bestB-trim(0.25),30,0.8740740740740741,0.6628928494651023,0.4741332108492191,,0.2784163400065154,0.2824295364810001
a,K2-cross-hetero,2,300,0.2,8,32,HA50,55,0.5102040816326531,0.0,21.840975417761022,,0.0081138310488313,0.1677721600000001
a,K2-cross-hetero,2,300,0.2,8,32,emEM10,55,0.5061224489795918,-0.0003265501608258,1.9937601848476505,,0.0064171978738158,0.1677721600000001
a,K2-cross-hetero,2,300,0.2,8,32,vote,55,0.6489795918367347,0.0865996019454071,12.203469445141009,,0.0392497079446911,0.1677721600000001
a,K2-cross-hetero,2,300,0.2,8,32,median,55,0.5061224489795918,-0.0039450892291296,6.748402131953795,,0.0380509719252586,0.1677721600000001
a,K2-cross-hetero,2,300,0.2,8,32,adapt,55,0.926530612244898,0.7265954371794177,0.3337668632931005,0.1933333333333333,0.0411805449984967,0.1677721600000001
a,K2-cross-hetero,2,300,0.2,8,32,adapt-sel,55,0.926530612244898,0.7265954371794177,0.3337668632931005,0.1933333333333333,0.0410033580847084,0.1677721600000001
a,K2-cross-hetero,2,300,0.2,8,32,adapt-lam0,55,0.926530612244898,0.7265954371794177,0.3337668632931005,0.1933333333333333,0.0394275102298706,0.1677721600000001
a,K2-cross-hetero,2,300,0.2,8,32,adapt-1st,55,0.926530612244898,0.7265954371794177,0.3337668632931005,0.1933333333333333,0.0358197500463575,0.1677721600000001
a,K2-cross-hetero,2,300,0.2,8,32,TA-rw(oracle),55,0.926530612244898,0.7265954371794177,0.3337668632931005,0.1933333333333333,0.0428092500660568,0.1677721600000001
a,K2-cross-hetero,2,300,0.2,8,32,TA-rw(0.25),55,0.9306122448979592,0.7406464280378349,0.3491712919479388,0.1966666666666666,0.0417226171121001,0.1677721600000001
a,K2-cross-hetero,2,300,0.2,8,32,TA-rw(0.40),55,0.926530612244898,0.7265971876325678,0.3868959840350397,0.2,0.0425417609512805,0.1677721600000001
a,K2-cross-hetero,2,300,0.2,8,32,bestB-trim(0.25),55,0.9306122448979592,0.740647833074952,0.5178674698442626,,0.0295692451763898,0.1677721600000001
a,K3-par,3,300,0.3,12,61,HA50,102,0.404040404040404,0.0,20.14133248731084,,0.0139466039836406,0.0138412872009999
a,K3-par,3,300,0.3,12,61,emEM10,102,0.404040404040404,0.0,20.14133248731084,,0.0124668788630515,0.0138412872009999
